Id,Id2,Geography,Estimate; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population,Estimate; SEX AND AGE - 20 to 24 years,Percent; SEX AND AGE - 20 to 24 years,Estimate; SEX AND AGE - 25 to 34 years,Percent; SEX AND AGE - 25 to 34 years,Estimate; SEX AND AGE - 35 to 44 years,Percent; SEX AND AGE - 35 to 44 years,Estimate; SEX AND AGE - 45 to 54 years,Percent; SEX AND AGE - 45 to 54 years,Estimate; SEX AND AGE - 55 to 59 years,Percent; SEX AND AGE - 55 to 59 years,Estimate; SEX AND AGE - 60 to 64 years,Percent; SEX AND AGE - 60 to 64 years,Estimate; SEX AND AGE - 65 to 74 years,Percent; SEX AND AGE - 65 to 74 years,Estimate; SEX AND AGE - Median age (years),Percent; SEX AND AGE - Median age (years),Estimate; SEX AND AGE - 18 years and over,Percent; SEX AND AGE - 18 years and over,Estimate; SEX AND AGE - 65 years and over,Percent; SEX AND AGE - 65 years and over,Estimate; RACE - Total population,Percent; RACE - Total population,Estimate; RACE - Total population - Two or more races,Percent; RACE - Total population - Two or more races,Estimate; RACE - One race,Percent; RACE - One race,Estimate; RACE - Two or more races,Percent; RACE - Two or more races,Estimate; RACE - Race alone or in combination with one or more other races - Total population,Percent; RACE - Race alone or in combination with one or more other races - Total population,Estimate; RACE - Race alone or in combination with one or more other races - Total population - White,Percent; RACE - Race alone or in combination with one or more other races - Total population - White,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Percent; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Percent; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian,Percent; RACE - Race alone or in combination with one or more other races - Total population - Asian,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Percent; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Percent; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Estimate; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total housing units,Percent; HISPANIC OR LATINO AND RACE - Total housing units,"Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population","Percent; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
8600000US11749,11749, 11749,3352,3352,231,6.9,476,14.2,367,10.9,716,21.4,201,6,147,4.4,233,7,41,(X),2724,2724,444,444,3352,3352,31,0.9,3321,99.1,31,0.9,3352,3352,2152,64.2,434,12.9,5,0.1,395,11.8,0,0,397,11.8,3352,3352,856,25.5,16,0.5,183,5.5,0,0,657,19.6,2496,74.5,1109,(X),2474,2474
8600000US11751,11751, 11751,14617,14617,1072,7.3,1625,11.1,1873,12.8,2646,18.1,1249,8.5,656,4.5,1159,7.9,43,(X),11607,11607,2152,2152,14617,14617,136,0.9,14481,99.1,136,0.9,14617,14617,13438,91.9,437,3,19,0.1,373,2.6,0,0,486,3.3,14617,14617,1767,12.1,117,0.8,366,2.5,33,0.2,1251,8.6,12850,87.9,5404,(X),11174,11174
8600000US11752,11752, 11752,9446,9446,702,7.4,920,9.7,1059,11.2,1736,18.4,770,8.2,441,4.7,819,8.7,41.3,(X),7307,7307,1430,1430,9446,9446,154,1.6,9292,98.4,154,1.6,9446,9446,8807,93.2,263,2.8,66,0.7,369,3.9,8,0.1,87,0.9,9446,9446,1040,11,28,0.3,519,5.5,81,0.9,412,4.4,8406,89,3229,(X),7168,7168
8600000US11753,11753, 11753,12574,12574,661,5.3,964,7.7,1616,12.9,2271,18.1,1262,10,863,6.9,1151,9.2,44.1,(X),9585,9585,1705,1705,12574,12574,287,2.3,12287,97.7,287,2.3,12574,12574,8227,65.4,114,0.9,23,0.2,4275,34,0,0,222,1.8,12574,12574,279,2.2,37,0.3,9,0.1,63,0.5,170,1.4,12295,97.8,4465,(X),8710,8710
8600000US11754,11754, 11754,18082,18082,962,5.3,1719,9.5,2183,12.1,2889,16,1241,6.9,1354,7.5,1918,10.6,46.1,(X),14443,14443,3809,3809,18082,18082,140,0.8,17942,99.2,140,0.8,18082,18082,16710,92.4,221,1.2,41,0.2,880,4.9,0,0,386,2.1,18082,18082,908,5,69,0.4,436,2.4,58,0.3,345,1.9,17174,95,7212,(X),14227,14227
8600000US11755,11755, 11755,12476,12476,772,6.2,1396,11.2,1875,15,2001,16,785,6.3,678,5.4,1159,9.3,40.8,(X),9822,9822,1941,1941,12476,12476,226,1.8,12250,98.2,226,1.8,12476,12476,11395,91.3,256,2.1,61,0.5,736,5.9,0,0,254,2,12476,12476,984,7.9,71,0.6,171,1.4,39,0.3,703,5.6,11492,92.1,4312,(X),9412,9412
8600000US11756,11756, 11756,43023,43023,3174,7.4,5458,12.7,4985,11.6,6748,15.7,3274,7.6,3075,7.1,3666,8.5,41.4,(X),34542,34542,6785,6785,43023,43023,1095,2.5,41928,97.5,1095,2.5,43023,43023,36616,85.1,843,2,204,0.5,3584,8.3,26,0.1,2862,6.7,43023,43023,6773,15.7,94,0.2,1862,4.3,307,0.7,4510,10.5,36250,84.3,13836,(X),33054,33054
8600000US11757,11757, 11757,44335,44335,3285,7.4,6423,14.5,5018,11.3,7813,17.6,3187,7.2,3011,6.8,3816,8.6,41.4,(X),35793,35793,6042,6042,44335,44335,843,1.9,43492,98.1,843,1.9,44335,44335,40348,91,1544,3.5,418,0.9,776,1.8,13,0,2160,4.9,44335,44335,8210,18.5,489,1.1,1988,4.5,126,0.3,5607,12.6,36125,81.5,15678,(X),32830,32830
8600000US11758,11758, 11758,54200,54200,3114,5.7,5941,11,6219,11.5,9181,16.9,4052,7.5,3950,7.3,4981,9.2,44.3,(X),43108,43108,9415,9415,54200,54200,469,0.9,53731,99.1,469,0.9,54200,54200,49302,91,2871,5.3,215,0.4,1310,2.4,20,0,1006,1.9,54200,54200,3981,7.3,281,0.5,1097,2,294,0.5,2309,4.3,50219,92.7,19767,(X),42088,42088
8600000US11762,11762, 11762,22888,22888,1303,5.7,2206,9.6,2721,11.9,4120,18,1565,6.8,1261,5.5,1953,8.5,42.8,(X),17557,17557,3800,3800,22888,22888,175,0.8,22713,99.2,175,0.8,22888,22888,22089,96.5,232,1,18,0.1,467,2,0,0,257,1.1,22888,22888,1760,7.7,102,0.4,464,2,73,0.3,1121,4.9,21128,92.3,7745,(X),17307,17307
8600000US11763,11763, 11763,28497,28497,2022,7.1,3929,13.8,3443,12.1,4087,14.3,2090,7.3,1656,5.8,2604,9.1,38.3,(X),22370,22370,4071,4071,28497,28497,553,1.9,27944,98.1,553,1.9,28497,28497,24689,86.6,2899,10.2,122,0.4,907,3.2,18,0.1,464,1.6,28497,28497,6994,24.5,608,2.1,1995,7,104,0.4,4287,15,21503,75.5,9863,(X),20700,20700
8600000US11764,11764, 11764,12678,12678,719,5.7,1045,8.2,1416,11.2,2459,19.4,825,6.5,634,5,1226,9.7,41.1,(X),9300,9300,1807,1807,12678,12678,199,1.6,12479,98.4,199,1.6,12678,12678,12220,96.4,113,0.9,153,1.2,391,3.1,0,0,0,0,12678,12678,977,7.7,241,1.9,492,3.9,0,0,244,1.9,11701,92.3,4613,(X),9086,9086
8600000US11765,11765, 11765,732,732,52,7.1,52,7.1,40,5.5,131,17.9,65,8.9,89,12.2,94,12.8,49.7,(X),579,579,139,139,732,732,0,0,732,100,0,0,732,732,636,86.9,0,0,0,0,83,11.3,0,0,13,1.8,732,732,31,4.2,2,0.3,10,1.4,0,0,19,2.6,701,95.8,327,(X),543,543
8600000US11766,11766, 11766,12577,12577,784,6.2,1132,9,1433,11.4,1895,15.1,1044,8.3,626,5,1663,13.2,42.1,(X),9594,9594,2429,2429,12577,12577,408,3.2,12169,96.8,408,3.2,12577,12577,11902,94.6,189,1.5,97,0.8,538,4.3,0,0,259,2.1,12577,12577,1623,12.9,0,0,398,3.2,9,0.1,1216,9.7,10954,87.1,4282,(X),9399,9399
8600000US11767,11767, 11767,15540,15540,750,4.8,1333,8.6,1922,12.4,2606,16.8,1144,7.4,832,5.4,1450,9.3,42.4,(X),11640,11640,2621,2621,15540,15540,68,0.4,15472,99.6,68,0.4,15540,15540,14338,92.3,128,0.8,10,0.1,676,4.4,0,0,456,2.9,15540,15540,1036,6.7,71,0.5,394,2.5,85,0.5,486,3.1,14504,93.3,5261,(X),11284,11284
8600000US11768,11768, 11768,21669,21669,1352,6.2,1408,6.5,2369,10.9,3571,16.5,1863,8.6,1753,8.1,2609,12,48.2,(X),17086,17086,4579,4579,21669,21669,225,1,21444,99,225,1,21669,21669,21009,97,310,1.4,51,0.2,413,1.9,0,0,128,0.6,21669,21669,983,4.5,56,0.3,268,1.2,209,1,450,2.1,20686,95.5,8679,(X),16786,16786
8600000US11769,11769, 11769,8642,8642,589,6.8,738,8.5,860,10,1548,17.9,714,8.3,701,8.1,817,9.5,46.9,(X),7112,7112,1751,1751,8642,8642,95,1.1,8547,98.9,95,1.1,8642,8642,8329,96.4,174,2,60,0.7,114,1.3,0,0,61,0.7,8642,8642,578,6.7,8,0.1,255,3,0,0,315,3.6,8064,93.3,4005,(X),6975,6975
8600000US11770,11770, 11770,59,59,2,3.4,5,8.5,8,13.6,9,15.3,11,18.6,7,11.9,3,5.1,47.5,(X),49,49,5,5,59,59,0,0,59,100,0,0,59,59,54,91.5,0,0,0,0,5,8.5,0,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,59,100,1230,(X),49,49
8600000US11771,11771, 11771,9561,9561,276,2.9,734,7.7,1171,12.2,1332,13.9,944,9.9,792,8.3,1119,11.7,46.3,(X),7474,7474,1983,1983,9561,9561,79,0.8,9482,99.2,79,0.8,9561,9561,8475,88.6,229,2.4,30,0.3,578,6,2,0,360,3.8,9561,9561,742,7.8,99,1,33,0.3,21,0.2,589,6.2,8819,92.2,4158,(X),7060,7060
8600000US11772,11772, 11772,45495,45495,2797,6.1,5930,13,6643,14.6,6902,15.2,2737,6,2949,6.5,3968,8.7,39.3,(X),35520,35520,6729,6729,45495,45495,830,1.8,44665,98.2,830,1.8,45495,45495,41062,90.3,2209,4.9,192,0.4,1320,2.9,28,0.1,1642,3.6,45495,45495,11738,25.8,217,0.5,2742,6,56,0.1,8723,19.2,33757,74.2,18270,(X),31370,31370
8600000US11776,11776, 11776,24181,24181,1671,6.9,2770,11.5,2969,12.3,3947,16.3,1720,7.1,1411,5.8,2306,9.5,42.1,(X),19149,19149,4004,4004,24181,24181,645,2.7,23536,97.3,645,2.7,24181,24181,21477,88.8,1431,5.9,421,1.7,1295,5.4,0,0,562,2.3,24181,24181,4159,17.2,12,0,1463,6.1,49,0.2,2635,10.9,20022,82.8,8438,(X),17990,17990
8600000US11777,11777, 11777,8940,8940,376,4.2,1028,11.5,932,10.4,1521,17,528,5.9,553,6.2,1321,14.8,45.9,(X),7094,7094,2011,2011,8940,8940,185,2.1,8755,97.9,185,2.1,8940,8940,8022,89.7,193,2.2,64,0.7,727,8.1,0,0,119,1.3,8940,8940,805,9,106,1.2,154,1.7,51,0.6,494,5.5,8135,91,3735,(X),6428,6428
8600000US11778,11778, 11778,11932,11932,729,6.1,1285,10.8,1739,14.6,2088,17.5,932,7.8,566,4.7,838,7,38.3,(X),8963,8963,1281,1281,11932,11932,112,0.9,11820,99.1,112,0.9,11932,11932,11438,95.9,137,1.1,12,0.1,71,0.6,47,0.4,371,3.1,11932,11932,1036,8.7,29,0.2,268,2.2,61,0.5,678,5.7,10896,91.3,4854,(X),8765,8765
8600000US11779,11779, 11779,38083,38083,2527,6.6,4646,12.2,5156,13.5,6447,16.9,2379,6.2,2108,5.5,3619,9.5,40.4,(X),29859,29859,5713,5713,38083,38083,1004,2.6,37079,97.4,1004,2.6,38083,38083,33489,87.9,1449,3.8,481,1.3,2781,7.3,121,0.3,892,2.3,38083,38083,3926,10.3,122,0.3,1600,4.2,281,0.7,1923,5,34157,89.7,13186,(X),28488,28488
8600000US11780,11780, 11780,15736,15736,956,6.1,1214,7.7,1339,8.5,2936,18.7,1363,8.7,921,5.9,1564,9.9,46.8,(X),12387,12387,3212,3212,15736,15736,191,1.2,15545,98.8,191,1.2,15736,15736,14658,93.1,175,1.1,65,0.4,960,6.1,0,0,122,0.8,15736,15736,884,5.6,37,0.2,405,2.6,10,0.1,432,2.7,14852,94.4,5974,(X),12074,12074
8600000US11782,11782, 11782,15050,15050,964,6.4,1229,8.2,1801,12,2404,16,1312,8.7,896,6,1479,9.8,44.9,(X),11684,11684,2882,2882,15050,15050,202,1.3,14848,98.7,202,1.3,15050,15050,14521,96.5,161,1.1,63,0.4,446,3,0,0,61,0.4,15050,15050,810,5.4,100,0.7,410,2.7,57,0.4,243,1.6,14240,94.6,6729,(X),11495,11495
8600000US11783,11783, 11783,21406,21406,1590,7.4,2005,9.4,2514,11.7,3538,16.5,1573,7.3,1550,7.2,2118,9.9,43.2,(X),16789,16789,3539,3539,21406,21406,290,1.4,21116,98.6,290,1.4,21406,21406,20852,97.4,80,0.4,114,0.5,562,2.6,0,0,121,0.6,21406,21406,1471,6.9,110,0.5,543,2.5,24,0.1,794,3.7,19935,93.1,7169,(X),16488,16488
8600000US11784,11784, 11784,25739,25739,2230,8.7,3147,12.2,3549,13.8,4151,16.1,1772,6.9,1671,6.5,1800,7,38.7,(X),20135,20135,3113,3113,25739,25739,255,1,25484,99,255,1,25739,25739,22373,86.9,1111,4.3,39,0.2,1664,6.5,0,0,807,3.1,25739,25739,4072,15.8,459,1.8,1451,5.6,106,0.4,2056,8,21667,84.2,8505,(X),19188,19188
8600000US11786,11786, 11786,6468,6468,318,4.9,638,9.9,839,13,1037,16,508,7.9,495,7.7,604,9.3,40.1,(X),4646,4646,742,742,6468,6468,88,1.4,6380,98.6,88,1.4,6468,6468,6132,94.8,103,1.6,46,0.7,232,3.6,0,0,43,0.7,6468,6468,623,9.6,9,0.1,435,6.7,13,0.2,166,2.6,5845,90.4,2008,(X),4510,4510
8600000US11787,11787, 11787,35436,35436,1804,5.1,3205,9,3896,11,6756,19.1,2547,7.2,1930,5.4,3470,9.8,45.2,(X),27789,27789,6610,6610,35436,35436,559,1.6,34877,98.4,559,1.6,35436,35436,33439,94.4,423,1.2,83,0.2,1307,3.7,0,0,748,2.1,35436,35436,1516,4.3,46,0.1,835,2.4,99,0.3,536,1.5,33920,95.7,12754,(X),27382,27382
8600000US11788,11788, 11788,16048,16048,891,5.6,1475,9.2,2084,13,2910,18.1,1179,7.3,873,5.4,1452,9,44.2,(X),12644,12644,2872,2872,16048,16048,204,1.3,15844,98.7,204,1.3,16048,16048,13826,86.2,888,5.5,63,0.4,1121,7,0,0,368,2.3,16048,16048,1223,7.6,10,0.1,437,2.7,190,1.2,586,3.7,14825,92.4,6050,(X),11980,11980
8600000US11789,11789, 11789,8233,8233,419,5.1,912,11.1,1156,14,1197,14.5,622,7.6,808,9.8,718,8.7,44.5,(X),6627,6627,1343,1343,8233,8233,25,0.3,8208,99.7,25,0.3,8233,8233,7821,95,36,0.4,239,2.9,59,0.7,0,0,103,1.3,8233,8233,532,6.5,0,0,166,2,0,0,366,4.4,7701,93.5,3153,(X),6386,6386
8600000US11790,11790, 11790,18359,18359,3571,19.5,1168,6.4,1422,7.7,2295,12.5,903,4.9,768,4.2,1493,8.1,25.6,(X),15360,15360,2784,2784,18359,18359,558,3,17801,97,558,3,18359,18359,13412,73.1,803,4.4,36,0.2,4255,23.2,53,0.3,403,2.2,18359,18359,957,5.2,76,0.4,215,1.2,44,0.2,622,3.4,17402,94.8,4920,(X),13222,13222
8600000US11791,11791, 11791,26065,26065,1302,5,1720,6.6,3324,12.8,4873,18.7,1734,6.7,1664,6.4,2258,8.7,43.3,(X),19302,19302,4084,4084,26065,26065,402,1.5,25663,98.5,402,1.5,26065,26065,18500,71,370,1.4,53,0.2,7093,27.2,0,0,469,1.8,26065,26065,1148,4.4,259,1,245,0.9,53,0.2,591,2.3,24917,95.6,8624,(X),17758,17758
8600000US11792,11792, 11792,8914,8914,406,4.6,1051,11.8,1336,15,960,10.8,1023,11.5,821,9.2,911,10.2,41.5,(X),6957,6957,1233,1233,8914,8914,76,0.9,8838,99.1,76,0.9,8914,8914,8709,97.7,122,1.4,8,0.1,74,0.8,0,0,102,1.1,8914,8914,637,7.1,0,0,349,3.9,27,0.3,261,2.9,8277,92.9,3282,(X),6716,6716
8600000US11793,11793, 11793,31853,31853,1843,5.8,2942,9.2,4099,12.9,4920,15.4,2401,7.5,2366,7.4,2807,8.8,43.3,(X),24900,24900,5610,5610,31853,31853,410,1.3,31443,98.7,410,1.3,31853,31853,30759,96.6,158,0.5,37,0.1,970,3,0,0,339,1.1,31853,31853,2779,8.7,92,0.3,1061,3.3,125,0.4,1501,4.7,29074,91.3,10752,(X),24435,24435
8600000US11794,11794, 11794,2998,2998,1368,45.6,47,1.6,16,0.5,0,0,0,0,0,0,0,0,19.9,(X),2936,2936,0,0,2998,2998,223,7.4,2775,92.6,223,7.4,2998,2998,1122,37.4,450,15,4,0.1,1441,48.1,13,0.4,209,7,2998,2998,318,10.6,18,0.6,85,2.8,6,0.2,209,7,2680,89.4,0,(X),2321,2321
8600000US11795,11795, 11795,25018,25018,1931,7.7,2385,9.5,2951,11.8,4166,16.7,2272,9.1,1590,6.4,2017,8.1,43.4,(X),19554,19554,3869,3869,25018,25018,341,1.4,24677,98.6,341,1.4,25018,25018,24212,96.8,285,1.1,128,0.5,385,1.5,0,0,420,1.7,25018,25018,1980,7.9,61,0.2,755,3,136,0.5,1028,4.1,23038,92.1,8170,(X),19379,19379
8600000US11796,11796, 11796,3914,3914,232,5.9,349,8.9,421,10.8,712,18.2,412,10.5,214,5.5,262,6.7,46.9,(X),3152,3152,716,716,3914,3914,50,1.3,3864,98.7,50,1.3,3914,3914,3799,97.1,30,0.8,6,0.2,60,1.5,12,0.3,57,1.5,3914,3914,242,6.2,25,0.6,89,2.3,6,0.2,122,3.1,3672,93.8,1216,(X),3062,3062
8600000US11797,11797, 11797,8811,8811,326,3.7,737,8.4,898,10.2,1314,14.9,775,8.8,537,6.1,822,9.3,50.2,(X),7100,7100,2433,2433,8811,8811,66,0.7,8745,99.3,66,0.7,8811,8811,7522,85.4,210,2.4,0,0,1090,12.4,9,0.1,46,0.5,8811,8811,180,2,52,0.6,63,0.7,13,0.1,52,0.6,8631,98,3276,(X),6819,6819
8600000US11798,11798, 11798,14880,14880,1499,10.1,2106,14.2,1871,12.6,2306,15.5,742,5,593,4,793,5.3,32.4,(X),10921,10921,1397,1397,14880,14880,867,5.8,14013,94.2,867,5.8,14880,14880,4070,27.4,9162,61.6,552,3.7,286,1.9,28,0.2,1808,12.2,14880,14880,4250,28.6,74,0.5,729,4.9,0,0,3447,23.2,10630,71.4,4165,(X),9338,9338
8600000US11801,11801, 11801,39514,39514,3085,7.8,4490,11.4,4292,10.9,6014,15.2,3553,9,3002,7.6,3894,9.9,44.5,(X),32389,32389,6959,6959,39514,39514,1419,3.6,38095,96.4,1419,3.6,39514,39514,28084,71.1,995,2.5,382,1,9552,24.2,67,0.2,1984,5,39514,39514,6420,16.2,423,1.1,1164,2.9,113,0.3,4720,11.9,33094,83.8,13358,(X),28524,28524
8600000US11803,11803, 11803,28373,28373,1288,4.5,2554,9,3614,12.7,4284,15.1,2215,7.8,2031,7.2,2715,9.6,44.5,(X),21971,21971,5491,5491,28373,28373,325,1.1,28048,98.9,325,1.1,28373,28373,23825,84,347,1.2,112,0.4,4094,14.4,35,0.1,299,1.1,28373,28373,1454,5.1,45,0.2,396,1.4,115,0.4,898,3.2,26919,94.9,10065,(X),20693,20693
8600000US11804,11804, 11804,4892,4892,206,4.2,383,7.8,578,11.8,802,16.4,555,11.3,311,6.4,391,8,46,(X),3769,3769,836,836,4892,4892,59,1.2,4833,98.8,59,1.2,4892,4892,4563,93.3,0,0,0,0,388,7.9,0,0,0,0,4892,4892,102,2.1,10,0.2,47,1,7,0.1,38,0.8,4790,97.9,1767,(X),3648,3648
8600000US11901,11901, 11901,28897,28897,1761,6.1,3606,12.5,3633,12.6,4141,14.3,2016,7,1910,6.6,3423,11.8,43.5,(X),23805,23805,5881,5881,28897,28897,699,2.4,28198,97.6,699,2.4,28897,28897,22597,78.2,5327,18.4,405,1.4,343,1.2,0,0,960,3.3,28897,28897,7266,25.1,697,2.4,739,2.6,83,0.3,5747,19.9,21631,74.9,11963,(X),20351,20351
8600000US11930,11930, 11930,971,971,36,3.7,105,10.8,116,11.9,87,9,90,9.3,73,7.5,206,21.2,56.4,(X),860,860,338,338,971,971,4,0.4,967,99.6,4,0.4,971,971,951,97.9,10,1,0,0,4,0.4,0,0,10,1,971,971,65,6.7,0,0,0,0,0,0,65,6.7,906,93.3,2455,(X),808,808
8600000US11931,11931, 11931,38,38,0,0,0,0,0,0,38,100,0,0,0,0,0,0,-,(X),38,38,0,0,38,38,0,0,38,100,0,0,38,38,38,100,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,38,100,97,(X),38,38
8600000US11932,11932, 11932,983,983,35,3.6,84,8.5,70,7.1,145,14.8,55,5.6,85,8.6,172,17.5,54.3,(X),844,844,345,345,983,983,12,1.2,971,98.8,12,1.2,983,983,789,80.3,180,18.3,6,0.6,20,2,0,0,0,0,983,983,236,24,14,1.4,0,0,0,0,222,22.6,747,76,2241,(X),761,761
8600000US11933,11933, 11933,6781,6781,246,3.6,1079,15.9,665,9.8,1025,15.1,520,7.7,465,6.9,1047,15.4,50.1,(X),5988,5988,1846,1846,6781,6781,449,6.6,6332,93.4,449,6.6,6781,6781,6354,93.7,585,8.6,329,4.9,299,4.4,0,0,28,0.4,6781,6781,1035,15.3,83,1.2,468,6.9,0,0,484,7.1,5746,84.7,3725,(X),5736,5736
8600000US11934,11934, 11934,8255,8255,520,6.3,701,8.5,1478,17.9,1080,13.1,707,8.6,435,5.3,486,5.9,39.1,(X),6024,6024,908,908,8255,8255,152,1.8,8103,98.2,152,1.8,8255,8255,7762,94,285,3.5,0,0,145,1.8,0,0,226,2.7,8255,8255,806,9.8,0,0,233,2.8,30,0.4,543,6.6,7449,90.2,2776,(X),5768,5768
8600000US11935,11935, 11935,3224,3224,154,4.8,130,4,247,7.7,607,18.8,249,7.7,181,5.6,475,14.7,52.2,(X),2641,2641,964,964,3224,3224,0,0,3224,100,0,0,3224,3224,3126,97,26,0.8,0,0,50,1.6,0,0,22,0.7,3224,3224,84,2.6,0,0,2,0.1,47,1.5,35,1.1,3140,97.4,2147,(X),2568,2568
8600000US11937,11937, 11937,15979,15979,443,2.8,1706,10.7,1697,10.6,2129,13.3,1537,9.6,1474,9.2,2249,14.1,48.8,(X),13083,13083,3818,3818,15979,15979,153,1,15826,99,153,1,15979,15979,15114,94.6,333,2.1,36,0.2,457,2.9,0,0,204,1.3,15979,15979,3963,24.8,464,2.9,44,0.3,42,0.3,3413,21.4,12016,75.2,13010,(X),10828,10828
8600000US11939,11939, 11939,885,885,27,3.1,25,2.8,88,9.9,90,10.2,56,6.3,144,16.3,166,18.8,61,(X),782,782,349,349,885,885,43,4.9,842,95.1,43,4.9,885,885,876,99,45,5.1,4,0.5,3,0.3,0,0,0,0,885,885,44,5,0,0,28,3.2,0,0,16,1.8,841,95,1078,(X),760,760
8600000US11940,11940, 11940,5211,5211,349,6.7,549,10.5,604,11.6,836,16,491,9.4,422,8.1,453,8.7,43,(X),4134,4134,732,732,5211,5211,19,0.4,5192,99.6,19,0.4,5211,5211,5080,97.5,92,1.8,1,0,16,0.3,0,0,42,0.8,5211,5211,199,3.8,5,0.1,132,2.5,0,0,62,1.2,5012,96.2,2176,(X),4123,4123
8600000US11941,11941, 11941,2040,2040,116,5.7,228,11.2,141,6.9,335,16.4,149,7.3,137,6.7,357,17.5,48.1,(X),1693,1693,511,511,2040,2040,23,1.1,2017,98.9,23,1.1,2040,2040,2019,99,41,2,0,0,0,0,0,0,3,0.1,2040,2040,295,14.5,0,0,80,3.9,3,0.1,212,10.4,1745,85.5,832,(X),1595,1595
8600000US11942,11942, 11942,4735,4735,149,3.1,465,9.8,517,10.9,934,19.7,312,6.6,330,7,456,9.6,45.7,(X),3603,3603,819,819,4735,4735,106,2.2,4629,97.8,106,2.2,4735,4735,4550,96.1,14,0.3,114,2.4,89,1.9,0,0,74,1.6,4735,4735,277,5.9,0,0,130,2.7,43,0.9,104,2.2,4458,94.1,3007,(X),3549,3549
8600000US11944,11944, 11944,4089,4089,57,1.4,534,13.1,375,9.2,485,11.9,317,7.8,417,10.2,430,10.5,52.8,(X),3494,3494,1215,1215,4089,4089,69,1.7,4020,98.3,69,1.7,4089,4089,3695,90.4,376,9.2,31,0.8,14,0.3,0,0,42,1,4089,4089,816,20,148,3.6,37,0.9,29,0.7,602,14.7,3273,80,2730,(X),3194,3194
8600000US11946,11946, 11946,14045,14045,651,4.6,1622,11.5,2143,15.3,2213,15.8,1101,7.8,843,6,1331,9.5,43.6,(X),11428,11428,2589,2589,14045,14045,347,2.5,13698,97.5,347,2.5,14045,14045,13233,94.2,234,1.7,106,0.8,136,1,0,0,701,5,14045,14045,3960,28.2,527,3.8,207,1.5,14,0.1,3212,22.9,10085,71.8,8608,(X),9361,9361
8600000US11947,11947, 11947,320,320,78,24.4,3,0.9,0,0,72,22.5,21,6.6,2,0.6,74,23.1,53.1,(X),320,320,103,103,320,320,0,0,320,100,0,0,320,320,320,100,0,0,0,0,0,0,0,0,0,0,320,320,0,0,0,0,0,0,0,0,0,0,320,100,213,(X),320,320
8600000US11948,11948, 11948,1114,1114,162,14.5,19,1.7,167,15,161,14.5,14,1.3,54,4.8,181,16.2,37.4,(X),850,850,239,239,1114,1114,0,0,1114,100,0,0,1114,1114,1114,100,0,0,0,0,0,0,0,0,0,0,1114,1114,174,15.6,0,0,174,15.6,0,0,0,0,940,84.4,864,(X),850,850
8600000US11949,11949, 11949,14744,14744,900,6.1,1389,9.4,1969,13.4,2370,16.1,904,6.1,822,5.6,1073,7.3,40.1,(X),10924,10924,2070,2070,14744,14744,301,2,14443,98,301,2,14744,14744,13840,93.9,604,4.1,47,0.3,272,1.8,0,0,329,2.2,14744,14744,1464,9.9,225,1.5,813,5.5,163,1.1,263,1.8,13280,90.1,5247,(X),10621,10621
