Id,Id2,Geography,Estimate; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population,Estimate; SEX AND AGE - 20 to 24 years,Percent; SEX AND AGE - 20 to 24 years,Estimate; SEX AND AGE - 25 to 34 years,Percent; SEX AND AGE - 25 to 34 years,Estimate; SEX AND AGE - 35 to 44 years,Percent; SEX AND AGE - 35 to 44 years,Estimate; SEX AND AGE - 45 to 54 years,Percent; SEX AND AGE - 45 to 54 years,Estimate; SEX AND AGE - 55 to 59 years,Percent; SEX AND AGE - 55 to 59 years,Estimate; SEX AND AGE - 60 to 64 years,Percent; SEX AND AGE - 60 to 64 years,Estimate; SEX AND AGE - 65 to 74 years,Percent; SEX AND AGE - 65 to 74 years,Estimate; SEX AND AGE - Median age (years),Percent; SEX AND AGE - Median age (years),Estimate; SEX AND AGE - 18 years and over,Percent; SEX AND AGE - 18 years and over,Estimate; SEX AND AGE - 65 years and over,Percent; SEX AND AGE - 65 years and over,Estimate; RACE - Total population,Percent; RACE - Total population,Estimate; RACE - Total population - Two or more races,Percent; RACE - Total population - Two or more races,Estimate; RACE - One race,Percent; RACE - One race,Estimate; RACE - Two or more races,Percent; RACE - Two or more races,Estimate; RACE - Race alone or in combination with one or more other races - Total population,Percent; RACE - Race alone or in combination with one or more other races - Total population,Estimate; RACE - Race alone or in combination with one or more other races - Total population - White,Percent; RACE - Race alone or in combination with one or more other races - Total population - White,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Percent; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Percent; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian,Percent; RACE - Race alone or in combination with one or more other races - Total population - Asian,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Percent; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Percent; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Estimate; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total housing units,Percent; HISPANIC OR LATINO AND RACE - Total housing units,"Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population","Percent; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
8600000US12515,12515, 12515,1449,1449,19,1.3,99,6.8,150,10.4,388,26.8,91,6.3,73,5,243,16.8,50.8,(X),1295,1295,415,415,1449,1449,0,0,1449,100,0,0,1449,1449,1372,94.7,48,3.3,0,0,10,0.7,0,0,19,1.3,1449,1449,339,23.4,128,8.8,170,11.7,0,0,41,2.8,1110,76.6,587,(X),1191,1191
8600000US12516,12516, 12516,1762,1762,15,0.9,119,6.8,228,12.9,262,14.9,221,12.5,178,10.1,289,16.4,56.8,(X),1554,1554,516,516,1762,1762,64,3.6,1698,96.4,64,3.6,1762,1762,1697,96.3,71,4,10,0.6,48,2.7,0,0,0,0,1762,1762,26,1.5,15,0.9,11,0.6,0,0,0,0,1736,98.5,1130,(X),1505,1505
8600000US12517,12517, 12517,445,445,51,11.5,40,9,53,11.9,61,13.7,53,11.9,30,6.7,21,4.7,39,(X),362,362,64,64,445,445,89,20,356,80,89,20,445,445,445,100,49,11,0,0,40,9,0,0,0,0,445,445,0,0,0,0,0,0,0,0,0,0,445,100,302,(X),362,362
8600000US12518,12518, 12518,6338,6338,243,3.8,507,8,879,13.9,909,14.3,438,6.9,409,6.5,626,9.9,42.7,(X),4701,4701,1138,1138,6338,6338,205,3.2,6133,96.8,205,3.2,6338,6338,6138,96.8,118,1.9,17,0.3,170,2.7,0,0,100,1.6,6338,6338,750,11.8,199,3.1,446,7,0,0,105,1.7,5588,88.2,2771,(X),4658,4658
8600000US12520,12520, 12520,2957,2957,180,6.1,228,7.7,430,14.5,446,15.1,196,6.6,167,5.6,294,9.9,42.8,(X),2219,2219,500,500,2957,2957,28,0.9,2929,99.1,28,0.9,2957,2957,2857,96.6,0,0,0,0,72,2.4,32,1.1,24,0.8,2957,2957,214,7.2,20,0.7,149,5,0,0,45,1.5,2743,92.8,1108,(X),2198,2198
8600000US12521,12521, 12521,1248,1248,27,2.2,145,11.6,173,13.9,177,14.2,101,8.1,167,13.4,185,14.8,53.9,(X),1140,1140,336,336,1248,1248,29,2.3,1219,97.7,29,2.3,1248,1248,1239,99.3,0,0,18,1.4,20,1.6,0,0,0,0,1248,1248,16,1.3,0,0,2,0.2,3,0.2,11,0.9,1232,98.7,1307,(X),1135,1135
8600000US12522,12522, 12522,4907,4907,534,10.9,306,6.2,502,10.2,925,18.9,323,6.6,323,6.6,589,12,45.9,(X),4004,4004,985,985,4907,4907,14,0.3,4893,99.7,14,0.3,4907,4907,4622,94.2,22,0.4,14,0.3,100,2,0,0,163,3.3,4907,4907,449,9.2,20,0.4,91,1.9,16,0.3,322,6.6,4458,90.8,2257,(X),3874,3874
8600000US12523,12523, 12523,1586,1586,132,8.3,281,17.7,95,6,198,12.5,203,12.8,148,9.3,135,8.5,48.8,(X),1386,1386,293,293,1586,1586,27,1.7,1559,98.3,27,1.7,1586,1586,1554,98,16,1,17,1.1,26,1.6,0,0,0,0,1586,1586,63,4,4,0.3,25,1.6,16,1,18,1.1,1523,96,872,(X),1382,1382
8600000US12524,12524, 12524,16169,16169,1076,6.7,1751,10.8,2438,15.1,2366,14.6,1193,7.4,1119,6.9,1438,8.9,43.2,(X),13029,13029,2850,2850,16169,16169,749,4.6,15420,95.4,749,4.6,16169,16169,12387,76.6,2233,13.8,216,1.3,1364,8.4,12,0.1,756,4.7,16169,16169,2023,12.5,319,2,681,4.2,80,0.5,943,5.8,14146,87.5,6390,(X),12101,12101
8600000US12525,12525, 12525,3375,3375,140,4.1,366,10.8,442,13.1,491,14.5,303,9,164,4.9,332,9.8,37.5,(X),2412,2412,380,380,3375,3375,114,3.4,3261,96.6,114,3.4,3375,3375,3323,98.5,30,0.9,0,0,74,2.2,0,0,62,1.8,3375,3375,137,4.1,0,0,16,0.5,0,0,121,3.6,3238,95.9,1342,(X),2369,2369
8600000US12526,12526, 12526,3953,3953,216,5.5,310,7.8,519,13.1,570,14.4,361,9.1,360,9.1,385,9.7,46,(X),3171,3171,720,720,3953,3953,136,3.4,3817,96.6,136,3.4,3953,3953,3791,95.9,59,1.5,54,1.4,91,2.3,0,0,94,2.4,3953,3953,437,11.1,35,0.9,329,8.3,3,0.1,70,1.8,3516,88.9,1985,(X),3066,3066
8600000US12527,12527, 12527,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US12528,12528, 12528,13041,13041,819,6.3,1500,11.5,1585,12.2,2003,15.4,1107,8.5,925,7.1,1236,9.5,43.2,(X),10345,10345,2107,2107,13041,13041,368,2.8,12673,97.2,368,2.8,13041,13041,11946,91.6,844,6.5,216,1.7,273,2.1,0,0,271,2.1,13041,13041,1349,10.3,154,1.2,880,6.7,31,0.2,284,2.2,11692,89.7,5640,(X),10158,10158
8600000US12529,12529, 12529,2858,2858,110,3.8,301,10.5,284,9.9,448,15.7,165,5.8,280,9.8,436,15.3,48.4,(X),2336,2336,709,709,2858,2858,8,0.3,2850,99.7,8,0.3,2858,2858,2817,98.6,0,0,8,0.3,11,0.4,0,0,30,1,2858,2858,216,7.6,34,1.2,50,1.7,18,0.6,114,4,2642,92.4,1873,(X),2258,2258
8600000US12530,12530, 12530,111,111,0,0,0,0,0,0,0,0,49,44.1,62,55.9,0,0,61.1,(X),111,111,0,0,111,111,0,0,111,100,0,0,111,111,111,100,0,0,0,0,0,0,0,0,0,0,111,111,0,0,0,0,0,0,0,0,0,0,111,100,89,(X),111,111
8600000US12531,12531, 12531,3132,3132,128,4.1,293,9.4,224,7.2,492,15.7,277,8.8,348,11.1,343,11,47.8,(X),2353,2353,540,540,3132,3132,104,3.3,3028,96.7,104,3.3,3132,3132,3021,96.5,55,1.8,0,0,160,5.1,0,0,0,0,3132,3132,45,1.4,0,0,38,1.2,7,0.2,0,0,3087,98.6,1322,(X),2328,2328
8600000US12533,12533, 12533,26229,26229,1347,5.1,2674,10.2,3176,12.1,4536,17.3,2014,7.7,1976,7.5,2456,9.4,42.9,(X),20180,20180,3894,3894,26229,26229,804,3.1,25425,96.9,804,3.1,26229,26229,23750,90.5,1039,4,214,0.8,1657,6.3,71,0.3,433,1.7,26229,26229,1957,7.5,333,1.3,834,3.2,185,0.7,605,2.3,24272,92.5,9768,(X),19278,19278
8600000US12534,12534, 12534,17630,17630,1218,6.9,1832,10.4,2201,12.5,2582,14.6,1377,7.8,1199,6.8,2044,11.6,45.9,(X),14509,14509,3781,3781,17630,17630,751,4.3,16879,95.7,751,4.3,17630,17630,14781,83.8,2505,14.2,208,1.2,705,4,44,0.2,299,1.7,17630,17630,910,5.2,187,1.1,505,2.9,22,0.1,196,1.1,16720,94.8,9074,(X),13755,13755
8600000US12538,12538, 12538,14205,14205,1450,10.2,1630,11.5,1206,8.5,1879,13.2,1029,7.2,841,5.9,1365,9.6,37.7,(X),11710,11710,2470,2470,14205,14205,238,1.7,13967,98.3,238,1.7,14205,14205,12352,87,800,5.6,132,0.9,687,4.8,33,0.2,455,3.2,14205,14205,1595,11.2,383,2.7,606,4.3,86,0.6,520,3.7,12610,88.8,5314,(X),11225,11225
8600000US12540,12540, 12540,7940,7940,518,6.5,854,10.8,631,7.9,1451,18.3,625,7.9,634,8,676,8.5,44,(X),6036,6036,1155,1155,7940,7940,125,1.6,7815,98.4,125,1.6,7940,7940,7448,93.8,195,2.5,4,0.1,395,5,16,0.2,23,0.3,7940,7940,423,5.3,30,0.4,259,3.3,19,0.2,115,1.4,7517,94.7,2896,(X),5918,5918
8600000US12542,12542, 12542,5757,5757,292,5.1,640,11.1,548,9.5,1077,18.7,343,6,441,7.7,634,11,45.1,(X),4529,4529,1029,1029,5757,5757,84,1.5,5673,98.5,84,1.5,5757,5757,5437,94.4,214,3.7,48,0.8,131,2.3,0,0,21,0.4,5757,5757,279,4.8,56,1,125,2.2,49,0.9,49,0.9,5478,95.2,2628,(X),4444,4444
8600000US12543,12543, 12543,3322,3322,346,10.4,510,15.4,418,12.6,495,14.9,313,9.4,246,7.4,237,7.1,38.5,(X),2803,2803,378,378,3322,3322,189,5.7,3133,94.3,189,5.7,3322,3322,2539,76.4,700,21.1,57,1.7,53,1.6,9,0.3,172,5.2,3322,3322,661,19.9,36,1.1,308,9.3,8,0.2,309,9.3,2661,80.1,1495,(X),2638,2638
8600000US12545,12545, 12545,4822,4822,335,6.9,530,11,436,9,735,15.2,329,6.8,340,7.1,576,11.9,47.6,(X),3956,3956,1148,1148,4822,4822,104,2.2,4718,97.8,104,2.2,4822,4822,4397,91.2,285,5.9,63,1.3,40,0.8,0,0,151,3.1,4822,4822,314,6.5,200,4.1,40,0.8,0,0,74,1.5,4508,93.5,2570,(X),3742,3742
8600000US12546,12546, 12546,2903,2903,198,6.8,334,11.5,425,14.6,424,14.6,298,10.3,192,6.6,317,10.9,44.3,(X),2430,2430,519,519,2903,2903,97,3.3,2806,96.7,97,3.3,2903,2903,2684,92.5,138,4.8,26,0.9,97,3.3,0,0,61,2.1,2903,2903,486,16.7,218,7.5,0,0,0,0,268,9.2,2417,83.3,1703,(X),2267,2267
8600000US12547,12547, 12547,2760,2760,206,7.5,259,9.4,400,14.5,570,20.7,222,8,182,6.6,162,5.9,43,(X),2166,2166,275,275,2760,2760,75,2.7,2685,97.3,75,2.7,2760,2760,2666,96.6,97,3.5,1,0,21,0.8,0,0,50,1.8,2760,2760,239,8.7,56,2,14,0.5,0,0,169,6.1,2521,91.3,1119,(X),2055,2055
8600000US12548,12548, 12548,1368,1368,116,8.5,177,12.9,46,3.4,353,25.8,107,7.8,166,12.1,70,5.1,50.5,(X),1189,1189,205,205,1368,1368,20,1.5,1348,98.5,20,1.5,1368,1368,1104,80.7,185,13.5,20,1.5,11,0.8,0,0,88,6.4,1368,1368,220,16.1,83,6.1,100,7.3,5,0.4,32,2.3,1148,83.9,626,(X),1040,1040
8600000US12549,12549, 12549,11658,11658,644,5.5,1492,12.8,1328,11.4,1557,13.4,915,7.8,982,8.4,918,7.9,41.7,(X),8837,8837,1711,1711,11658,11658,270,2.3,11388,97.7,270,2.3,11658,11658,10742,92.1,445,3.8,29,0.2,282,2.4,57,0.5,373,3.2,11658,11658,1410,12.1,14,0.1,1053,9,75,0.6,268,2.3,10248,87.9,4267,(X),8722,8722
8600000US12550,12550, 12550,54938,54938,3717,6.8,7117,13,7205,13.1,6833,12.4,3870,7,2823,5.1,3724,6.8,34.8,(X),39974,39974,6612,6612,54938,54938,2517,4.6,52421,95.4,2517,4.6,54938,54938,31226,56.8,13030,23.7,542,1,1074,2,251,0.5,11411,20.8,54938,54938,19625,35.7,5990,10.9,5751,10.5,129,0.2,7755,14.1,35313,64.3,22058,(X),34585,34585
8600000US12553,12553, 12553,26114,26114,2255,8.6,3302,12.6,2867,11,4602,17.6,1519,5.8,1220,4.7,2002,7.7,38.4,(X),20242,20242,3743,3743,26114,26114,1060,4.1,25054,95.9,1060,4.1,26114,26114,18970,72.6,3405,13,96,0.4,1532,5.9,48,0.2,3167,12.1,26114,26114,6156,23.6,820,3.1,2836,10.9,133,0.5,2367,9.1,19958,76.4,10164,(X),19549,19549
8600000US12561,12561, 12561,18482,18482,3325,18,1337,7.2,1454,7.9,1933,10.5,1680,9.1,822,4.4,1655,9,30.7,(X),15397,15397,2870,2870,18482,18482,350,1.9,18132,98.1,350,1.9,18482,18482,16371,88.6,952,5.2,115,0.6,943,5.1,7,0,504,2.7,18482,18482,1832,9.9,289,1.6,608,3.3,32,0.2,903,4.9,16650,90.1,6989,(X),14466,14466
8600000US12563,12563, 12563,7985,7985,557,7,1013,12.7,1218,15.3,1512,18.9,388,4.9,472,5.9,706,8.8,39.3,(X),6489,6489,1038,1038,7985,7985,164,2.1,7821,97.9,164,2.1,7985,7985,7138,89.4,527,6.6,55,0.7,150,1.9,29,0.4,250,3.1,7985,7985,1548,19.4,88,1.1,386,4.8,51,0.6,1023,12.8,6437,80.6,2587,(X),6031,6031
8600000US12564,12564, 12564,7099,7099,460,6.5,477,6.7,750,10.6,1312,18.5,617,8.7,511,7.2,701,9.9,46.5,(X),5680,5680,1340,1340,7099,7099,220,3.1,6879,96.9,220,3.1,7099,7099,6397,90.1,366,5.2,91,1.3,145,2,0,0,352,5,7099,7099,922,13,251,3.5,304,4.3,11,0.2,356,5,6177,87,3111,(X),5468,5468
8600000US12565,12565, 12565,1238,1238,93,7.5,189,15.3,138,11.1,181,14.6,22,1.8,79,6.4,143,11.6,35.6,(X),928,928,206,206,1238,1238,47,3.8,1191,96.2,47,3.8,1238,1238,1204,97.3,35,2.8,23,1.9,23,1.9,0,0,0,0,1238,1238,22,1.8,0,0,22,1.8,0,0,0,0,1216,98.2,686,(X),912,912
8600000US12566,12566, 12566,10405,10405,566,5.4,981,9.4,1431,13.8,1623,15.6,819,7.9,741,7.1,921,8.9,40.5,(X),7725,7725,1433,1433,10405,10405,119,1.1,10286,98.9,119,1.1,10405,10405,9900,95.1,495,4.8,52,0.5,9,0.1,16,0.2,52,0.5,10405,10405,699,6.7,189,1.8,354,3.4,23,0.2,133,1.3,9706,93.3,4251,(X),7571,7571
8600000US12567,12567, 12567,3046,3046,221,7.3,346,11.4,279,9.2,487,16,291,9.6,245,8,344,11.3,47.9,(X),2530,2530,624,624,3046,3046,19,0.6,3027,99.4,19,0.6,3046,3046,2975,97.7,23,0.8,12,0.4,37,1.2,2,0.1,16,0.5,3046,3046,125,4.1,101,3.3,15,0.5,0,0,9,0.3,2921,95.9,1587,(X),2387,2387
8600000US12569,12569, 12569,10379,10379,681,6.6,1211,11.7,1296,12.5,1917,18.5,1015,9.8,703,6.8,554,5.3,41.7,(X),8198,8198,1239,1239,10379,10379,214,2.1,10165,97.9,214,2.1,10379,10379,9098,87.7,604,5.8,81,0.8,398,3.8,77,0.7,396,3.8,10379,10379,703,6.8,280,2.7,284,2.7,2,0,137,1.3,9676,93.2,4317,(X),7859,7859
8600000US12570,12570, 12570,7463,7463,486,6.5,567,7.6,909,12.2,1486,19.9,708,9.5,414,5.5,671,9,44.4,(X),5814,5814,1060,1060,7463,7463,161,2.2,7302,97.8,161,2.2,7463,7463,7127,95.5,158,2.1,142,1.9,142,1.9,0,0,55,0.7,7463,7463,787,10.5,145,1.9,361,4.8,0,0,281,3.8,6676,89.5,2748,(X),5707,5707
8600000US12571,12571, 12571,10161,10161,760,7.5,834,8.2,1075,10.6,1763,17.4,785,7.7,641,6.3,1031,10.1,44.9,(X),7881,7881,1869,1869,10161,10161,199,2,9962,98,199,2,10161,10161,9465,93.2,360,3.5,113,1.1,208,2,0,0,214,2.1,10161,10161,574,5.6,162,1.6,39,0.4,91,0.9,282,2.8,9587,94.4,4582,(X),7659,7659
8600000US12572,12572, 12572,8626,8626,335,3.9,640,7.4,646,7.5,1330,15.4,731,8.5,900,10.4,1420,16.5,54.9,(X),7356,7356,2676,2676,8626,8626,93,1.1,8533,98.9,93,1.1,8626,8626,8015,92.9,349,4,12,0.1,160,1.9,6,0.1,183,2.1,8626,8626,373,4.3,126,1.5,76,0.9,15,0.2,156,1.8,8253,95.7,4271,(X),7001,7001
8600000US12574,12574, 12574,377,377,0,0,4,1.1,81,21.5,28,7.4,23,6.1,19,5,23,6.1,17.5,(X),178,178,23,23,377,377,2,0.5,375,99.5,2,0.5,377,377,302,80.1,10,2.7,2,0.5,46,12.2,0,0,19,5,377,377,29,7.7,0,0,0,0,0,0,29,7.7,348,92.3,139,(X),160,160
8600000US12575,12575, 12575,2034,2034,76,3.7,227,11.2,297,14.6,363,17.8,188,9.2,252,12.4,41,2,43.2,(X),1657,1657,171,171,2034,2034,42,2.1,1992,97.9,42,2.1,2034,2034,1693,83.2,240,11.8,0,0,39,1.9,0,0,104,5.1,2034,2034,345,17,20,1,177,8.7,0,0,148,7.3,1689,83,816,(X),1627,1627
8600000US12577,12577, 12577,1791,1791,233,13,54,3,213,11.9,438,24.5,164,9.2,122,6.8,146,8.2,48.1,(X),1524,1524,218,218,1791,1791,21,1.2,1770,98.8,21,1.2,1791,1791,1579,88.2,224,12.5,0,0,0,0,0,0,9,0.5,1791,1791,107,6,0,0,90,5,0,0,17,0.9,1684,94,616,(X),1487,1487
8600000US12578,12578, 12578,2133,2133,101,4.7,246,11.5,199,9.3,393,18.4,176,8.3,197,9.2,309,14.5,52.9,(X),1818,1818,455,455,2133,2133,63,3,2070,97,63,3,2133,2133,2068,97,42,2,60,2.8,23,1.1,0,0,3,0.1,2133,2133,37,1.7,13,0.6,11,0.5,0,0,13,0.6,2096,98.3,943,(X),1770,1770
8600000US12580,12580, 12580,4083,4083,225,5.5,647,15.8,384,9.4,551,13.5,507,12.4,323,7.9,515,12.6,46.7,(X),3448,3448,724,724,4083,4083,113,2.8,3970,97.2,113,2.8,4083,4083,3898,95.5,161,3.9,63,1.5,35,0.9,0,0,39,1,4083,4083,197,4.8,15,0.4,99,2.4,9,0.2,74,1.8,3886,95.2,1803,(X),3370,3370
8600000US12581,12581, 12581,2206,2206,160,7.3,134,6.1,165,7.5,487,22.1,160,7.3,276,12.5,299,13.6,50.8,(X),1855,1855,404,404,2206,2206,39,1.8,2167,98.2,39,1.8,2206,2206,2165,98.1,53,2.4,27,1.2,0,0,0,0,0,0,2206,2206,157,7.1,138,6.3,10,0.5,9,0.4,0,0,2049,92.9,1168,(X),1743,1743
8600000US12582,12582, 12582,6413,6413,439,6.8,932,14.5,836,13,1555,24.2,506,7.9,311,4.8,488,7.6,44,(X),5480,5480,731,731,6413,6413,200,3.1,6213,96.9,200,3.1,6413,6413,4416,68.9,1418,22.1,60,0.9,55,0.9,0,0,684,10.7,6413,6413,819,12.8,71,1.1,429,6.7,19,0.3,300,4.7,5594,87.2,1517,(X),5194,5194
8600000US12583,12583, 12583,2208,2208,344,15.6,230,10.4,151,6.8,345,15.6,220,10,178,8.1,224,10.1,43.2,(X),1831,1831,324,324,2208,2208,30,1.4,2178,98.6,30,1.4,2208,2208,2098,95,22,1,6,0.3,47,2.1,0,0,65,2.9,2208,2208,154,7,48,2.2,51,2.3,0,0,55,2.5,2054,93,1004,(X),1799,1799
8600000US12585,12585, 12585,856,856,62,7.2,60,7,137,16,112,13.1,67,7.8,63,7.4,109,12.7,41,(X),631,631,126,126,856,856,17,2,839,98,17,2,856,856,757,88.4,89,10.4,17,2,10,1.2,0,0,0,0,856,856,0,0,0,0,0,0,0,0,0,0,856,100,366,(X),621,621
8600000US12586,12586, 12586,12434,12434,738,5.9,1769,14.2,1772,14.3,1596,12.8,708,5.7,744,6,1016,8.2,36.3,(X),9258,9258,1688,1688,12434,12434,229,1.8,12205,98.2,229,1.8,12434,12434,10395,83.6,905,7.3,59,0.5,244,2,0,0,1066,8.6,12434,12434,1842,14.8,277,2.2,927,7.5,0,0,638,5.1,10592,85.2,4639,(X),9114,9114
8600000US12589,12589, 12589,16963,16963,1134,6.7,2668,15.7,2925,17.2,2470,14.6,1250,7.4,1206,7.1,1619,9.5,40.3,(X),14233,14233,2154,2154,16963,16963,458,2.7,16505,97.3,458,2.7,16963,16963,14162,83.5,1868,11,171,1,392,2.3,12,0.1,816,4.8,16963,16963,3025,17.8,538,3.2,1423,8.4,119,0.7,945,5.6,13938,82.2,5136,(X),13787,13787
8600000US12590,12590, 12590,34318,34318,2141,6.2,4990,14.5,4035,11.8,5112,14.9,2986,8.7,2485,7.2,2678,7.8,41.6,(X),27635,27635,5223,5223,34318,34318,739,2.2,33579,97.8,739,2.2,34318,34318,27592,80.4,2328,6.8,303,0.9,2241,6.5,29,0.1,2657,7.7,34318,34318,5524,16.1,442,1.3,2992,8.7,183,0.5,1907,5.6,28794,83.9,13812,(X),26257,26257
8600000US12592,12592, 12592,1131,1131,88,7.8,153,13.5,88,7.8,279,24.7,42,3.7,175,15.5,137,12.1,53.2,(X),1076,1076,245,245,1131,1131,0,0,1131,100,0,0,1131,1131,1054,93.2,67,5.9,0,0,10,0.9,0,0,0,0,1131,1131,12,1.1,0,0,9,0.8,0,0,3,0.3,1119,98.9,559,(X),1076,1076
8600000US12594,12594, 12594,4205,4205,260,6.2,516,12.3,690,16.4,767,18.2,317,7.5,260,6.2,259,6.2,40.7,(X),3275,3275,415,415,4205,4205,134,3.2,4071,96.8,134,3.2,4205,4205,3667,87.2,420,10,65,1.5,77,1.8,0,0,210,5,4205,4205,830,19.7,99,2.4,226,5.4,0,0,505,12,3375,80.3,1711,(X),2897,2897
8600000US12601,12601, 12601,41773,41773,4327,10.4,5069,12.1,5486,13.1,5745,13.8,2658,6.4,2024,4.8,3044,7.3,35.9,(X),33545,33545,5502,5502,41773,41773,2242,5.4,39531,94.6,2242,5.4,41773,41773,25700,61.5,13130,31.4,581,1.4,1633,3.9,87,0.2,3068,7.3,41773,41773,6737,16.1,2215,5.3,2126,5.1,171,0.4,2225,5.3,35036,83.9,17651,(X),30302,30302
8600000US12603,12603, 12603,43311,43311,3212,7.4,4562,10.5,5270,12.2,6228,14.4,3243,7.5,2535,5.9,4120,9.5,41.4,(X),34094,34094,7371,7371,43311,43311,828,1.9,42483,98.1,828,1.9,43311,43311,32863,75.9,7206,16.6,255,0.6,2580,6,49,0.1,1282,3,43311,43311,4782,11,977,2.3,2443,5.6,525,1.2,837,1.9,38529,89,16951,(X),32493,32493
8600000US12604,12604, 12604,634,634,388,61.2,6,0.9,0,0,0,0,0,0,0,0,0,0,20.6,(X),634,634,6,6,634,634,74,11.7,560,88.3,74,11.7,634,634,504,79.5,48,7.6,0,0,150,23.7,0,0,12,1.9,634,634,53,8.4,0,0,18,2.8,12,1.9,23,3.6,581,91.6,6,(X),573,573
8600000US12701,12701, 12701,11211,11211,627,5.6,1810,16.1,1193,10.6,1156,10.3,838,7.5,897,8,1097,9.8,40.2,(X),8747,8747,2004,2004,11211,11211,1050,9.4,10161,90.6,1050,9.4,11211,11211,7691,68.6,3453,30.8,299,2.7,230,2.1,0,0,648,5.8,11211,11211,3055,27.3,213,1.9,1570,14,46,0.4,1226,10.9,8156,72.7,6560,(X),8045,8045
8600000US12719,12719, 12719,1289,1289,66,5.1,121,9.4,95,7.4,211,16.4,113,8.8,160,12.4,243,18.9,52.6,(X),1108,1108,330,330,1289,1289,0,0,1289,100,0,0,1289,1289,1231,95.5,44,3.4,0,0,8,0.6,0,0,6,0.5,1289,1289,67,5.2,0,0,7,0.5,12,0.9,48,3.7,1222,94.8,766,(X),1057,1057
8600000US12720,12720, 12720,267,267,81,30.3,42,15.7,9,3.4,19,7.1,37,13.9,0,0,0,0,33.7,(X),242,242,54,54,267,267,0,0,267,100,0,0,267,267,267,100,0,0,0,0,0,0,0,0,0,0,267,267,77,28.8,77,28.8,0,0,0,0,0,0,190,71.2,244,(X),190,190
8600000US12721,12721, 12721,6445,6445,438,6.8,760,11.8,843,13.1,1052,16.3,502,7.8,341,5.3,362,5.6,36.6,(X),4781,4781,561,561,6445,6445,162,2.5,6283,97.5,162,2.5,6445,6445,5470,84.9,562,8.7,164,2.5,69,1.1,31,0.5,390,6.1,6445,6445,821,12.7,42,0.7,388,6,29,0.4,362,5.6,5624,87.3,2692,(X),4572,4572
8600000US12722,12722, 12722,126,126,21,16.7,0,0,0,0,18,14.3,30,23.8,0,0,57,45.2,59.8,(X),126,126,57,57,126,126,0,0,126,100,0,0,126,126,126,100,0,0,0,0,0,0,0,0,0,0,126,126,0,0,0,0,0,0,0,0,0,0,126,100,100,(X),126,126
8600000US12723,12723, 12723,1653,1653,123,7.4,231,14,161,9.7,157,9.5,85,5.1,183,11.1,295,17.8,44.5,(X),1366,1366,377,377,1653,1653,53,3.2,1600,96.8,53,3.2,1653,1653,1288,77.9,171,10.3,0,0,93,5.6,0,0,154,9.3,1653,1653,213,12.9,18,1.1,85,5.1,4,0.2,106,6.4,1440,87.1,1178,(X),1272,1272
8600000US12724,12724, 12724,404,404,8,2,17,4.2,64,15.8,84,20.8,14,3.5,0,0,41,10.1,45.1,(X),316,316,108,108,404,404,34,8.4,370,91.6,34,8.4,404,404,392,97,0,0,0,0,46,11.4,0,0,0,0,404,404,0,0,0,0,0,0,0,0,0,0,404,100,184,(X),316,316
