Id,Id2,Geography,Estimate; Total:,Estimate; Owner-occupied housing units:,Estimate; Owner-occupied housing units: - Less than high school graduate,Estimate; Owner-occupied housing units: - High school graduate (including equivalency),Estimate; Owner-occupied housing units: - Some college or associate's degree,Estimate; Owner-occupied housing units: - Bachelor's degree or higher,Estimate; Renter-occupied housing units:,Estimate; Renter-occupied housing units: - Less than high school graduate,Estimate; Renter-occupied housing units: - High school graduate (including equivalency),Estimate; Renter-occupied housing units: - Some college or associate's degree,Estimate; Renter-occupied housing units: - Bachelor's degree or higher
8600000US12206,12206, 12206,6147,1708,140,355,633,580,4439,926,1689,1383,441
8600000US12207,12207, 12207,915,74,4,13,0,57,841,220,274,181,166
8600000US12208,12208, 12208,9760,4752,171,694,962,2925,5008,258,820,1757,2173
8600000US12209,12209, 12209,4130,2413,101,520,813,979,1717,190,549,563,415
8600000US12210,12210, 12210,5192,899,69,132,192,506,4293,374,979,1032,1908
8600000US12211,12211, 12211,4284,3832,82,579,844,2327,452,13,282,59,98
8600000US12222,12222, 12222,0,0,0,0,0,0,0,0,0,0,0
8600000US12302,12302, 12302,10057,7631,154,1541,2538,3398,2426,152,886,819,569
8600000US12303,12303, 12303,10369,7742,435,1949,2351,3007,2627,197,1117,980,333
8600000US12304,12304, 12304,8311,5284,476,1624,1681,1503,3027,516,1049,921,541
8600000US12305,12305, 12305,2232,454,21,42,112,279,1778,254,487,627,410
8600000US12306,12306, 12306,9015,6761,489,1845,2351,2076,2254,260,696,830,468
8600000US12307,12307, 12307,1922,569,169,218,88,94,1353,245,456,489,163
8600000US12308,12308, 12308,4997,2491,143,579,669,1100,2506,430,751,685,640
8600000US12309,12309, 12309,10356,8526,177,1101,1938,5310,1830,3,410,546,871
8600000US12401,12401, 12401,14466,8113,587,2239,2165,3122,6353,877,2156,2201,1119
8600000US12404,12404, 12404,1509,1180,28,314,338,500,329,43,225,37,24
8600000US12405,12405, 12405,168,119,8,39,50,22,49,0,5,14,30
8600000US12406,12406, 12406,457,264,18,37,99,110,193,33,45,98,17
8600000US12407,12407, 12407,95,93,7,14,34,38,2,0,2,0,0
8600000US12409,12409, 12409,313,272,5,17,29,221,41,0,0,15,26
8600000US12410,12410, 12410,256,245,0,97,64,84,11,0,0,11,0
8600000US12411,12411, 12411,130,130,4,37,37,52,0,0,0,0,0
8600000US12412,12412, 12412,259,173,0,70,87,16,86,43,0,24,19
8600000US12413,12413, 12413,1038,660,96,195,286,83,378,104,92,174,8
8600000US12414,12414, 12414,3919,2464,246,856,734,628,1455,245,609,496,105
8600000US12416,12416, 12416,56,36,10,0,0,26,20,0,20,0,0
8600000US12417,12417, 12417,172,122,8,95,19,0,50,34,16,0,0
8600000US12418,12418, 12418,108,108,0,28,48,32,0,0,0,0,0
8600000US12419,12419, 12419,277,139,0,29,13,97,138,23,16,42,57
8600000US12420,12420, 12420,142,124,23,9,0,92,18,0,0,0,18
8600000US12421,12421, 12421,159,159,17,32,63,47,0,0,0,0,0
8600000US12422,12422, 12422,130,127,0,11,57,59,3,0,3,0,0
8600000US12423,12423, 12423,421,319,10,102,100,107,102,30,48,24,0
8600000US12424,12424, 12424,106,96,11,15,26,44,10,0,6,4,0
8600000US12427,12427, 12427,136,121,0,47,35,39,15,0,0,0,15
8600000US12428,12428, 12428,2572,1455,267,488,379,321,1117,190,353,432,142
8600000US12429,12429, 12429,102,74,0,0,36,38,28,0,28,0,0
8600000US12430,12430, 12430,535,470,10,145,152,163,65,14,23,25,3
8600000US12431,12431, 12431,415,273,0,127,81,65,142,0,41,47,54
8600000US12432,12432, 12432,201,137,34,54,49,0,64,9,55,0,0
8600000US12433,12433, 12433,236,192,0,12,19,161,44,0,0,0,44
8600000US12434,12434, 12434,306,191,18,77,69,27,115,66,28,21,0
8600000US12435,12435, 12435,111,67,0,29,12,26,44,0,28,0,16
8600000US12436,12436, 12436,78,59,0,45,0,14,19,0,0,19,0
8600000US12438,12438, 12438,18,18,0,0,9,9,0,0,0,0,0
8600000US12439,12439, 12439,125,108,8,18,44,38,17,14,0,3,0
8600000US12440,12440, 12440,953,659,66,137,202,254,294,46,61,92,95
8600000US12441,12441, 12441,12,12,0,0,0,12,0,0,0,0,0
8600000US12442,12442, 12442,411,263,5,41,91,126,148,12,61,58,17
8600000US12443,12443, 12443,1597,1525,51,291,520,663,72,0,41,31,0
8600000US12444,12444, 12444,250,224,4,84,73,63,26,2,15,4,5
8600000US12446,12446, 12446,1989,1460,131,381,490,458,529,61,292,169,7
8600000US12448,12448, 12448,235,209,0,10,20,179,26,0,0,0,26
8600000US12449,12449, 12449,1184,784,12,229,329,214,400,28,125,143,104
8600000US12450,12450, 12450,71,71,0,0,14,57,0,0,0,0,0
8600000US12451,12451, 12451,477,361,23,127,129,82,116,0,77,39,0
8600000US12452,12452, 12452,116,112,0,63,17,32,4,0,4,0,0
8600000US12453,12453, 12453,115,53,5,48,0,0,62,0,62,0,0
8600000US12454,12454, 12454,107,95,4,34,38,19,12,4,0,3,5
8600000US12455,12455, 12455,914,682,95,143,238,206,232,65,50,42,75
8600000US12456,12456, 12456,213,180,31,75,44,30,33,15,0,18,0
8600000US12457,12457, 12457,394,238,42,41,30,125,156,40,51,17,48
8600000US12458,12458, 12458,927,652,63,245,182,162,275,6,145,78,46
8600000US12459,12459, 12459,113,113,28,44,19,22,0,0,0,0,0
8600000US12460,12460, 12460,113,74,10,45,19,0,39,5,34,0,0
8600000US12461,12461, 12461,771,593,12,96,150,335,178,0,70,72,36
8600000US12463,12463, 12463,571,483,30,92,207,154,88,12,33,43,0
8600000US12464,12464, 12464,485,365,25,134,98,108,120,0,10,23,87
8600000US12465,12465, 12465,113,108,0,33,49,26,5,0,0,0,5
8600000US12466,12466, 12466,997,829,37,184,305,303,168,54,22,80,12
8600000US12468,12468, 12468,455,388,22,161,112,93,67,17,21,26,3
8600000US12469,12469, 12469,270,250,30,139,41,40,20,5,10,3,2
8600000US12470,12470, 12470,147,84,0,6,34,44,63,0,21,12,30
8600000US12471,12471, 12471,86,0,0,0,0,0,86,0,56,30,0
8600000US12472,12472, 12472,682,398,31,152,106,109,284,0,59,133,92
8600000US12473,12473, 12473,418,418,0,167,167,84,0,0,0,0,0
8600000US12474,12474, 12474,524,423,25,152,109,137,101,30,35,25,11
8600000US12475,12475, 12475,127,92,0,64,28,0,35,0,0,25,10
8600000US12477,12477, 12477,7410,5120,193,1394,1821,1712,2290,422,645,878,345
8600000US12480,12480, 12480,303,297,39,23,118,117,6,0,0,0,6
8600000US12481,12481, 12481,576,461,119,47,161,134,115,0,16,52,47
8600000US12482,12482, 12482,207,158,71,67,10,10,49,0,19,30,0
8600000US12483,12483, 12483,175,89,41,0,48,0,86,0,19,27,40
8600000US12484,12484, 12484,1194,932,26,187,198,521,262,87,41,90,44
8600000US12485,12485, 12485,580,416,0,154,174,88,164,13,40,56,55
8600000US12486,12486, 12486,595,548,0,88,183,277,47,0,21,10,16
8600000US12487,12487, 12487,1347,887,80,228,228,351,460,29,263,141,27
8600000US12489,12489, 12489,134,113,18,44,51,0,21,0,21,0,0
8600000US12490,12490, 12490,13,13,0,0,0,13,0,0,0,0,0
8600000US12491,12491, 12491,643,587,14,178,157,238,56,0,8,29,19
8600000US12492,12492, 12492,132,127,5,30,48,44,5,0,5,0,0
8600000US12493,12493, 12493,144,64,29,0,0,35,80,0,0,53,27
8600000US12494,12494, 12494,322,288,9,78,83,118,34,0,0,0,34
8600000US12495,12495, 12495,134,134,0,12,53,69,0,0,0,0,0
8600000US12496,12496, 12496,604,510,42,167,157,144,94,8,41,27,18
8600000US12498,12498, 12498,2414,1950,28,222,465,1235,464,18,119,98,229
8600000US12501,12501, 12501,1047,680,78,160,197,245,367,42,166,75,84
8600000US12502,12502, 12502,476,374,17,102,113,142,102,15,52,20,15
8600000US12503,12503, 12503,265,190,17,55,33,85,75,24,26,22,3
8600000US12504,12504, 12504,46,16,0,5,6,5,30,0,0,0,30
8600000US12507,12507, 12507,75,59,6,0,17,36,16,0,7,5,4
8600000US12508,12508, 12508,7013,4075,151,1058,1323,1543,2938,231,624,1040,1043
8600000US12512,12512, 12512,60,60,0,35,25,0,0,0,0,0,0
8600000US12513,12513, 12513,187,166,18,34,64,50,21,0,21,0,0
8600000US12514,12514, 12514,1190,1081,28,179,279,595,109,0,33,55,21
8600000US12515,12515, 12515,566,390,20,147,65,158,176,59,62,23,32
8600000US12516,12516, 12516,661,504,0,186,115,203,157,24,71,41,21
8600000US12517,12517, 12517,216,149,12,83,12,42,67,0,18,41,8
8600000US12518,12518, 12518,2439,1537,47,334,288,868,902,28,295,358,221
8600000US12520,12520, 12520,1073,754,8,86,149,511,319,8,94,172,45
8600000US12521,12521, 12521,614,581,9,119,214,239,33,6,10,10,7
8600000US12522,12522, 12522,1958,1331,145,451,522,213,627,288,99,183,57
8600000US12523,12523, 12523,698,536,55,155,129,197,162,9,82,55,16
8600000US12524,12524, 12524,5945,4218,160,908,1233,1917,1727,104,437,547,639
8600000US12525,12525, 12525,1132,832,32,149,229,422,300,22,161,25,92
8600000US12526,12526, 12526,1531,1187,68,257,367,495,344,20,106,156,62
8600000US12527,12527, 12527,0,0,0,0,0,0,0,0,0,0,0
8600000US12528,12528, 12528,4937,3335,195,709,999,1432,1602,182,438,696,286
8600000US12529,12529, 12529,1101,806,34,282,165,325,295,45,89,131,30
8600000US12530,12530, 12530,89,40,0,0,0,40,49,49,0,0,0
8600000US12531,12531, 12531,1076,861,33,289,279,260,215,0,78,69,68
8600000US12533,12533, 12533,8786,7933,288,2005,2008,3632,853,44,199,145,465
8600000US12534,12534, 12534,7726,4748,570,1424,1294,1460,2978,527,984,993,474
8600000US12538,12538, 12538,4946,3548,178,906,1224,1240,1398,223,409,379,387
8600000US12540,12540, 12540,2706,2461,89,568,581,1223,245,8,17,179,41
8600000US12542,12542, 12542,2324,1595,137,507,466,485,729,57,250,227,195
8600000US12543,12543, 12543,1339,906,34,271,324,277,433,101,142,97,93
8600000US12545,12545, 12545,1979,1110,5,251,269,585,869,120,182,261,306
8600000US12546,12546, 12546,1217,759,60,243,287,169,458,64,148,122,124
8600000US12547,12547, 12547,1004,718,25,177,222,294,286,30,118,68,70
8600000US12548,12548, 12548,584,486,0,246,64,176,98,38,28,32,0
8600000US12549,12549, 12549,3867,2964,60,740,1078,1086,903,124,376,203,200
8600000US12550,12550, 12550,18777,10568,802,2995,3108,3663,8209,2082,3247,1805,1075
8600000US12553,12553, 12553,9294,6597,223,1604,2242,2528,2697,285,885,949,578
8600000US12561,12561, 12561,6170,4051,114,675,971,2291,2119,72,221,926,900
8600000US12563,12563, 12563,2238,1867,107,446,510,804,371,125,122,79,45
8600000US12564,12564, 12564,2763,2021,61,625,449,886,742,118,301,160,163
8600000US12565,12565, 12565,572,247,0,44,108,95,325,53,112,130,30
8600000US12566,12566, 12566,3790,2933,203,678,1284,768,857,155,288,298,116
8600000US12567,12567, 12567,1248,938,90,256,320,272,310,89,92,107,22
8600000US12569,12569, 12569,4124,2857,169,706,869,1113,1267,158,285,419,405
8600000US12570,12570, 12570,2571,2323,90,536,719,978,248,0,18,78,152
8600000US12571,12571, 12571,3991,3013,115,663,857,1378,978,128,207,418,225
8600000US12572,12572, 12572,3651,2554,67,295,715,1477,1097,62,205,294,536
8600000US12574,12574, 12574,93,68,0,0,0,68,25,0,17,8,0
8600000US12575,12575, 12575,764,724,0,98,332,294,40,0,0,26,14
8600000US12577,12577, 12577,553,501,12,67,225,197,52,0,27,9,16
8600000US12578,12578, 12578,846,630,27,174,183,246,216,6,41,114,55
8600000US12580,12580, 12580,1504,1088,40,262,365,421,416,29,34,194,159
8600000US12581,12581, 12581,929,719,62,102,270,285,210,12,101,87,10
8600000US12582,12582, 12582,1432,1217,30,192,370,625,215,59,19,128,9
8600000US12583,12583, 12583,830,549,34,142,175,198,281,31,17,158,75
8600000US12585,12585, 12585,301,218,30,27,94,67,83,19,54,10,0
8600000US12586,12586, 12586,4143,2962,221,761,1033,947,1181,173,374,356,278
8600000US12589,12589, 12589,4825,4138,179,1254,1436,1269,687,97,144,285,161
8600000US12590,12590, 12590,12583,9198,601,2108,2601,3888,3385,426,868,1158,933
8600000US12592,12592, 12592,402,291,31,34,132,94,111,0,57,31,23
8600000US12594,12594, 12594,1507,1066,87,361,342,276,441,78,116,190,57
8600000US12601,12601, 12601,15874,6319,549,1626,2029,2115,9555,1892,2411,3513,1739
8600000US12603,12603, 12603,15642,11840,359,2195,3521,5765,3802,564,929,1368,941
8600000US12604,12604, 12604,6,6,6,0,0,0,0,0,0,0,0
8600000US12701,12701, 12701,4153,1892,200,629,508,555,2261,485,834,699,243
8600000US12719,12719, 12719,506,401,46,99,73,183,105,3,34,24,44
8600000US12720,12720, 12720,120,41,0,26,0,15,79,19,0,42,18
8600000US12721,12721, 12721,1981,1520,133,570,496,321,461,72,135,219,35
8600000US12722,12722, 12722,78,78,30,30,18,0,0,0,0,0,0
8600000US12723,12723, 12723,636,481,28,113,195,145,155,0,62,54,39
8600000US12724,12724, 12724,155,127,0,71,16,40,28,0,28,0,0
8600000US12725,12725, 12725,76,65,0,14,24,27,11,0,0,0,11
8600000US12726,12726, 12726,513,421,6,120,182,113,92,19,16,40,17
8600000US12729,12729, 12729,842,573,62,292,131,88,269,114,92,47,16
8600000US12732,12732, 12732,348,268,5,109,56,98,80,0,15,65,0
8600000US12733,12733, 12733,322,152,39,45,68,0,170,48,31,65,26
8600000US12734,12734, 12734,358,257,45,48,98,66,101,31,19,22,29
8600000US12736,12736, 12736,29,29,3,23,0,3,0,0,0,0,0
8600000US12737,12737, 12737,648,554,20,165,162,207,94,0,32,32,30
8600000US12738,12738, 12738,159,90,20,0,22,48,69,0,14,55,0
8600000US12740,12740, 12740,632,481,30,107,235,109,151,30,8,57,56
8600000US12741,12741, 12741,120,99,0,24,14,61,21,9,0,8,4
8600000US12742,12742, 12742,35,18,0,13,0,5,17,0,0,12,5
8600000US12743,12743, 12743,168,111,4,21,42,44,57,0,20,37,0
8600000US12745,12745, 12745,84,60,0,30,19,11,24,5,0,19,0
8600000US12746,12746, 12746,384,330,33,147,114,36,54,0,28,18,8
8600000US12747,12747, 12747,621,449,45,137,172,95,172,27,13,48,84
8600000US12748,12748, 12748,778,606,37,203,207,159,172,25,81,28,38
8600000US12749,12749, 12749,195,65,0,16,25,24,130,19,40,53,18
8600000US12750,12750, 12750,79,59,0,22,6,31,20,0,4,16,0
8600000US12751,12751, 12751,299,123,23,65,13,22,176,21,89,29,37
8600000US12752,12752, 12752,120,75,0,31,22,22,45,0,18,19,8
8600000US12754,12754, 12754,2475,1276,108,367,465,336,1199,280,456,337,126
8600000US12758,12758, 12758,1643,1167,90,371,401,305,476,129,67,144,136
8600000US12759,12759, 12759,619,447,74,202,75,96,172,117,55,0,0
8600000US12760,12760, 12760,213,185,38,78,46,23,28,0,14,10,4
8600000US12762,12762, 12762,224,131,35,68,0,28,93,0,45,20,28
8600000US12763,12763, 12763,219,168,5,40,108,15,51,0,27,16,8
8600000US12764,12764, 12764,737,557,56,156,153,192,180,19,37,79,45
8600000US12765,12765, 12765,368,261,0,33,93,135,107,0,17,70,20
8600000US12766,12766, 12766,142,134,10,73,0,51,8,8,0,0,0
8600000US12767,12767, 12767,39,39,3,5,18,13,0,0,0,0,0
8600000US12768,12768, 12768,338,229,0,47,142,40,109,0,85,24,0
8600000US12769,12769, 12769,116,91,0,17,27,47,25,0,0,25,0
8600000US12770,12770, 12770,109,97,0,31,36,30,12,0,6,0,6
8600000US12771,12771, 12771,5389,3604,176,1335,1160,933,1785,360,700,509,216
8600000US12775,12775, 12775,742,604,0,109,151,344,138,0,48,59,31
8600000US12776,12776, 12776,907,756,44,254,142,316,151,0,48,75,28
8600000US12777,12777, 12777,402,343,28,100,63,152,59,17,20,7,15
8600000US12778,12778, 12778,262,208,7,36,56,109,54,0,44,10,0
8600000US12779,12779, 12779,635,273,0,41,190,42,362,204,95,22,41
8600000US12780,12780, 12780,850,797,92,372,247,86,53,9,0,44,0
8600000US12781,12781, 12781,53,53,0,11,42,0,0,0,0,0,0
8600000US12783,12783, 12783,493,415,66,150,107,92,78,13,17,4,44
8600000US12784,12784, 12784,12,7,0,7,0,0,5,0,0,5,0
8600000US12785,12785, 12785,358,252,0,119,59,74,106,0,54,19,33
8600000US12786,12786, 12786,220,115,0,29,39,47,105,0,16,30,59
8600000US12787,12787, 12787,104,87,9,41,18,19,17,0,17,0,0
8600000US12788,12788, 12788,748,627,31,139,229,228,121,0,30,73,18
8600000US12789,12789, 12789,991,485,17,66,209,193,506,101,130,133,142
8600000US12790,12790, 12790,1740,1345,145,415,411,374,395,48,184,115,48
8600000US12791,12791, 12791,236,142,0,46,47,49,94,0,46,21,27
8600000US12792,12792, 12792,62,45,0,18,12,15,17,17,0,0,0
8600000US12801,12801, 12801,6389,3280,136,910,993,1241,3109,326,996,1189,598
8600000US12803,12803, 12803,3581,2364,68,840,872,584,1217,102,499,442,174
8600000US12804,12804, 12804,10729,8149,244,2074,2665,3166,2580,118,843,975,644
8600000US12808,12808, 12808,199,199,22,65,59,53,0,0,0,0,0
8600000US12809,12809, 12809,1418,1148,45,392,406,305,270,31,107,116,16
8600000US12810,12810, 12810,283,255,50,102,83,20,28,2,14,12,0
8600000US12811,12811, 12811,18,15,0,15,0,0,3,0,0,0,3
8600000US12812,12812, 12812,37,34,4,9,0,21,3,0,0,2,1
8600000US12814,12814, 12814,582,414,20,138,141,115,168,13,27,67,61
8600000US12815,12815, 12815,440,400,30,145,96,129,40,0,15,6,19
8600000US12816,12816, 12816,1994,1485,99,479,366,541,509,92,151,136,130
8600000US12817,12817, 12817,1028,860,20,274,184,382,168,11,96,52,9
8600000US12819,12819, 12819,136,118,10,54,35,19,18,6,9,3,0
8600000US12821,12821, 12821,141,89,17,28,37,7,52,0,52,0,0
8600000US12822,12822, 12822,2366,1840,157,663,515,505,526,79,263,136,48
8600000US12823,12823, 12823,151,140,54,79,7,0,11,0,11,0,0
8600000US12824,12824, 12824,496,438,28,107,101,202,58,0,36,0,22
8600000US12827,12827, 12827,1435,1152,96,531,264,261,283,57,165,37,24
8600000US12828,12828, 12828,3579,2679,218,1043,820,598,900,94,340,424,42
8600000US12831,12831, 12831,6488,4957,214,1101,1604,2038,1531,92,568,612,259
8600000US12832,12832, 12832,2698,1809,232,648,555,374,889,158,308,286,137
8600000US12833,12833, 12833,1715,1468,164,409,319,576,247,49,29,103,66
8600000US12834,12834, 12834,2547,2071,137,670,520,744,476,45,227,107,97
8600000US12835,12835, 12835,1040,898,76,328,290,204,142,27,63,47,5
8600000US12836,12836, 12836,319,275,17,83,93,82,44,3,21,12,8
8600000US12837,12837, 12837,317,259,40,125,55,39,58,2,10,26,20
8600000US12838,12838, 12838,225,197,13,72,54,58,28,0,15,8,5
8600000US12839,12839, 12839,5135,2805,162,945,1128,570,2330,316,686,900,428
8600000US12841,12841, 12841,67,52,16,2,19,15,15,0,6,0,9
8600000US12842,12842, 12842,230,185,16,86,54,29,45,1,12,15,17
8600000US12843,12843, 12843,162,127,22,47,32,26,35,0,28,7,0
8600000US12844,12844, 12844,99,76,0,33,10,33,23,0,0,12,11
8600000US12845,12845, 12845,1996,1598,134,308,590,566,398,47,96,147,108
8600000US12846,12846, 12846,1290,1059,158,411,318,172,231,69,65,62,35
8600000US12847,12847, 12847,101,91,5,24,19,43,10,0,3,3,4
8600000US12849,12849, 12849,146,146,0,116,30,0,0,0,0,0,0
8600000US12850,12850, 12850,1248,1018,85,269,241,423,230,0,28,193,9
8600000US12851,12851, 12851,135,124,14,44,25,41,11,5,6,0,0
8600000US12852,12852, 12852,224,212,22,88,42,60,12,0,3,2,7
8600000US12853,12853, 12853,661,530,69,234,108,119,131,13,44,66,8
8600000US12855,12855, 12855,116,92,12,32,37,11,24,7,12,1,4
8600000US12856,12856, 12856,50,50,0,6,30,14,0,0,0,0,0
8600000US12857,12857, 12857,199,160,28,36,54,42,39,7,4,2,26
8600000US12858,12858, 12858,41,41,5,7,4,25,0,0,0,0,0
8600000US12859,12859, 12859,861,723,68,314,167,174,138,0,114,18,6
8600000US12860,12860, 12860,259,218,7,55,86,70,41,0,41,0,0
8600000US12861,12861, 12861,296,266,8,94,96,68,30,0,10,20,0
8600000US12862,12862, 12862,6,6,0,0,0,6,0,0,0,0,0
8600000US12863,12863, 12863,275,233,0,84,63,86,42,0,0,17,25
8600000US12864,12864, 12864,26,23,0,0,23,0,3,0,0,0,3
8600000US12865,12865, 12865,1608,1379,83,446,458,392,229,32,99,38,60
8600000US12866,12866, 12866,17005,10229,498,1506,2241,5984,6776,319,1060,2145,3252
8600000US12870,12870, 12870,491,389,17,78,137,157,102,12,50,17,23
8600000US12871,12871, 12871,1651,1267,104,349,367,447,384,61,129,130,64
8600000US12872,12872, 12872,17,14,0,10,0,4,3,0,0,3,0
8600000US12873,12873, 12873,345,324,14,90,104,116,21,0,9,7,5
8600000US12874,12874, 12874,87,85,0,12,14,59,2,0,0,0,2
8600000US12878,12878, 12878,280,253,27,96,73,57,27,0,22,3,2
8600000US12883,12883, 12883,2055,1613,81,377,650,505,442,80,171,159,32
8600000US12884,12884, 12884,166,128,32,53,32,11,38,18,10,5,5
8600000US12885,12885, 12885,1829,1293,120,477,427,269,536,108,196,165,67
8600000US12886,12886, 12886,86,66,7,16,30,13,20,0,0,20,0
8600000US12887,12887, 12887,1946,1362,142,772,256,192,584,93,309,137,45
8600000US12901,12901, 12901,13086,7087,486,1898,2100,2603,5999,831,1916,2091,1161
8600000US12903,12903, 12903,597,354,12,30,108,204,243,18,42,107,76
8600000US12910,12910, 12910,606,501,71,211,137,82,105,28,61,11,5
8600000US12911,12911, 12911,4,4,4,0,0,0,0,0,0,0,0
8600000US12912,12912, 12912,866,586,42,228,140,176,280,30,126,82,42
8600000US12913,12913, 12913,540,445,15,114,184,132,95,16,48,11,20
8600000US12914,12914, 12914,353,262,33,76,115,38,91,14,62,3,12
8600000US12916,12916, 12916,804,634,81,305,190,58,170,22,57,58,33
8600000US12917,12917, 12917,587,462,71,205,124,62,125,17,46,46,16
8600000US12918,12918, 12918,890,796,55,193,208,340,94,0,42,20,32
8600000US12919,12919, 12919,1274,988,199,312,329,148,286,59,122,79,26
8600000US12920,12920, 12920,1016,752,74,347,224,107,264,54,98,87,25
8600000US12921,12921, 12921,961,814,37,291,223,263,147,57,53,28,9
8600000US12922,12922, 12922,20,18,1,8,6,3,2,0,0,2,0
8600000US12923,12923, 12923,256,207,23,111,42,31,49,13,23,10,3
8600000US12924,12924, 12924,54,44,12,32,0,0,10,0,0,10,0
8600000US12926,12926, 12926,906,719,91,331,213,84,187,57,96,21,13
8600000US12927,12927, 12927,103,89,4,30,22,33,14,0,7,3,4
8600000US12928,12928, 12928,741,597,48,211,250,88,144,10,59,65,10
8600000US12929,12929, 12929,292,211,19,86,73,33,81,16,7,37,21
8600000US12930,12930, 12930,285,236,31,101,74,30,49,6,25,16,2
8600000US12932,12932, 12932,559,421,12,119,157,133,138,14,33,76,15
8600000US12933,12933, 12933,15,15,0,0,12,3,0,0,0,0,0
8600000US12934,12934, 12934,395,295,68,148,57,22,100,26,51,15,8
8600000US12935,12935, 12935,649,464,88,157,163,56,185,34,35,106,10
8600000US12936,12936, 12936,208,170,10,33,46,81,38,4,19,5,10
8600000US12937,12937, 12937,711,571,43,214,208,106,140,9,52,73,6
8600000US12939,12939, 12939,106,73,0,17,42,14,33,0,10,14,9
8600000US12941,12941, 12941,531,480,22,110,172,176,51,0,5,41,5
8600000US12942,12942, 12942,387,346,0,64,104,178,41,0,11,14,16
8600000US12943,12943, 12943,166,88,4,31,27,26,78,0,0,18,60
8600000US12944,12944, 12944,1676,1238,83,416,444,295,438,103,122,182,31
8600000US12945,12945, 12945,209,201,0,50,86,65,8,0,0,8,0
8600000US12946,12946, 12946,2003,1173,24,167,413,569,830,128,130,247,325
8600000US12950,12950, 12950,316,262,20,125,80,37,54,8,23,20,3
8600000US12952,12952, 12952,222,135,0,89,15,31,87,33,20,30,4
8600000US12953,12953, 12953,4820,3356,286,1000,1225,845,1464,292,646,307,219
8600000US12955,12955, 12955,156,141,6,51,45,39,15,0,11,4,0
8600000US12956,12956, 12956,373,295,24,171,85,15,78,25,41,12,0
8600000US12957,12957, 12957,723,512,38,260,149,65,211,49,52,110,0
8600000US12958,12958, 12958,997,753,38,351,236,128,244,69,93,0,82
8600000US12959,12959, 12959,637,581,113,277,83,108,56,0,56,0,0
8600000US12960,12960, 12960,431,325,0,143,147,35,106,0,45,61,0
8600000US12961,12961, 12961,148,88,12,76,0,0,60,0,60,0,0
8600000US12962,12962, 12962,2402,1979,124,621,634,600,423,30,126,131,136
8600000US12964,12964, 12964,37,19,0,5,7,7,18,4,0,3,11
8600000US12965,12965, 12965,180,159,0,79,52,28,21,8,0,6,7
8600000US12966,12966, 12966,1070,850,61,422,230,137,220,55,48,96,21
8600000US12967,12967, 12967,423,353,54,149,103,47,70,25,20,14,11
8600000US12969,12969, 12969,233,225,20,72,77,56,8,0,3,5,0
8600000US12970,12970, 12970,142,99,3,17,28,51,43,0,5,10,28
8600000US12972,12972, 12972,2178,1774,11,502,682,579,404,95,136,127,46
8600000US12973,12973, 12973,48,48,1,9,20,18,0,0,0,0,0
8600000US12974,12974, 12974,660,507,10,200,137,160,153,60,56,21,16
8600000US12975,12975, 12975,145,100,0,27,22,51,45,0,23,0,22
8600000US12976,12976, 12976,102,93,0,9,30,54,9,3,0,6,0
8600000US12977,12977, 12977,36,36,0,0,36,0,0,0,0,0,0
8600000US12978,12978, 12978,144,79,0,13,45,21,65,14,51,0,0
8600000US12979,12979, 12979,978,563,12,157,244,150,415,77,168,139,31
8600000US12980,12980, 12980,530,455,79,179,153,44,75,19,25,22,9
8600000US12981,12981, 12981,982,850,48,396,266,140,132,7,48,28,49
8600000US12983,12983, 12983,3384,2022,73,287,714,948,1362,110,343,510,399
8600000US12985,12985, 12985,569,464,108,134,141,81,105,0,102,3,0
8600000US12986,12986, 12986,2524,1753,159,522,621,451,771,122,399,182,68
8600000US12987,12987, 12987,130,110,28,3,35,44,20,0,0,0,20
8600000US12989,12989, 12989,434,376,37,67,135,137,58,0,6,38,14
8600000US12992,12992, 12992,2097,1645,267,652,468,258,452,76,116,94,166
8600000US12993,12993, 12993,670,559,68,164,131,196,111,3,39,49,20
8600000US12996,12996, 12996,926,765,101,304,204,156,161,6,99,44,12
8600000US12997,12997, 12997,538,423,27,109,134,153,115,19,48,35,13
8600000US12998,12998, 12998,185,169,36,72,50,11,16,0,0,16,0
8600000US13020,13020, 13020,74,74,0,16,18,40,0,0,0,0,0
8600000US13021,13021, 13021,16895,10280,728,2590,3898,3064,6615,839,1673,2722,1381
8600000US13024,13024, 13024,0,0,0,0,0,0,0,0,0,0,0
8600000US13026,13026, 13026,589,437,24,98,94,221,152,61,24,44,23
8600000US13027,13027, 13027,13683,10159,290,2073,3043,4753,3524,163,1014,1425,922
8600000US13028,13028, 13028,554,402,83,117,126,76,152,30,60,62,0
8600000US13029,13029, 13029,2842,2190,91,567,705,827,652,93,195,283,81
8600000US13030,13030, 13030,1456,1147,84,403,434,226,309,28,45,183,53
8600000US13031,13031, 13031,6350,5058,142,822,1791,2303,1292,45,388,376,483
8600000US13032,13032, 13032,4786,3498,247,1082,1290,879,1288,157,635,348,148
8600000US13033,13033, 13033,1388,1227,100,525,298,304,161,28,77,47,9
8600000US13034,13034, 13034,768,644,59,146,256,183,124,32,45,37,10
8600000US13035,13035, 13035,3194,2603,41,487,648,1427,591,57,208,203,123
8600000US13036,13036, 13036,3533,2771,250,1093,1009,419,762,163,297,222,80
8600000US13037,13037, 13037,3376,2803,104,862,833,1004,573,60,184,276,53
