GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
8600000US11786,11786,ZCTA5 11786,4259,332,144,49,834,177,1302,233,826,154,1153,189,3800,319,129,46,759,167,1133,225,683,114,1096,191,410,220,10,16,75,70,151,97,123,109,51,51,11,14,5,11,0,16,1,3,2,3,3,4,38,41,0,16,0,16,17,20,18,20,3,6,0,16,0,16,0,16,0,16,0,16,0,16
8600000US11787,11787,ZCTA5 11787,24944,724,1100,226,5183,448,6445,481,6230,477,5986,502,23795,743,996,220,4898,434,6271,484,5986,476,5644,489,682,177,86,53,168,76,102,50,105,64,221,95,334,141,18,25,82,57,50,34,120,77,64,46,116,71,0,24,19,28,21,20,19,23,57,44,17,19,0,24,16,19,1,4,0,24,0,24
8600000US11788,11788,ZCTA5 11788,11393,381,442,132,2880,362,2899,286,2820,312,2352,296,10637,409,376,122,2687,347,2768,286,2591,282,2215,263,356,139,42,46,101,64,75,39,100,59,38,37,138,90,0,18,12,15,32,35,31,30,63,60,171,98,14,23,45,52,8,12,74,58,30,35,91,56,10,18,35,35,16,19,24,20,6,10
8600000US11789,11789,ZCTA5 11789,6038,590,316,142,1322,327,1790,332,1594,476,1016,252,5734,580,287,126,1272,320,1695,305,1516,470,964,254,220,118,4,7,25,40,83,74,56,48,52,50,0,16,0,16,0,16,0,16,0,16,0,16,84,73,25,39,25,42,12,22,22,28,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US11790,11790,ZCTA5 11790,9340,596,268,148,846,191,1854,343,2619,298,3753,431,8801,564,171,94,808,193,1739,339,2441,289,3642,434,244,119,19,26,20,19,29,47,114,65,62,68,112,62,18,29,16,25,33,27,45,41,0,18,82,83,0,18,0,18,22,33,11,14,49,49,101,100,60,83,2,19,31,52,8,18,0,18
8600000US11791,11791,ZCTA5 11791,17399,490,634,161,2185,222,3121,298,5696,381,5763,439,16169,536,604,163,2039,220,2836,256,5339,362,5351,422,558,157,11,16,87,58,181,107,135,64,144,69,330,147,15,20,11,18,51,40,140,90,113,65,158,85,0,21,17,26,17,26,38,40,86,60,184,90,4,9,31,36,36,33,44,35,69,54
8600000US11792,11792,ZCTA5 11792,6424,554,263,141,1271,292,1808,369,1514,358,1568,320,6027,514,220,131,1178,278,1754,366,1380,362,1495,301,257,145,2,5,93,112,18,29,103,67,41,45,58,72,41,63,0,16,17,34,0,16,0,16,63,66,0,16,0,16,0,16,31,50,32,41,19,28,0,16,0,16,19,28,0,16,0,16
8600000US11793,11793,ZCTA5 11793,22338,690,1083,220,5688,461,6080,406,5459,447,4028,335,21441,624,1045,215,5468,414,5749,379,5324,451,3855,328,558,209,10,12,181,146,195,93,58,45,114,65,173,84,28,39,39,33,12,18,59,52,35,51,166,119,0,24,0,24,124,102,18,28,24,37,0,24,0,24,0,24,0,24,0,24,0,24
8600000US11794,11794,ZCTA5 11794,63,33,0,11,0,11,12,17,46,26,5,11,24,22,0,11,0,11,0,11,19,18,5,11,7,13,0,11,0,11,0,11,7,13,0,11,18,22,0,11,0,11,12,17,6,13,0,11,14,19,0,11,0,11,0,11,14,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11795,11795,ZCTA5 11795,17233,488,910,136,4857,425,5021,380,3420,311,3025,321,16291,445,828,129,4685,417,4782,365,3168,308,2828,326,634,156,63,51,142,61,184,76,139,61,106,62,209,71,0,21,21,31,55,35,72,46,61,43,66,52,0,21,9,18,0,21,41,35,16,26,33,42,19,22,0,21,0,21,0,21,14,21
8600000US11796,11796,ZCTA5 11796,2824,325,259,103,909,185,698,169,525,111,433,142,2602,306,220,88,839,173,668,169,488,112,387,130,201,90,18,17,70,51,30,30,37,27,46,38,21,23,21,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11797,11797,ZCTA5 11797,6694,386,381,134,1110,189,819,150,2073,228,2311,225,5910,337,288,103,978,171,755,149,1721,217,2168,220,410,149,39,31,61,34,41,32,223,115,46,34,248,123,29,39,51,43,14,22,120,86,34,39,39,34,2,4,20,26,9,14,0,16,8,13,87,69,23,36,0,16,0,16,9,15,55,58
8600000US11798,11798,ZCTA5 11798,9015,613,1547,357,3078,334,2447,280,1168,185,775,160,8534,605,1504,349,2931,339,2251,279,1118,177,730,149,248,119,38,45,60,53,108,62,36,38,6,9,180,114,5,9,65,58,82,67,14,22,14,16,39,41,0,18,8,13,6,10,0,18,25,37,14,22,0,18,14,22,0,18,0,18,0,18
8600000US11801,11801,ZCTA5 11801,28310,940,2581,470,8617,622,7408,570,6451,560,3253,404,26491,932,2254,364,8203,591,7134,555,5835,496,3065,380,836,383,268,314,137,92,104,83,244,178,83,62,839,449,42,42,270,267,126,107,321,162,80,56,54,37,0,24,7,12,10,16,37,36,0,24,90,81,17,28,0,24,34,40,14,25,25,29
8600000US11803,11803,ZCTA5 11803,20189,492,851,188,3155,312,3601,321,6614,456,5968,401,19055,499,824,183,3001,306,3486,315,6192,434,5552,381,803,230,0,21,146,94,84,52,330,156,243,123,305,128,27,29,8,12,27,26,82,55,161,76,26,24,0,21,0,21,4,6,10,16,12,18,0,21,0,21,0,21,0,21,0,21,0,21
8600000US11804,11804,ZCTA5 11804,3465,191,137,64,594,148,686,143,1024,181,1024,142,3376,209,137,64,594,148,670,148,991,177,984,139,59,46,0,11,0,11,16,24,26,32,17,28,23,25,0,11,0,11,0,11,0,11,23,25,0,11,0,11,0,11,0,11,0,11,0,11,7,12,0,11,0,11,0,11,7,12,0,11
8600000US11901,11901,ZCTA5 11901,21187,1102,3710,718,8082,755,5519,727,2211,374,1665,393,17395,1061,2641,614,6440,778,4809,719,1902,378,1603,390,3349,613,986,271,1510,362,616,253,183,114,54,47,266,96,74,63,102,63,71,49,19,25,0,21,158,84,0,21,30,35,23,32,97,65,8,13,19,29,9,13,0,21,0,21,10,21,0,21
8600000US11930,11930,ZCTA5 11930,809,200,51,43,180,70,186,90,166,56,226,91,778,195,51,43,180,70,171,83,154,57,222,90,23,26,0,11,0,11,11,18,12,19,0,11,4,6,0,11,0,11,4,6,0,11,0,11,4,6,0,11,0,11,0,11,0,11,4,6,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11931,11931,ZCTA5 11931,38,62,0,11,0,11,38,62,0,11,0,11,38,62,0,11,0,11,38,62,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11932,11932,ZCTA5 11932,784,166,65,40,212,84,170,69,232,79,105,49,784,166,65,40,212,84,170,69,232,79,105,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11933,11933,ZCTA5 11933,5600,569,783,216,1913,376,1756,310,658,164,490,151,5453,572,783,216,1823,363,1738,307,638,163,471,145,126,102,0,16,80,93,18,20,20,28,8,12,5,8,0,16,5,8,0,16,0,16,0,16,11,17,0,16,0,16,0,16,0,16,11,17,5,7,0,16,5,7,0,16,0,16,0,16
8600000US11934,11934,ZCTA5 11934,5309,567,321,129,1618,441,1714,381,631,196,1025,245,5159,556,300,125,1567,433,1709,380,583,202,1000,245,126,108,21,22,51,77,5,11,24,27,25,32,4,9,0,16,0,16,0,16,4,9,0,16,20,33,0,16,0,16,0,16,20,33,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US11935,11935,ZCTA5 11935,2378,253,98,73,409,111,772,180,603,169,496,146,2315,260,98,73,385,107,772,180,585,167,475,142,0,11,0,11,0,11,0,11,0,11,0,11,32,30,0,11,11,17,0,11,0,11,21,24,31,36,0,11,13,22,0,11,18,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11937,11937,ZCTA5 11937,12361,630,1047,327,2939,480,2769,475,3056,585,2550,373,11664,594,999,328,2819,459,2680,482,2704,523,2462,367,313,162,48,27,93,113,25,28,129,93,18,19,275,164,0,18,0,18,61,72,163,102,51,43,49,49,0,18,3,4,3,5,24,25,19,24,60,58,0,18,24,25,0,18,36,56,0,18
8600000US11939,11939,ZCTA5 11939,752,131,57,27,193,58,216,66,140,49,146,68,722,128,57,27,183,55,207,63,133,47,142,69,22,15,0,11,6,10,9,14,3,5,4,6,8,14,0,11,4,7,0,11,4,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11940,11940,ZCTA5 11940,3634,334,130,84,1054,248,1210,240,523,164,717,213,3427,314,126,83,1040,247,1120,231,435,156,706,212,67,86,4,8,7,14,39,58,17,25,0,16,101,135,0,16,7,14,51,72,43,62,0,16,12,22,0,16,0,16,0,16,12,22,0,16,27,41,0,16,0,16,0,16,16,24,11,18
8600000US11941,11941,ZCTA5 11941,1501,267,40,37,430,169,362,151,332,116,337,127,1415,269,36,33,381,142,362,151,307,112,329,127,72,70,0,11,39,61,0,11,25,25,8,13,14,19,4,8,10,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11942,11942,ZCTA5 11942,3377,330,151,96,982,232,932,186,643,175,669,148,3271,344,138,94,957,230,891,189,632,176,653,148,33,27,0,11,10,15,12,20,3,5,8,9,16,26,0,11,0,11,0,11,8,13,8,13,57,50,13,19,15,18,29,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11944,11944,ZCTA5 11944,3343,354,443,152,984,243,706,164,619,137,591,117,2992,354,403,154,900,224,654,161,522,125,513,111,238,83,40,43,54,46,44,27,56,35,44,24,80,53,0,11,30,40,8,13,27,21,15,16,33,30,0,11,0,11,0,11,14,16,19,24,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11946,11946,ZCTA5 11946,10511,683,940,230,3276,412,2767,328,2006,286,1522,266,10000,653,922,229,3196,403,2611,321,1896,282,1375,251,274,102,11,17,48,40,85,54,48,30,82,55,107,89,7,12,32,52,28,30,40,51,0,18,77,62,0,18,0,18,13,18,22,26,42,51,53,46,0,18,0,18,30,46,0,18,23,25
8600000US11947,11947,ZCTA5 11947,201,133,14,29,87,85,48,47,52,42,0,11,198,132,11,24,87,85,48,47,52,42,0,11,3,6,3,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11948,11948,ZCTA5 11948,654,245,0,11,227,126,147,97,53,74,227,145,654,245,0,11,227,126,147,97,53,74,227,145,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11949,11949,ZCTA5 11949,9524,583,566,167,2564,383,2962,496,1632,325,1800,298,8930,658,564,167,2468,392,2752,490,1446,320,1700,307,544,215,2,5,96,80,187,106,159,98,100,83,28,29,0,18,0,18,23,29,5,10,0,18,22,34,0,18,0,18,0,18,22,34,0,18,0,18,0,18,0,18,0,18,0,18,0,18
8600000US11950,11950,ZCTA5 11950,10253,803,1618,315,4331,626,2905,361,1066,288,333,109,9954,763,1568,300,4247,613,2834,346,1001,270,304,100,161,119,19,30,49,64,69,60,0,18,24,33,35,44,24,40,0,18,2,5,9,15,0,18,47,49,7,15,35,40,0,18,0,18,5,12,56,94,0,18,0,18,0,18,56,94,0,18
8600000US11951,11951,ZCTA5 11951,9199,516,979,320,4411,776,2260,466,978,312,571,173,8857,527,936,313,4381,767,2164,462,861,279,515,169,303,201,34,41,30,30,83,67,117,164,39,52,35,31,9,13,0,18,13,19,0,18,13,21,0,18,0,18,0,18,0,18,0,18,0,18,4,6,0,18,0,18,0,18,0,18,4,6
8600000US11952,11952,ZCTA5 11952,3755,465,229,136,1165,358,893,293,820,284,648,213,3578,450,215,133,1128,355,890,293,755,275,590,190,87,69,14,22,37,43,3,6,33,40,0,16,65,63,0,16,0,16,0,16,32,38,33,40,0,16,0,16,0,16,0,16,0,16,0,16,25,40,0,16,0,16,0,16,0,16,25,40
8600000US11953,11953,ZCTA5 11953,9619,508,640,162,3291,370,2928,300,1445,239,1315,213,8856,489,594,164,2986,350,2764,286,1346,232,1166,202,555,178,42,25,252,119,148,68,61,57,52,47,62,51,2,4,0,18,16,20,3,8,41,46,118,90,2,4,33,50,0,18,35,55,48,48,28,34,0,18,20,31,0,18,0,18,8,12
8600000US11954,11954,ZCTA5 11954,3076,429,179,111,813,198,922,231,827,228,335,122,2966,428,168,102,795,198,895,233,786,222,322,117,67,56,4,9,18,28,23,26,22,26,0,11,32,32,0,11,0,11,0,11,19,25,13,20,0,11,0,11,0,11,0,11,0,11,0,11,11,25,7,17,0,11,4,8,0,11,0,11
8600000US11955,11955,ZCTA5 11955,2693,397,248,108,517,165,1085,310,367,154,476,194,2473,384,248,108,456,159,1077,307,306,137,386,182,166,104,0,11,27,35,8,15,41,48,90,80,0,11,0,11,0,11,0,11,0,11,0,11,54,64,0,11,34,53,0,11,20,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11956,11956,ZCTA5 11956,206,66,6,10,30,19,57,32,74,36,39,27,197,63,6,10,30,19,50,28,72,36,39,27,7,12,0,11,0,11,7,12,0,11,0,11,2,3,0,11,0,11,0,11,2,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11957,11957,ZCTA5 11957,626,113,30,23,187,52,211,55,115,33,83,34,620,114,30,23,187,52,205,55,115,33,83,34,6,8,0,11,0,11,6,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11958,11958,ZCTA5 11958,458,183,27,32,151,131,116,78,40,31,124,60,458,183,27,32,151,131,116,78,40,31,124,60,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11959,11959,ZCTA5 11959,755,161,9,7,106,49,125,57,261,94,254,94,749,160,9,7,101,48,124,56,261,94,254,94,1,4,0,11,0,11,1,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,5,11,0,11,5,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11960,11960,ZCTA5 11960,558,178,0,11,142,80,164,104,101,60,151,84,543,179,0,11,130,82,164,104,101,60,148,84,15,18,0,11,12,18,0,11,0,11,3,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11961,11961,ZCTA5 11961,9853,502,996,269,3742,378,2900,338,953,218,1262,222,8936,515,931,252,3505,366,2647,311,794,181,1059,198,576,163,2,5,136,75,172,121,127,78,139,97,149,124,3,9,48,46,36,42,19,30,43,55,128,93,16,24,46,72,45,43,0,18,21,25,64,41,44,35,7,11,0,18,13,20,0,18
8600000US11962,11962,ZCTA5 11962,217,82,0,11,20,13,17,11,137,75,43,21,214,82,0,11,20,13,17,11,134,76,43,21,0,11,0,11,0,11,0,11,0,11,0,11,3,5,0,11,0,11,0,11,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11963,11963,ZCTA5 11963,5108,553,264,91,1212,268,849,155,1602,328,1181,181,4750,554,264,91,1166,261,829,160,1448,326,1043,188,143,71,0,16,22,21,3,4,53,35,65,55,111,84,0,16,6,8,0,16,74,75,31,22,93,64,0,16,18,30,17,21,16,25,42,31,11,11,0,16,0,16,0,16,11,11,0,16
8600000US11964,11964,ZCTA5 11964,1400,304,15,25,274,165,335,138,474,193,302,173,1396,305,15,25,274,165,331,138,474,193,302,173,4,8,0,11,0,11,4,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11965,11965,ZCTA5 11965,527,195,0,11,134,113,14,21,155,83,224,113,527,195,0,11,134,113,14,21,155,83,224,113,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11967,11967,ZCTA5 11967,17979,862,2674,513,7047,732,4983,502,1842,320,1433,312,16962,780,2578,497,6602,711,4652,452,1763,303,1367,296,689,322,96,121,204,130,301,176,52,57,36,35,40,54,0,21,0,21,11,17,14,26,15,27,200,229,0,21,185,228,0,21,0,21,15,27,88,61,0,21,56,54,19,15,13,21,0,21
8600000US11968,11968,ZCTA5 11968,8583,563,486,200,1803,314,2108,422,2600,343,1586,232,8069,568,423,184,1708,302,1983,407,2433,329,1522,231,325,138,26,33,83,55,77,45,92,65,47,51,111,65,26,34,12,19,9,14,47,35,17,20,63,56,9,15,0,18,26,41,28,25,0,18,15,19,2,4,0,18,13,18,0,18,0,18
8600000US11970,11970,ZCTA5 11970,104,105,0,11,15,25,71,92,18,28,0,11,104,105,0,11,15,25,71,92,18,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11971,11971,ZCTA5 11971,5000,359,174,117,1246,289,1657,323,1030,250,893,287,4717,350,170,117,1213,290,1521,307,920,220,893,287,234,178,4,8,0,16,136,107,94,98,0,16,0,16,0,16,0,16,0,16,0,16,0,16,49,59,0,16,33,52,0,16,16,27,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US11972,11972,ZCTA5 11972,876,218,46,48,251,84,181,78,267,115,131,125,857,209,46,48,248,84,181,78,267,115,115,98,1,4,0,11,1,4,0,11,0,11,0,11,17,35,0,11,1,3,0,11,0,11,16,34,1,3,0,11,1,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11973,11973,ZCTA5 11973,5,10,0,11,0,11,0,11,0,11,5,10,5,10,0,11,0,11,0,11,0,11,5,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11975,11975,ZCTA5 11975,199,81,0,11,35,24,51,27,55,37,58,42,194,79,0,11,30,24,51,27,55,37,58,42,0,11,0,11,0,11,0,11,0,11,0,11,5,10,0,11,5,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11976,11976,ZCTA5 11976,1871,453,55,61,431,197,314,151,577,140,494,140,1782,440,50,61,412,194,314,151,543,135,463,139,83,83,0,11,19,30,0,11,34,52,30,34,5,10,5,10,0,11,0,11,0,11,0,11,1,3,0,11,0,11,0,11,0,11,1,3,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11977,11977,ZCTA5 11977,1624,192,104,51,377,101,386,77,354,75,403,93,1503,179,88,47,341,86,360,75,338,75,376,92,77,46,16,11,26,27,14,16,12,14,9,11,23,25,0,11,0,11,12,13,4,7,7,10,11,15,0,11,0,11,0,11,0,11,11,15,10,13,0,11,10,13,0,11,0,11,0,11
8600000US11978,11978,ZCTA5 11978,2218,220,75,44,627,128,518,97,532,102,466,82,2017,214,67,41,573,127,502,95,474,97,401,74,64,27,4,7,20,18,7,9,20,14,13,10,107,58,4,9,26,26,9,15,34,24,34,28,24,18,0,11,8,10,0,11,4,5,12,10,6,11,0,11,0,11,0,11,0,11,6,11
8600000US11980,11980,ZCTA5 11980,4208,368,381,93,1442,225,1192,191,670,151,523,112,3311,333,205,80,1158,213,969,168,528,138,451,103,690,129,152,64,275,75,140,62,80,47,43,34,131,66,24,32,9,15,48,30,39,32,11,17,76,74,0,16,0,16,35,34,23,29,18,21,0,16,0,16,0,16,0,16,0,16,0,16
8600000US12007,12007,ZCTA5 12007,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12008,12008,ZCTA5 12008,347,118,24,35,58,28,71,43,87,60,107,57,294,101,1,4,58,28,66,43,75,57,94,54,4,9,2,5,0,11,2,4,0,11,0,11,49,70,21,35,0,11,3,7,12,19,13,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12009,12009,ZCTA5 12009,5429,266,216,58,1123,167,1736,193,1027,145,1327,167,5048,262,196,57,1020,156,1705,189,900,137,1227,163,212,81,7,11,58,43,0,16,111,55,36,27,88,47,13,16,24,19,24,19,8,8,19,15,23,19,0,16,2,3,0,16,8,13,13,14,58,58,0,16,19,29,7,13,0,16,32,49
8600000US12010,12010,ZCTA5 12010,19987,481,2905,282,6545,406,6803,461,2197,316,1537,248,17926,593,2375,270,5897,389,6096,448,2120,308,1438,236,1270,295,399,158,388,127,403,142,36,24,44,47,440,118,80,42,140,55,187,91,9,14,24,26,163,86,13,16,46,44,87,64,17,21,0,21,188,106,38,45,74,55,30,22,15,24,31,32
8600000US12015,12015,ZCTA5 12015,2143,321,184,78,808,166,603,139,224,72,324,144,2019,309,172,76,765,164,547,122,214,70,321,144,50,26,12,14,9,12,18,15,8,7,3,4,69,69,0,11,34,56,35,38,0,11,0,11,5,5,0,11,0,11,3,4,2,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12017,12017,ZCTA5 12017,291,71,10,10,102,49,61,29,74,39,44,23,248,67,10,10,102,49,61,29,31,17,44,23,2,5,0,11,0,11,0,11,2,5,0,11,41,37,0,11,0,11,0,11,41,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12018,12018,ZCTA5 12018,5270,454,367,193,1293,241,1993,300,874,221,743,204,4887,431,337,185,1224,237,1831,288,821,210,674,192,285,131,30,48,69,61,117,57,48,47,21,20,62,57,0,16,0,16,24,35,0,16,38,51,36,39,0,16,0,16,21,35,5,8,10,15,0,16,0,16,0,16,0,16,0,16,0,16
8600000US12019,12019,ZCTA5 12019,10455,426,332,95,2084,313,2952,294,2450,298,2637,336,9607,423,279,90,1922,301,2670,270,2288,276,2448,316,534,193,35,38,86,51,177,103,121,82,115,81,217,112,18,29,58,47,96,81,26,23,19,21,79,50,0,18,0,18,9,13,15,14,55,42,18,30,0,18,18,30,0,18,0,18,0,18
8600000US12020,12020,ZCTA5 12020,22739,616,1305,269,5940,532,6873,562,5350,411,3271,412,20550,604,1235,273,5490,515,6134,509,4761,387,2930,379,1261,293,59,35,251,78,479,190,312,134,160,85,666,178,11,14,156,65,158,102,191,97,150,97,262,120,0,24,43,38,102,77,86,67,31,30,0,24,0,24,0,24,0,24,0,24,0,24
8600000US12022,12022,ZCTA5 12022,631,135,55,36,172,89,202,72,51,26,151,66,594,135,55,36,172,89,194,70,51,26,122,65,6,10,0,11,0,11,0,11,0,11,6,10,18,30,0,11,0,11,8,14,0,11,10,16,13,20,0,11,0,11,0,11,0,11,13,20,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12023,12023,ZCTA5 12023,1469,153,134,62,488,75,407,86,238,66,202,64,1437,157,134,62,478,77,401,85,238,66,186,60,0,11,0,11,0,11,0,11,0,11,0,11,22,23,0,11,6,9,0,11,0,11,16,18,10,11,0,11,4,7,6,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12024,12024,ZCTA5 12024,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12025,12025,ZCTA5 12025,3906,281,168,70,1370,242,1567,253,526,115,275,98,3604,257,168,70,1282,221,1412,243,469,107,273,97,122,68,0,16,47,43,41,33,32,31,2,5,169,95,0,16,41,38,103,80,25,36,0,16,11,17,0,16,0,16,11,17,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US12027,12027,ZCTA5 12027,2691,230,36,29,503,111,589,135,980,178,583,129,2579,234,36,29,486,109,563,127,927,181,567,124,25,31,0,11,17,20,8,14,0,11,0,11,30,33,0,11,0,11,18,27,12,19,0,11,21,25,0,11,0,11,0,11,5,9,16,20,36,54,0,11,0,11,0,11,36,54,0,11
8600000US12028,12028,ZCTA5 12028,646,151,44,34,302,120,158,60,82,45,60,40,576,123,25,24,251,93,158,60,82,45,60,40,51,76,0,11,51,76,0,11,0,11,0,11,19,27,19,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12029,12029,ZCTA5 12029,762,104,100,77,176,50,154,41,131,32,201,56,704,98,100,77,158,49,140,37,110,30,196,55,36,25,0,11,16,13,3,4,14,15,3,4,16,14,0,11,0,11,11,12,3,4,2,4,6,8,0,11,2,4,0,11,4,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12031,12031,ZCTA5 12031,141,49,9,14,64,30,37,19,25,20,6,7,133,47,9,14,60,30,33,18,25,20,6,7,8,11,0,11,4,6,4,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12032,12032,ZCTA5 12032,713,110,58,32,275,73,215,58,78,32,87,45,698,108,54,32,264,70,215,58,78,32,87,45,0,11,0,11,0,11,0,11,0,11,0,11,15,18,4,5,11,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12033,12033,ZCTA5 12033,5956,422,392,168,1476,304,2178,379,1063,210,847,220,5180,383,327,166,1232,239,1913,364,909,197,799,215,357,238,55,65,170,166,96,65,36,36,0,16,271,193,10,12,71,72,114,100,51,54,25,26,141,110,0,16,0,16,55,65,67,56,19,26,7,7,0,16,3,4,0,16,0,16,4,6
