GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
8600000US13134,13134,ZCTA5 13134,122,75,47,40,25,20,31,31,16,12,3,4,122,75,47,40,25,20,31,31,16,12,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13135,13135,ZCTA5 13135,4647,383,505,148,1507,266,1712,270,551,154,372,141,4206,401,462,141,1372,250,1530,274,497,153,345,139,134,80,22,25,73,60,29,31,5,9,5,8,189,86,16,25,45,35,81,55,25,38,22,34,118,79,5,8,17,12,72,57,24,30,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US13136,13136,ZCTA5 13136,291,49,23,12,153,36,77,28,20,10,18,9,273,50,23,12,151,37,65,28,16,8,18,9,13,14,0,11,0,11,9,9,4,6,0,11,5,5,0,11,2,3,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13138,13138,ZCTA5 13138,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13140,13140,ZCTA5 13140,3142,198,501,95,1377,132,919,115,233,66,112,36,2967,194,482,94,1330,129,849,110,212,64,94,30,138,44,16,11,28,18,58,33,18,27,18,17,20,15,3,4,8,9,9,10,0,11,0,11,17,18,0,11,11,15,3,6,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13141,13141,ZCTA5 13141,422,90,32,28,151,48,150,54,62,34,27,17,372,87,32,28,151,48,106,43,62,34,21,12,13,20,0,11,0,11,13,20,0,11,0,11,35,40,0,11,0,11,29,40,0,11,6,11,0,11,0,11,0,11,0,11,0,11,0,11,2,5,0,11,0,11,2,5,0,11,0,11
8600000US13142,13142,ZCTA5 13142,4110,369,476,114,1656,208,1381,183,353,109,244,78,3669,352,370,99,1530,190,1206,183,344,110,219,76,323,94,77,36,99,45,122,54,5,7,20,22,99,90,29,43,8,12,53,48,4,6,5,8,19,21,0,16,19,21,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US13143,13143,ZCTA5 13143,2012,228,347,89,911,137,549,108,132,86,73,32,1738,241,263,74,810,133,491,100,112,84,62,28,43,37,20,27,2,4,10,16,0,11,11,15,115,49,64,36,25,20,9,12,17,20,0,11,116,131,0,11,74,81,39,53,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13144,13144,ZCTA5 13144,1248,150,238,77,487,111,350,100,109,45,64,35,1099,159,206,70,436,103,299,100,94,42,64,35,77,65,13,18,20,22,29,45,15,17,0,11,49,56,0,11,31,39,18,18,0,11,0,11,23,25,19,27,0,11,4,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13145,13145,ZCTA5 13145,1286,161,179,74,483,115,475,117,94,50,55,33,1152,163,145,63,428,110,439,115,92,49,48,29,42,26,2,3,17,15,16,18,0,11,7,12,78,63,32,46,36,35,8,12,2,5,0,11,12,18,0,11,0,11,12,18,0,11,0,11,2,3,0,11,2,3,0,11,0,11,0,11
8600000US13146,13146,ZCTA5 13146,1517,156,270,63,710,101,403,76,83,38,51,24,1432,154,266,64,652,99,384,73,83,38,47,25,54,26,3,4,31,18,16,11,0,11,4,6,24,17,1,2,20,16,3,5,0,11,0,11,7,12,0,11,7,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13147,13147,ZCTA5 13147,917,111,173,56,314,54,288,77,84,29,58,24,790,109,120,48,282,51,258,71,72,27,58,24,97,72,25,30,32,26,30,34,10,14,0,11,18,21,18,21,0,11,0,11,0,11,0,11,12,16,10,16,0,11,0,11,2,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13148,13148,ZCTA5 13148,7437,255,661,161,2608,268,2063,253,1222,187,883,186,6708,283,617,165,2376,243,1828,208,1101,183,786,175,425,125,32,30,193,87,119,86,51,46,30,19,192,136,12,14,37,23,93,114,4,5,46,44,101,67,0,18,0,18,21,21,59,56,21,22,11,14,0,18,2,3,2,3,7,13,0,18
8600000US13152,13152,ZCTA5 13152,6248,197,96,41,1020,147,1690,242,1705,192,1737,184,5761,228,96,41,915,135,1514,210,1606,186,1630,183,205,88,0,16,17,20,104,76,36,24,48,32,138,68,0,16,56,44,44,48,13,16,25,20,137,71,0,16,32,36,28,30,49,36,28,19,7,9,0,16,0,16,0,16,1,2,6,8
8600000US13153,13153,ZCTA5 13153,317,146,12,13,213,137,52,40,25,18,15,16,220,96,12,13,134,77,41,41,25,18,8,12,97,119,0,11,79,123,11,17,0,11,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13155,13155,ZCTA5 13155,466,76,46,24,155,38,165,41,58,24,42,18,446,75,46,24,147,37,162,40,51,22,40,17,13,13,0,11,8,12,3,4,2,3,0,11,5,7,0,11,0,11,0,11,5,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2,4,0,11,0,11,0,11,0,11,2,4
8600000US13156,13156,ZCTA5 13156,1501,192,135,49,537,109,542,133,168,59,119,46,1407,183,127,49,506,102,492,126,166,59,116,46,19,19,0,11,7,9,9,9,0,11,3,4,75,47,8,13,24,29,41,33,2,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13157,13157,ZCTA5 13157,496,145,65,39,214,88,127,58,58,37,32,30,463,144,65,39,205,83,113,55,48,34,32,30,33,39,0,11,9,15,14,20,10,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13158,13158,ZCTA5 13158,1159,118,147,51,430,70,361,63,135,46,86,24,1111,116,143,51,419,70,328,57,135,46,86,24,28,14,2,3,7,7,19,11,0,11,0,11,10,8,2,3,4,5,4,5,0,11,0,11,10,9,0,11,0,11,10,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13159,13159,ZCTA5 13159,3472,188,224,70,887,115,982,152,737,102,642,110,3132,196,170,51,822,113,889,139,644,102,607,104,200,76,54,47,44,27,51,30,34,24,17,22,93,37,0,16,21,21,40,32,27,17,5,6,41,47,0,16,0,16,2,4,26,29,13,20,6,8,0,16,0,16,0,16,6,8,0,16
8600000US13160,13160,ZCTA5 13160,1385,146,131,45,419,84,510,94,188,51,137,41,1259,139,107,37,373,78,480,93,166,51,133,41,89,46,24,22,36,25,23,21,6,6,0,11,30,21,0,11,10,13,7,8,9,13,4,7,0,11,0,11,0,11,0,11,0,11,0,11,7,7,0,11,0,11,0,11,7,7,0,11
8600000US13162,13162,ZCTA5 13162,181,102,0,11,127,80,14,23,13,21,27,31,181,102,0,11,127,80,14,23,13,21,27,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13163,13163,ZCTA5 13163,282,84,23,19,92,60,101,33,43,23,23,18,266,82,23,19,82,59,95,32,43,23,23,18,16,23,0,11,10,13,6,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13164,13164,ZCTA5 13164,1576,235,141,69,406,105,489,147,210,77,330,87,1469,238,134,69,374,102,440,148,198,75,323,86,89,59,7,12,20,21,43,35,12,18,7,10,6,10,0,11,0,11,6,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,18,0,11,12,18,0,11,0,11,0,11
8600000US13165,13165,ZCTA5 13165,7463,268,908,186,2725,272,2586,233,789,155,455,124,6717,335,792,168,2529,269,2274,218,691,151,431,119,323,131,93,101,86,37,100,55,33,24,11,17,345,154,23,19,110,59,134,105,65,55,13,20,54,48,0,18,0,18,54,48,0,18,0,18,24,37,0,18,0,18,24,37,0,18,0,18
8600000US13166,13166,ZCTA5 13166,3761,183,348,94,1427,201,1134,121,582,114,270,69,3454,196,321,88,1295,173,1068,119,517,96,253,65,197,98,27,23,130,93,30,23,10,16,0,16,88,83,0,16,2,5,36,32,50,75,0,16,22,21,0,16,0,16,0,16,5,7,17,19,0,16,0,16,0,16,0,16,0,16,0,16
8600000US13167,13167,ZCTA5 13167,2132,213,206,94,957,182,695,151,153,61,121,53,2038,214,206,94,916,180,649,135,149,61,118,53,42,54,0,11,35,53,0,11,4,6,3,5,52,57,0,11,6,8,46,57,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13202,13202,ZCTA5 13202,3590,239,868,141,918,162,633,123,664,180,507,109,2303,238,607,116,444,119,437,95,519,169,296,87,885,166,216,74,361,96,149,63,38,38,121,81,210,89,32,29,60,36,32,29,64,55,22,24,175,91,13,23,53,47,15,18,33,25,61,48,17,20,0,16,0,16,0,16,10,15,7,13
8600000US13203,13203,ZCTA5 13203,11108,453,2608,305,2941,320,2901,259,1447,223,1211,189,9365,423,2143,286,2585,298,2526,251,1124,189,987,181,1131,215,306,112,242,84,303,94,177,89,103,59,229,81,52,48,49,46,46,42,45,38,37,27,214,94,11,16,40,45,26,22,76,47,61,50,169,73,96,61,25,21,0,18,25,30,23,20
8600000US13204,13204,ZCTA5 13204,11870,572,2576,310,3375,399,3320,308,1691,254,908,174,9730,564,2024,271,2830,350,2809,302,1352,245,715,167,1717,322,401,112,495,169,408,144,263,122,150,76,191,69,63,47,38,29,23,25,47,37,20,18,140,70,0,18,8,15,80,55,29,30,23,18,92,105,88,105,4,6,0,18,0,18,0,18
8600000US13205,13205,ZCTA5 13205,12113,542,2327,304,4247,346,3507,311,1233,285,799,147,10557,589,2002,270,3701,353,3023,302,1126,284,705,139,1280,262,261,98,497,147,356,120,93,57,73,41,159,87,50,37,5,7,82,66,13,21,9,13,75,74,0,18,39,40,35,39,1,3,0,18,42,35,14,21,5,8,11,17,0,18,12,19
8600000US13206,13206,ZCTA5 13206,11654,569,1501,266,3423,407,3741,441,1891,310,1098,200,10423,607,1244,253,3159,401,3450,423,1619,272,951,189,999,386,243,156,221,108,216,96,228,165,91,68,79,53,14,22,22,36,20,19,14,22,9,14,76,55,0,18,0,18,55,49,6,11,15,23,77,71,0,18,21,40,0,18,24,28,32,41
8600000US13207,13207,ZCTA5 13207,8616,459,1114,207,2498,300,2596,278,1391,201,1017,168,7808,421,966,200,2245,289,2430,274,1233,181,934,158,579,141,109,60,220,79,126,56,98,57,26,25,47,30,10,15,20,20,2,4,7,9,8,10,111,72,29,32,13,22,25,28,1,2,43,38,71,70,0,18,0,18,13,13,52,68,6,9
