Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Estimate; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Less than high school graduate,Estimate; Total: - Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Total: - Same house 1 year ago: - Some college or associate's degree,Estimate; Total: - Same house 1 year ago: - Bachelor's degree,Estimate; Total: - Same house 1 year ago: - Graduate or professional degree,Estimate; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Less than high school graduate,Estimate; Total: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total: - Moved within same county: - Some college or associate's degree,Estimate; Total: - Moved within same county: - Bachelor's degree,Estimate; Total: - Moved within same county: - Graduate or professional degree,Estimate; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Less than high school graduate,Estimate; Total: - Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different county within same state: - Some college or associate's degree,Estimate; Total: - Moved from different county within same state: - Bachelor's degree,Estimate; Total: - Moved from different county within same state: - Graduate or professional degree,Estimate; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Less than high school graduate,Estimate; Total: - Moved from different state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different state: - Some college or associate's degree,Estimate; Total: - Moved from different state: - Bachelor's degree,Estimate; Total: - Moved from different state: - Graduate or professional degree,Estimate; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Less than high school graduate,Estimate; Total: - Moved from abroad: - High school graduate (includes equivalency),Estimate; Total: - Moved from abroad: - Some college or associate's degree,Estimate; Total: - Moved from abroad: - Bachelor's degree,Estimate; Total: - Moved from abroad: - Graduate or professional degree
8600000US11374,11374, 11374,34454,3379,7111,6964,10146,6854,31131,3078,6459,6509,9158,5927,1918,207,453,268,559,431,670,27,133,117,179,214,250,0,25,0,77,148,485,67,41,70,173,134
8600000US11375,11375, 11375,55720,3822,8560,10160,17553,15625,50502,3465,8143,9501,15618,13775,3113,279,333,500,1033,968,1260,33,60,86,581,500,496,23,19,67,161,226,349,22,5,6,160,156
8600000US11377,11377, 11377,67432,15623,20572,11769,13564,5904,62717,14786,19241,11207,12221,5262,2674,639,787,401,598,249,904,58,177,72,422,175,302,23,20,44,111,104,835,117,347,45,212,114
8600000US11378,11378, 11378,25349,3574,8810,6009,4737,2219,23688,3442,8431,5634,4240,1941,1027,54,269,237,290,177,460,27,108,110,133,82,57,10,2,13,13,19,117,41,0,15,61,0
8600000US11379,11379, 11379,28066,3617,8378,6714,5864,3493,26214,3414,7848,6340,5400,3212,1186,149,391,233,279,134,421,18,32,92,132,147,90,23,28,1,38,0,155,13,79,48,15,0
8600000US11385,11385, 11385,73082,13006,23959,17682,12251,6184,67358,12308,22743,16456,10438,5413,2211,379,462,618,556,196,2174,270,441,421,718,324,608,0,105,82,254,167,731,49,208,105,285,84
8600000US11411,11411, 11411,14591,1262,3846,4746,2921,1816,13965,1209,3685,4480,2816,1775,316,28,97,118,40,33,187,16,52,73,39,7,76,0,8,41,26,1,47,9,4,34,0,0
8600000US11412,11412, 11412,26282,3247,8475,8513,3711,2336,25246,3128,8292,8248,3350,2228,444,49,108,115,127,45,445,34,54,105,189,63,47,0,11,15,21,0,100,36,10,30,24,0
8600000US11413,11413, 11413,29407,3459,8414,9895,4842,2797,28031,3208,7963,9472,4685,2703,685,178,164,177,94,72,407,40,184,146,31,6,96,19,16,40,12,9,188,14,87,60,20,7
8600000US11414,11414, 11414,21785,3224,6817,5946,3683,2115,20267,2983,6306,5468,3448,2062,985,132,378,207,215,53,344,68,94,162,20,0,115,41,0,74,0,0,74,0,39,35,0,0
8600000US11415,11415, 11415,14632,1272,2900,3716,3837,2907,13264,1169,2692,3365,3450,2588,772,56,166,206,189,155,355,22,18,84,100,131,83,0,5,4,49,25,158,25,19,57,49,8
8600000US11416,11416, 11416,17979,4201,6022,4085,2773,898,16528,3856,5519,3824,2545,784,918,147,358,153,187,73,291,133,62,55,27,14,64,0,15,31,0,18,178,65,68,22,14,9
8600000US11417,11417, 11417,21766,4790,6638,5277,3479,1582,19710,4264,6109,4833,3109,1395,1226,297,354,307,169,99,363,99,114,72,28,50,217,35,6,52,94,30,250,95,55,13,79,8
8600000US11418,11418, 11418,25734,5822,7274,5491,4549,2598,23192,5475,6547,4924,3936,2310,1602,232,511,388,380,91,460,72,121,79,99,89,247,8,50,64,95,30,233,35,45,36,39,78
8600000US11419,11419, 11419,35795,10153,11733,6905,5241,1763,33333,9356,10891,6508,4930,1648,1493,474,508,304,135,72,327,97,119,27,73,11,186,19,94,25,38,10,456,207,121,41,65,22
8600000US11420,11420, 11420,33631,8847,10792,7898,4543,1551,31930,8353,10224,7507,4389,1457,890,216,356,222,76,20,383,116,151,43,41,32,160,0,11,83,31,35,268,162,50,43,6,7
8600000US11421,11421, 11421,29531,7182,8949,7043,4622,1735,26844,6372,8063,6614,4227,1568,1417,341,404,323,267,82,875,294,399,96,48,38,128,27,43,10,42,6,267,148,40,0,38,41
8600000US11422,11422, 11422,23167,2581,6557,7654,4061,2314,21621,2451,5938,7245,3725,2262,766,46,220,229,249,22,467,0,280,104,69,14,101,27,0,40,18,16,212,57,119,36,0,0
8600000US11423,11423, 11423,22986,3901,6638,5908,4539,2000,21809,3626,6383,5617,4333,1850,642,121,143,188,117,73,347,113,96,49,81,8,34,0,0,9,0,25,154,41,16,45,8,44
8600000US11424,11424, 11424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11425,11425, 11425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11426,11426, 11426,14676,1694,4300,2900,3202,2580,13609,1549,3985,2752,2946,2377,734,118,262,98,125,131,206,0,8,40,104,54,42,0,8,0,16,18,85,27,37,10,11,0
8600000US11427,11427, 11427,17311,2406,4787,4579,3424,2115,16108,2146,4488,4248,3231,1995,931,164,260,280,140,87,155,66,18,42,8,21,20,4,0,9,7,0,97,26,21,0,38,12
8600000US11428,11428, 11428,14066,2324,4944,4212,1714,872,13112,2121,4592,3946,1622,831,687,127,302,190,38,30,157,19,46,38,50,4,41,18,0,19,4,0,69,39,4,19,0,7
8600000US11429,11429, 11429,19524,2726,5567,6540,3088,1603,18379,2506,5247,6170,2922,1534,663,112,208,173,132,38,179,26,25,83,14,31,139,0,53,86,0,0,164,82,34,28,20,0
8600000US11430,11430, 11430,155,57,59,34,5,0,38,14,17,7,0,0,28,21,0,7,0,0,83,16,42,20,5,0,6,6,0,0,0,0,0,0,0,0,0,0
8600000US11432,11432, 11432,42167,9173,9779,8439,9366,5410,37759,8066,8647,7680,8493,4873,2715,799,658,447,490,321,715,157,180,132,162,84,218,28,6,48,42,94,760,123,288,132,179,38
8600000US11433,11433, 11433,23296,5275,8056,5807,2819,1339,21011,4625,7287,5312,2574,1213,1385,576,488,274,21,26,553,43,223,135,86,66,51,16,21,5,9,0,296,15,37,81,129,34
8600000US11434,11434, 11434,45257,6071,14957,14508,6849,2872,41802,5639,13776,13420,6364,2603,2242,284,620,785,308,245,876,141,371,208,132,24,235,0,110,80,45,0,102,7,80,15,0,0
8600000US11435,11435, 11435,41841,9740,10749,9949,7574,3829,38360,9157,10000,9068,6844,3291,2371,365,551,544,563,348,560,87,123,150,85,115,185,37,19,58,24,47,365,94,56,129,58,28
8600000US11436,11436, 11436,14063,2756,4869,3977,1631,830,13062,2472,4573,3725,1502,790,493,106,178,106,86,17,408,145,74,143,23,23,58,20,38,0,0,0,42,13,6,3,20,0
8600000US11451,11451, 11451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11501,11501, 11501,14556,1336,3267,3867,3423,2663,13779,1325,3222,3703,3155,2374,396,0,30,118,136,112,169,0,0,22,41,106,143,0,0,24,64,55,69,11,15,0,27,16
8600000US11507,11507, 11507,5272,473,927,1004,1281,1587,5119,455,890,971,1259,1544,78,18,16,19,0,25,54,0,10,14,22,8,0,0,0,0,0,0,21,0,11,0,0,10
8600000US11509,11509, 11509,1682,39,329,395,471,448,1506,39,258,359,444,406,106,0,53,22,14,17,60,0,18,14,13,15,10,0,0,0,0,10,0,0,0,0,0,0
8600000US11510,11510, 11510,22954,1785,5226,7071,5354,3518,21932,1733,5101,6621,5081,3396,513,11,79,180,186,57,325,14,9,198,53,51,122,27,27,52,16,0,62,0,10,20,18,14
8600000US11514,11514, 11514,3378,431,942,735,810,460,3106,415,811,717,783,380,195,16,131,18,0,30,46,0,0,0,27,19,18,0,0,0,0,18,13,0,0,0,0,13
8600000US11516,11516, 11516,4291,193,998,927,917,1256,3861,144,779,871,898,1169,281,49,102,49,19,62,128,0,117,0,0,11,7,0,0,7,0,0,14,0,0,0,0,14
8600000US11518,11518, 11518,7041,216,1827,2076,1521,1401,6327,216,1613,1811,1315,1372,508,0,174,173,148,13,206,0,40,92,58,16,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11520,11520, 11520,29405,5752,8849,6624,4881,3299,27976,5400,8526,6305,4520,3225,1097,333,256,264,194,50,238,8,49,53,105,23,47,0,4,2,41,0,47,11,14,0,21,1
8600000US11530,11530, 11530,18351,495,2186,3183,6604,5883,17129,492,2012,3018,6150,5457,666,0,72,87,208,299,392,0,39,55,193,105,132,0,63,23,39,7,32,3,0,0,14,15
8600000US11542,11542, 11542,19411,3540,5173,3398,4049,3251,17843,3338,4870,3055,3587,2993,768,148,141,150,211,118,391,22,69,107,124,69,307,32,55,61,123,36,102,0,38,25,4,35
8600000US11545,11545, 11545,8827,288,1264,1316,2908,3051,8489,288,1224,1250,2793,2934,199,0,23,42,51,83,108,0,13,15,57,23,28,0,4,9,7,8,3,0,0,0,0,3
8600000US11547,11547, 11547,389,6,29,109,106,139,389,6,29,109,106,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11548,11548, 11548,1370,54,224,265,366,461,1246,54,190,232,335,435,34,0,34,0,0,0,14,0,0,0,0,14,9,0,0,0,0,9,67,0,0,33,31,3
8600000US11549,11549, 11549,46,0,13,0,16,17,26,0,7,0,13,6,0,0,0,0,0,0,6,0,6,0,0,0,11,0,0,0,0,11,3,0,0,0,3,0
8600000US11550,11550, 11550,36871,10854,10340,8406,4335,2936,34062,9970,9557,7677,4133,2725,1892,723,539,442,84,104,663,65,206,234,72,86,129,31,38,20,27,13,125,65,0,33,19,8
8600000US11552,11552, 11552,16649,1560,4215,4773,3338,2763,15648,1484,4012,4359,3168,2625,367,37,93,117,63,57,417,6,98,204,52,57,138,0,5,78,55,0,79,33,7,15,0,24
8600000US11553,11553, 11553,16501,3749,5269,3999,2333,1151,15504,3436,4992,3744,2199,1133,451,160,162,111,0,18,411,128,98,105,80,0,89,12,12,33,32,0,46,13,5,6,22,0
8600000US11554,11554, 11554,27114,2418,7554,6814,5568,4760,24635,1992,6574,6355,5269,4445,908,38,282,265,148,175,1180,295,506,176,113,90,241,75,88,18,10,50,150,18,104,0,28,0
8600000US11556,11556, 11556,10,0,4,0,0,6,10,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11557,11557, 11557,5555,236,1056,1180,1559,1524,5445,227,1043,1166,1505,1504,47,9,10,14,3,11,11,0,0,0,8,3,31,0,0,0,28,3,21,0,3,0,15,3
8600000US11558,11558, 11558,6431,680,2082,1863,998,808,5828,621,1922,1725,891,669,485,59,130,105,61,130,86,0,19,12,46,9,21,0,0,21,0,0,11,0,11,0,0,0
8600000US11559,11559, 11559,4961,361,434,1058,1326,1782,4698,293,382,1058,1297,1668,172,21,50,0,15,86,44,0,2,0,14,28,0,0,0,0,0,0,47,47,0,0,0,0
8600000US11560,11560, 11560,4356,375,772,867,1370,972,4120,374,739,807,1287,913,139,0,10,50,38,41,56,1,2,10,37,6,41,0,21,0,8,12,0,0,0,0,0,0
8600000US11561,11561, 11561,29027,1761,5996,6594,7558,7118,24825,1653,5265,5618,6169,6120,3185,103,553,816,944,769,655,5,110,37,333,170,335,0,68,123,88,56,27,0,0,0,24,3
8600000US11563,11563, 11563,15857,944,4247,4081,3748,2837,14598,894,3980,3747,3371,2606,567,20,133,122,210,82,572,1,104,185,167,115,86,29,30,27,0,0,34,0,0,0,0,34
8600000US11565,11565, 11565,6402,296,1358,1439,1741,1568,6185,246,1358,1410,1687,1484,103,50,0,0,10,43,95,0,0,29,44,22,10,0,0,0,0,10,9,0,0,0,0,9
8600000US11566,11566, 11566,23619,1023,3903,5342,6850,6501,22497,995,3726,5203,6367,6206,720,11,103,72,311,223,293,4,56,41,148,44,54,13,10,0,16,15,55,0,8,26,8,13
8600000US11568,11568, 11568,2333,43,255,266,776,993,2251,43,242,261,750,955,59,0,6,0,15,38,18,0,7,0,11,0,1,0,0,1,0,0,4,0,0,4,0,0
8600000US11569,11569, 11569,839,9,167,277,213,173,750,9,147,229,192,173,59,0,20,18,21,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11570,11570, 11570,18786,842,3628,3539,5458,5319,17596,806,3357,3342,5117,4974,872,20,227,153,199,273,221,5,16,44,108,48,86,0,28,0,34,24,11,11,0,0,0,0
8600000US11572,11572, 11572,20848,1086,5547,4949,5196,4070,19786,879,5371,4617,5017,3902,715,118,120,258,145,74,206,1,31,74,27,73,46,0,25,0,7,14,95,88,0,0,0,7
8600000US11575,11575, 11575,11092,2908,3496,2768,1238,682,10539,2793,3384,2596,1143,623,362,39,40,160,78,45,147,32,72,12,17,14,0,0,0,0,0,0,44,44,0,0,0,0
8600000US11576,11576, 11576,8858,239,915,1297,2924,3483,8286,220,788,1222,2819,3237,310,0,70,15,58,167,179,0,55,45,26,53,58,19,2,15,16,6,25,0,0,0,5,20
8600000US11577,11577, 11577,8920,427,1138,1393,2976,2986,8135,372,943,1221,2805,2794,274,7,123,29,56,59,351,15,45,110,78,103,102,6,11,28,37,20,58,27,16,5,0,10
8600000US11579,11579, 11579,3654,74,422,760,1114,1284,3333,74,414,689,982,1174,201,0,8,40,88,65,93,0,0,27,36,30,27,0,0,4,8,15,0,0,0,0,0,0
8600000US11580,11580, 11580,30528,3095,7439,8845,6672,4477,28358,2813,6931,8171,6300,4143,850,49,274,281,143,103,805,50,156,267,180,152,319,183,0,53,29,54,196,0,78,73,20,25
8600000US11581,11581, 11581,14301,1001,3177,3404,3640,3079,13535,950,3046,3215,3430,2894,344,51,38,125,62,68,306,0,58,51,126,71,116,0,35,13,22,46,0,0,0,0,0,0
8600000US11590,11590, 11590,33170,5025,8172,7739,6947,5287,30935,4847,7678,7242,6481,4687,1356,121,335,318,290,292,703,32,100,156,161,254,113,11,40,17,15,30,63,14,19,6,0,24
8600000US11596,11596, 11596,7220,447,1341,1604,1901,1927,7001,447,1309,1582,1777,1886,56,0,4,8,24,20,134,0,28,7,87,12,7,0,0,7,0,0,22,0,0,0,13,9
8600000US11598,11598, 11598,8213,401,1021,1588,2061,3142,7741,343,942,1490,1936,3030,199,45,3,26,44,81,246,13,76,59,68,30,1,0,0,0,0,1,26,0,0,13,13,0
8600000US11691,11691, 11691,39593,10756,10271,9376,5590,3600,35762,9572,9397,8446,5046,3301,2110,717,576,447,211,159,1359,395,266,373,243,82,230,55,32,62,43,38,132,17,0,48,47,20
8600000US11692,11692, 11692,12670,3108,3276,3454,1946,886,11317,2686,2977,3139,1736,779,667,228,137,184,95,23,487,167,107,85,87,41,70,0,0,34,0,36,129,27,55,12,28,7
8600000US11693,11693, 11693,8492,1532,2472,2331,1283,874,8129,1419,2409,2281,1181,839,147,53,33,22,31,8,210,60,24,28,71,27,0,0,0,0,0,0,6,0,6,0,0,0
8600000US11694,11694, 11694,15887,1794,3542,4093,3710,2748,14840,1641,3340,3784,3451,2624,561,105,96,158,149,53,353,48,73,107,65,60,88,0,33,44,0,11,45,0,0,0,45,0
8600000US11697,11697, 11697,2599,76,540,732,685,566,2459,76,530,692,645,516,63,0,10,15,24,14,35,0,0,16,0,19,42,0,0,9,16,17,0,0,0,0,0,0
8600000US11701,11701, 11701,19591,3163,6527,5187,3004,1710,18163,2926,6023,4847,2809,1558,443,40,98,151,90,64,746,180,311,167,51,37,162,9,95,7,0,51,77,8,0,15,54,0
8600000US11702,11702, 11702,10300,380,2319,2571,2682,2348,9336,371,2173,2400,2367,2025,548,9,113,89,154,183,258,0,14,27,111,106,147,0,19,55,39,34,11,0,0,0,11,0
8600000US11703,11703, 11703,11427,719,4293,3185,1876,1354,10683,653,4120,2890,1754,1266,476,41,128,193,46,68,238,25,19,98,76,20,26,0,26,0,0,0,4,0,0,4,0,0
8600000US11704,11704, 11704,28466,3140,10319,8009,4607,2391,26254,2772,9661,7345,4234,2242,1444,242,412,515,184,91,570,109,180,108,132,41,124,17,58,33,13,3,74,0,8,8,44,14
8600000US11705,11705, 11705,5258,271,957,1617,1200,1213,4990,259,912,1584,1091,1144,150,12,15,26,59,38,21,0,7,7,0,7,23,0,23,0,0,0,74,0,0,0,50,24
8600000US11706,11706, 11706,44030,8148,12900,11779,6236,4967,40427,7419,11713,10855,5781,4659,2752,498,1046,752,300,156,357,65,99,60,94,39,311,145,29,38,46,53,183,21,13,74,15,60
8600000US11709,11709, 11709,4992,234,1249,1297,1123,1089,4841,224,1200,1277,1083,1057,87,5,38,1,23,20,34,5,0,0,17,12,30,0,11,19,0,0,0,0,0,0,0,0
8600000US11710,11710, 11710,24133,1393,5764,5252,6391,5333,22842,1296,5419,5006,6031,5090,947,68,278,159,251,191,185,16,24,54,56,35,113,0,43,0,53,17,46,13,0,33,0,0
8600000US11713,11713, 11713,6214,827,1932,1733,855,867,5980,827,1881,1627,832,813,184,0,51,96,17,20,28,0,0,10,4,14,11,0,0,0,0,11,11,0,0,0,2,9
8600000US11714,11714, 11714,16255,1127,4813,3998,3986,2331,15162,960,4556,3835,3679,2132,626,110,150,158,168,40,384,50,94,0,81,159,7,7,0,0,0,0,76,0,13,5,58,0
8600000US11715,11715, 11715,3204,141,830,810,728,695,3031,141,791,783,687,629,131,0,39,11,19,62,38,0,0,16,22,0,4,0,0,0,0,4,0,0,0,0,0,0
8600000US11716,11716, 11716,6735,485,2297,2108,954,891,6274,450,2204,1946,866,808,324,29,83,151,61,0,59,0,0,11,27,21,78,6,10,0,0,62,0,0,0,0,0,0
8600000US11717,11717, 11717,39922,12203,14100,8442,3585,1592,37735,11351,13296,8099,3447,1542,1410,485,595,222,69,39,319,128,70,76,39,6,186,80,72,18,14,2,272,159,67,27,16,3
8600000US11718,11718, 11718,2202,69,374,466,649,644,2051,47,321,460,608,615,140,22,48,0,41,29,11,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11719,11719, 11719,2560,416,643,643,406,452,2294,361,582,559,367,425,244,55,61,77,32,19,22,0,0,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11720,11720, 11720,19299,1600,5886,5759,3490,2564,18123,1501,5557,5483,3239,2343,833,59,281,247,159,87,122,4,48,19,40,11,147,10,0,8,6,123,74,26,0,2,46,0
8600000US11721,11721, 11721,4270,75,573,1060,1281,1281,4127,75,561,1023,1250,1218,80,0,12,14,15,39,56,0,0,16,16,24,7,0,0,7,0,0,0,0,0,0,0,0
8600000US11722,11722, 11722,21884,5511,7316,5565,2241,1251,20326,5326,6644,5068,2081,1207,1246,114,560,466,75,31,190,71,96,0,14,9,66,0,0,31,31,4,56,0,16,0,40,0
8600000US11724,11724, 11724,2249,45,194,196,882,932,1995,45,191,159,796,804,88,0,3,11,49,25,76,0,0,26,22,28,19,0,0,0,9,10,71,0,0,0,6,65
8600000US11725,11725, 11725,21189,792,4861,5430,5667,4439,19916,740,4552,5125,5312,4187,794,42,247,200,164,141,408,0,54,89,166,99,55,10,0,8,25,12,16,0,8,8,0,0
8600000US11726,11726, 11726,14096,3066,5012,3386,1782,850,13079,2988,4727,3022,1583,759,357,24,126,73,95,39,573,54,159,239,69,52,22,0,0,22,0,0,65,0,0,30,35,0
8600000US11727,11727, 11727,21049,1680,5950,6236,4187,2996,19232,1567,5644,5426,3921,2674,1123,58,217,572,166,110,278,55,46,161,0,16,371,0,43,64,78,186,45,0,0,13,22,10
8600000US11729,11729, 11729,19216,1996,6326,5495,3436,1963,18164,1825,6058,5210,3196,1875,474,46,176,125,94,33,391,92,28,136,95,40,120,33,31,12,39,5,67,0,33,12,12,10
8600000US11730,11730, 11730,9260,434,2547,2379,1962,1938,8808,422,2471,2307,1795,1813,298,6,71,46,86,89,49,6,5,0,38,0,89,0,0,10,43,36,16,0,0,16,0,0
8600000US11731,11731, 11731,20711,937,5021,5272,5380,4101,20003,887,4894,5096,5132,3994,488,8,105,123,178,74,143,11,22,42,40,28,30,0,0,11,14,5,47,31,0,0,16,0
8600000US11732,11732, 11732,2657,132,547,499,673,806,2496,132,476,438,664,786,131,0,71,47,0,13,23,0,0,7,9,7,7,0,0,7,0,0,0,0,0,0,0,0
8600000US11733,11733, 11733,11652,456,1709,2200,2977,4310,10811,366,1654,2077,2667,4047,610,58,36,109,207,200,92,5,19,7,53,8,54,2,0,0,24,28,85,25,0,7,26,27
8600000US11735,11735, 11735,23725,1560,7071,6697,5097,3300,22412,1399,6612,6299,4954,3148,726,59,293,231,62,81,369,71,89,116,40,53,113,0,30,29,36,18,105,31,47,22,5,0
8600000US11738,11738, 11738,11679,974,4000,3751,1836,1118,11306,951,3903,3652,1747,1053,294,13,95,99,40,47,59,10,0,0,49,0,20,0,2,0,0,18,0,0,0,0,0,0
8600000US11739,11739, 11739,694,9,132,157,142,254,661,9,129,157,137,229,13,0,0,0,0,13,10,0,3,0,0,7,10,0,0,0,5,5,0,0,0,0,0,0
8600000US11740,11740, 11740,6123,257,1217,1422,1824,1403,5779,196,1091,1335,1787,1370,182,33,52,65,22,10,83,0,32,13,15,23,70,19,42,9,0,0,9,9,0,0,0,0
8600000US11741,11741, 11741,19071,954,5923,5933,3654,2607,18209,921,5611,5748,3437,2492,567,16,225,109,145,72,171,17,76,40,17,21,81,0,11,19,29,22,43,0,0,17,26,0
8600000US11742,11742, 11742,9129,575,2709,3181,1548,1116,8862,515,2623,3078,1540,1106,219,44,83,74,8,10,25,13,0,12,0,0,23,3,3,17,0,0,0,0,0,0,0,0
8600000US11743,11743, 11743,29905,1485,5147,6383,8307,8583,28305,1390,4876,6087,7958,7994,738,95,209,133,144,157,440,0,47,64,126,203,289,0,7,76,64,142,133,0,8,23,15,87
8600000US11746,11746, 11746,46737,5381,9916,9921,11297,10222,43868,5049,9329,9274,10669,9547,1355,177,322,323,241,292,997,58,163,222,329,225,325,39,23,102,16,145,192,58,79,0,42,13
8600000US11747,11747, 11747,14266,560,2641,3043,4193,3829,13211,459,2421,2965,3846,3520,533,66,122,37,231,77,438,35,79,29,108,187,50,0,19,12,0,19,34,0,0,0,8,26
8600000US11749,11749, 11749,2351,284,787,749,372,159,2226,261,750,708,366,141,95,15,22,34,6,18,15,8,0,7,0,0,7,0,7,0,0,0,8,0,8,0,0,0
8600000US11751,11751, 11751,10201,805,2815,2719,2291,1571,9717,736,2746,2584,2161,1490,360,43,66,130,96,25,90,17,3,1,34,35,34,9,0,4,0,21,0,0,0,0,0,0
8600000US11752,11752, 11752,6356,523,2280,1879,1085,589,6073,512,2175,1800,1006,580,201,0,79,68,45,9,8,0,0,0,8,0,74,11,26,11,26,0,0,0,0,0,0,0
8600000US11753,11753, 11753,8681,203,715,1317,3183,3263,8124,194,654,1279,2920,3077,236,0,49,38,74,75,130,9,0,0,45,76,32,0,12,0,20,0,159,0,0,0,124,35
8600000US11754,11754, 11754,13195,701,3121,3506,3281,2586,12489,615,3011,3335,3105,2423,521,44,99,122,134,122,139,26,0,30,42,41,11,0,11,0,0,0,35,16,0,19,0,0
8600000US11755,11755, 11755,8676,508,2293,2521,1814,1540,8252,473,2221,2400,1718,1440,284,21,67,82,66,48,69,9,5,33,0,22,61,5,0,6,20,30,10,0,0,0,10,0
8600000US11756,11756, 11756,30325,2562,9377,8748,5817,3821,28594,2252,9092,8218,5491,3541,911,101,211,289,170,140,563,164,58,120,146,75,151,17,16,63,0,55,106,28,0,58,10,10
8600000US11757,11757, 11757,31494,3393,11285,9817,4466,2533,29471,3094,10662,9197,4103,2415,1336,215,341,381,295,104,509,50,214,178,57,10,120,24,24,61,11,0,58,10,44,0,0,4
8600000US11758,11758, 11758,38758,1735,10609,10609,9550,6255,36822,1612,10116,10184,9009,5901,1035,52,222,257,298,206,643,30,203,141,175,94,167,17,68,14,35,33,91,24,0,13,33,21
8600000US11762,11762, 11762,15673,569,4320,4106,3856,2822,15121,568,4232,3989,3689,2643,207,0,23,42,69,73,299,1,19,75,98,106,31,0,31,0,0,0,15,0,15,0,0,0
8600000US11763,11763, 11763,19276,1853,6400,5926,3255,1842,18182,1771,6026,5635,3083,1667,851,50,301,257,110,133,163,12,51,34,36,30,46,20,0,0,26,0,34,0,22,0,0,12
8600000US11764,11764, 11764,8186,182,1797,2447,1837,1923,7735,162,1743,2264,1758,1808,341,0,50,141,65,85,93,20,4,25,14,30,0,0,0,0,0,0,17,0,0,17,0,0
8600000US11765,11765, 11765,516,13,50,71,197,185,482,13,47,67,180,175,21,0,3,4,7,7,2,0,0,0,2,0,5,0,0,0,5,0,6,0,0,0,3,3
8600000US11766,11766, 11766,8559,488,1877,2601,2050,1543,8252,401,1828,2549,1950,1524,223,71,36,36,61,19,32,16,0,9,7,0,21,0,5,7,9,0,31,0,8,0,23,0
8600000US11767,11767, 11767,10458,615,2538,2580,2496,2229,10161,589,2422,2569,2448,2133,245,19,110,11,22,83,13,7,6,0,0,0,26,0,0,0,26,0,13,0,0,0,0,13
8600000US11768,11768, 11768,15543,343,2706,3650,4672,4172,14650,297,2594,3378,4478,3903,519,25,23,233,122,116,220,2,65,15,44,94,78,19,11,8,28,12,76,0,13,16,0,47
8600000US11769,11769, 11769,6312,358,1463,2334,1067,1090,5981,292,1379,2201,1034,1075,286,58,84,115,22,7,29,0,0,18,11,0,0,0,0,0,0,0,16,8,0,0,0,8
8600000US11770,11770, 11770,45,4,5,13,15,8,45,4,5,13,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11771,11771, 11771,6956,426,1430,1166,2202,1732,6453,420,1325,1081,2041,1586,322,3,83,53,90,93,110,3,17,29,32,29,61,0,0,0,39,22,10,0,5,3,0,2
8600000US11772,11772, 11772,31890,4376,10246,9083,4703,3482,30270,4198,9692,8688,4453,3239,1260,145,425,353,182,155,214,21,101,30,22,40,106,0,18,12,46,30,40,12,10,0,0,18
8600000US11776,11776, 11776,16821,1519,4816,4706,3356,2424,15856,1433,4657,4472,3096,2198,652,67,120,174,154,137,147,4,24,27,57,35,113,0,15,9,35,54,53,15,0,24,14,0
8600000US11777,11777, 11777,6573,133,1068,1375,1296,2701,6037,128,991,1286,1157,2475,345,5,53,89,120,78,35,0,17,0,9,9,84,0,7,0,0,77,72,0,0,0,10,62
8600000US11778,11778, 11778,7891,487,2162,2469,1363,1410,7613,485,2076,2406,1288,1358,200,2,74,48,45,31,23,0,2,5,6,10,35,0,0,0,24,11,20,0,10,10,0,0
8600000US11779,11779, 11779,26449,1873,8403,8406,4645,3122,24618,1778,8000,7914,4175,2751,1263,72,281,356,319,235,291,23,69,33,98,68,191,0,53,24,53,61,86,0,0,79,0,7
