Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Estimate; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Less than high school graduate,Estimate; Total: - Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Total: - Same house 1 year ago: - Some college or associate's degree,Estimate; Total: - Same house 1 year ago: - Bachelor's degree,Estimate; Total: - Same house 1 year ago: - Graduate or professional degree,Estimate; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Less than high school graduate,Estimate; Total: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total: - Moved within same county: - Some college or associate's degree,Estimate; Total: - Moved within same county: - Bachelor's degree,Estimate; Total: - Moved within same county: - Graduate or professional degree,Estimate; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Less than high school graduate,Estimate; Total: - Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different county within same state: - Some college or associate's degree,Estimate; Total: - Moved from different county within same state: - Bachelor's degree,Estimate; Total: - Moved from different county within same state: - Graduate or professional degree,Estimate; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Less than high school graduate,Estimate; Total: - Moved from different state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different state: - Some college or associate's degree,Estimate; Total: - Moved from different state: - Bachelor's degree,Estimate; Total: - Moved from different state: - Graduate or professional degree,Estimate; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Less than high school graduate,Estimate; Total: - Moved from abroad: - High school graduate (includes equivalency),Estimate; Total: - Moved from abroad: - Some college or associate's degree,Estimate; Total: - Moved from abroad: - Bachelor's degree,Estimate; Total: - Moved from abroad: - Graduate or professional degree
8600000US10538,10538, 10538,11046,278,704,1167,3813,5084,10034,240,664,1004,3430,4696,526,0,22,102,275,127,364,36,18,7,87,216,64,0,0,0,21,43,58,2,0,54,0,2
8600000US10541,10541, 10541,18092,1096,5197,4960,4067,2772,16890,1040,4926,4707,3747,2470,419,38,68,85,144,84,704,17,181,133,165,208,63,1,22,19,11,10,16,0,0,16,0,0
8600000US10543,10543, 10543,14434,1862,2529,2615,3632,3796,12778,1745,2292,2430,3130,3181,794,97,150,131,176,240,457,11,29,54,197,166,252,0,58,0,74,120,153,9,0,0,55,89
8600000US10545,10545, 10545,118,0,30,20,29,39,98,0,30,11,29,28,9,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0
8600000US10546,10546, 10546,962,43,72,138,262,447,935,41,72,138,262,422,10,2,0,0,0,8,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10547,10547, 10547,5158,419,1184,1438,1196,921,4717,375,1143,1300,1113,786,248,25,23,91,4,105,151,19,18,47,37,30,42,0,0,0,42,0,0,0,0,0,0,0
8600000US10548,10548, 10548,2525,149,713,760,559,344,2281,131,668,666,514,302,154,0,26,63,31,34,79,18,8,31,14,8,11,0,11,0,0,0,0,0,0,0,0,0
8600000US10549,10549, 10549,11300,1545,1829,1898,2843,3185,10136,1253,1637,1664,2655,2927,904,271,121,201,113,198,144,0,24,25,52,43,32,0,0,0,15,17,84,21,47,8,8,0
8600000US10550,10550, 10550,24412,4803,8348,6652,3010,1599,22108,4302,7598,6012,2717,1479,1317,338,520,336,102,21,568,78,165,217,83,25,266,28,40,49,100,49,153,57,25,38,8,25
8600000US10552,10552, 10552,15711,1665,3797,3808,3544,2897,14466,1603,3355,3613,3171,2724,629,36,215,109,176,93,418,9,187,55,129,38,111,8,30,0,40,33,87,9,10,31,28,9
8600000US10553,10553, 10553,7510,1126,1739,2265,1501,879,6932,975,1577,2131,1419,830,346,106,73,95,34,38,45,0,13,30,0,2,60,0,42,9,0,9,127,45,34,0,48,0
8600000US10560,10560, 10560,3541,148,623,654,1357,759,3222,136,554,577,1245,710,149,12,35,56,18,28,104,0,21,11,51,21,55,0,13,10,32,0,11,0,0,0,11,0
8600000US10562,10562, 10562,23024,4593,5139,4644,4555,4093,20962,4317,4645,4243,4098,3659,1579,158,464,346,285,326,312,97,14,47,82,72,136,1,9,8,90,28,35,20,7,0,0,8
8600000US10566,10566, 10566,16780,3606,4980,3624,2606,1964,14627,3198,4220,3220,2233,1756,1476,271,546,308,247,104,485,45,196,92,91,61,91,0,9,4,35,43,101,92,9,0,0,0
8600000US10567,10567, 10567,14081,894,2950,3459,3806,2972,13045,737,2679,3140,3620,2869,430,70,145,37,123,55,482,87,126,187,42,40,101,0,0,80,21,0,23,0,0,15,0,8
8600000US10570,10570, 10570,7786,279,830,1498,2426,2753,7380,279,813,1428,2245,2615,245,0,3,57,98,87,60,0,0,0,25,35,67,0,14,13,40,0,34,0,0,0,18,16
8600000US10573,10573, 10573,26656,6515,6303,4843,5033,3962,23209,5805,5295,4169,4439,3501,2425,557,739,528,399,202,398,23,71,42,101,161,424,81,153,63,94,33,200,49,45,41,0,65
8600000US10576,10576, 10576,3719,27,338,563,1375,1416,3428,27,338,495,1204,1364,84,0,0,39,25,20,132,0,0,19,101,12,75,0,0,10,45,20,0,0,0,0,0,0
8600000US10577,10577, 10577,1778,92,144,266,588,688,1690,78,136,260,555,661,19,0,4,3,12,0,15,0,4,3,0,8,40,0,0,0,21,19,14,14,0,0,0,0
8600000US10578,10578, 10578,523,0,42,214,159,108,493,0,42,204,159,88,20,0,0,10,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10579,10579, 10579,6475,418,1716,1709,1581,1051,6133,397,1673,1591,1485,987,103,21,30,0,38,14,225,0,13,118,44,50,0,0,0,0,0,0,14,0,0,0,14,0
8600000US10580,10580, 10580,11156,456,956,1447,4136,4161,10297,437,884,1362,3786,3828,252,15,49,19,83,86,293,0,5,18,146,124,142,0,9,20,41,72,172,4,9,28,80,51
8600000US10583,10583, 10583,26767,844,2170,2781,8144,12828,24657,721,2034,2675,7303,11924,595,21,45,66,240,223,815,0,36,17,328,434,332,11,19,18,156,128,368,91,36,5,117,119
8600000US10588,10588, 10588,2175,208,517,639,519,292,2149,208,515,639,497,290,24,0,0,0,22,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
8600000US10589,10589, 10589,7405,287,1181,1506,2340,2091,6666,259,1050,1273,2090,1994,362,10,86,99,133,34,201,18,12,71,74,26,133,0,19,63,43,8,43,0,14,0,0,29
8600000US10590,10590, 10590,4823,116,662,889,1699,1457,4565,106,637,862,1611,1349,111,10,13,15,25,48,27,0,0,0,0,27,120,0,12,12,63,33,0,0,0,0,0,0
8600000US10591,10591, 10591,16504,2650,2918,3197,3701,4038,14947,2570,2511,3008,3318,3540,1045,60,286,152,253,294,227,20,24,13,40,130,208,0,42,13,90,63,77,0,55,11,0,11
8600000US10594,10594, 10594,3447,380,698,716,920,733,3128,357,628,621,826,696,255,23,70,90,62,10,48,0,0,5,16,27,16,0,0,0,16,0,0,0,0,0,0,0
8600000US10595,10595, 10595,5830,695,1477,1161,1251,1246,4334,408,1041,908,1017,960,943,209,320,216,91,107,319,75,96,37,38,73,164,3,20,0,71,70,70,0,0,0,34,36
8600000US10596,10596, 10596,930,94,301,285,149,101,806,94,255,237,126,94,81,0,24,27,23,7,43,0,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10597,10597, 10597,703,0,0,41,249,413,703,0,0,41,249,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10598,10598, 10598,20600,1025,4205,4804,5125,5441,19345,906,3888,4400,4952,5199,692,1,193,221,93,184,395,118,51,122,70,34,121,0,40,61,10,10,47,0,33,0,0,14
8600000US10601,10601, 10601,8544,1197,1014,1677,2368,2288,6853,1033,842,1444,1765,1769,943,112,124,142,346,219,358,34,48,47,86,143,262,14,0,0,107,141,128,4,0,44,64,16
8600000US10603,10603, 10603,12709,964,2272,2926,3434,3113,11494,922,2053,2729,3127,2663,682,27,86,82,209,278,277,11,14,109,30,113,130,0,53,0,47,30,126,4,66,6,21,29
8600000US10604,10604, 10604,7715,822,1915,1641,1870,1467,6858,769,1722,1462,1609,1296,546,6,185,101,112,142,123,47,8,44,24,0,48,0,0,8,40,0,140,0,0,26,85,29
8600000US10605,10605, 10605,13107,1153,2154,2197,3353,4250,11803,1082,1889,2095,3004,3733,634,37,144,29,207,217,330,9,95,52,75,99,216,0,26,21,53,116,124,25,0,0,14,85
8600000US10606,10606, 10606,11955,2413,2223,2356,2884,2079,10381,2012,2026,2038,2535,1770,562,237,121,98,38,68,478,83,68,61,157,109,355,50,8,57,133,107,179,31,0,102,21,25
8600000US10607,10607, 10607,5013,549,952,963,1295,1254,4642,456,952,883,1164,1187,236,46,0,46,83,61,60,17,0,34,9,0,41,8,0,0,33,0,34,22,0,0,6,6
8600000US10701,10701, 10701,39389,8826,10701,9089,6090,4683,35594,8039,9503,8383,5526,4143,2432,507,772,556,353,244,1058,205,353,131,177,192,144,24,32,0,18,70,161,51,41,19,16,34
8600000US10703,10703, 10703,14420,2796,3726,3721,2298,1879,12928,2509,3332,3412,2018,1657,1145,229,378,170,211,157,210,6,16,98,42,48,66,0,0,41,20,5,71,52,0,0,7,12
8600000US10704,10704, 10704,23734,2946,6424,7004,4629,2731,21736,2774,5973,6385,4099,2505,903,113,177,364,164,85,855,46,108,217,343,141,102,0,89,13,0,0,138,13,77,25,23,0
8600000US10705,10705, 10705,26905,6739,6925,6718,3714,2809,24467,5858,6605,5994,3413,2597,1373,588,176,492,44,73,625,143,93,132,177,80,165,18,25,44,63,15,275,132,26,56,17,44
8600000US10706,10706, 10706,6276,155,776,807,1927,2611,5641,137,698,745,1667,2394,330,6,54,48,122,100,175,10,12,0,93,60,90,2,0,0,31,57,40,0,12,14,14,0
8600000US10707,10707, 10707,7366,403,1223,1910,1847,1983,6536,389,1045,1640,1728,1734,585,0,178,204,53,150,135,0,0,44,25,66,99,14,0,12,41,32,11,0,0,10,0,1
8600000US10708,10708, 10708,15574,910,2144,2784,4483,5253,14051,809,1929,2579,3993,4741,913,39,184,96,309,285,341,6,31,32,136,136,197,40,0,77,33,47,72,16,0,0,12,44
8600000US10709,10709, 10709,6711,518,978,1533,1798,1884,6024,403,869,1384,1642,1726,326,104,13,79,71,59,258,11,96,70,48,33,63,0,0,0,6,57,40,0,0,0,31,9
8600000US10710,10710, 10710,19697,1969,4782,4669,4913,3364,18333,1876,4568,4287,4617,2985,523,28,134,176,66,119,570,18,20,194,160,178,201,47,50,4,62,38,70,0,10,8,8,44
8600000US10801,10801, 10801,27457,6563,6395,5837,4551,4111,24869,6037,5952,5148,4133,3599,1788,385,391,543,151,318,413,44,43,46,203,77,267,30,9,86,37,105,120,67,0,14,27,12
8600000US10803,10803, 10803,8042,422,1447,1085,2397,2691,7325,388,1356,1035,2169,2377,288,23,44,18,60,143,289,0,0,22,140,127,43,0,0,0,15,28,97,11,47,10,13,16
8600000US10804,10804, 10804,10133,256,756,1059,3224,4838,9347,214,669,970,2911,4583,420,31,63,77,141,108,288,11,24,11,144,98,39,0,0,0,14,25,39,0,0,1,14,24
8600000US10805,10805, 10805,13828,2378,3214,3162,2809,2265,12323,2167,2887,2933,2309,2027,876,160,252,140,191,133,196,51,43,20,72,10,308,0,32,69,112,95,125,0,0,0,125,0
8600000US10901,10901, 10901,16799,1287,3369,4036,3844,4263,15462,1184,3057,3733,3472,4016,806,74,211,199,215,107,318,29,69,32,109,79,208,0,32,67,48,61,5,0,0,5,0,0
8600000US10910,10910, 10910,25,0,0,0,25,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10911,10911, 10911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10913,10913, 10913,3482,229,615,682,1118,838,3292,200,610,665,1060,757,105,10,5,11,32,47,36,0,0,0,11,25,12,0,0,6,6,0,37,19,0,0,9,9
8600000US10914,10914, 10914,349,22,113,109,32,73,349,22,113,109,32,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10915,10915, 10915,75,9,36,30,0,0,75,9,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10916,10916, 10916,2835,181,787,917,646,304,2660,165,753,864,609,269,68,16,5,26,9,12,72,0,17,27,28,0,35,0,12,0,0,23,0,0,0,0,0,0
8600000US10917,10917, 10917,1218,49,437,328,217,187,1218,49,437,328,217,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10918,10918, 10918,8109,427,2174,2759,1701,1048,7476,417,1945,2574,1510,1030,317,10,104,83,102,18,235,0,103,102,30,0,81,0,22,0,59,0,0,0,0,0,0,0
8600000US10919,10919, 10919,932,134,250,274,100,174,925,127,250,274,100,174,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10920,10920, 10920,6097,598,1232,1706,1425,1136,5870,589,1210,1609,1375,1087,107,2,3,64,24,14,72,7,10,22,8,25,2,0,0,2,0,0,46,0,9,9,18,10
8600000US10921,10921, 10921,2575,136,818,927,449,245,2387,125,776,823,418,245,111,11,30,45,25,0,51,0,3,48,0,0,23,0,6,11,6,0,3,0,3,0,0,0
8600000US10922,10922, 10922,1148,112,217,317,235,267,978,48,217,266,191,256,115,64,0,51,0,0,32,0,0,0,32,0,23,0,0,0,12,11,0,0,0,0,0,0
8600000US10923,10923, 10923,5690,812,1369,1892,874,743,4935,644,1134,1664,801,692,578,125,206,168,65,14,81,0,16,47,0,18,46,33,13,0,0,0,50,10,0,13,8,19
8600000US10924,10924, 10924,9351,714,2325,2723,2092,1497,8376,550,2011,2431,1988,1396,518,96,200,118,67,37,229,60,47,95,0,27,199,0,67,58,37,37,29,8,0,21,0,0
8600000US10925,10925, 10925,2979,312,805,1167,420,275,2771,213,787,1153,389,229,129,99,0,14,16,0,8,0,8,0,0,0,71,0,10,0,15,46,0,0,0,0,0,0
8600000US10926,10926, 10926,2366,198,580,709,539,340,2022,186,480,625,447,284,110,6,19,33,35,17,186,6,41,51,49,39,48,0,40,0,8,0,0,0,0,0,0,0
8600000US10927,10927, 10927,7790,2139,2029,1922,1100,600,7086,1952,1836,1720,1040,538,509,152,154,125,54,24,108,6,6,60,6,30,79,29,33,17,0,0,8,0,0,0,0,8
8600000US10928,10928, 10928,2948,136,732,915,633,532,2443,125,673,798,468,379,251,11,49,77,84,30,51,0,10,27,14,0,152,0,0,0,38,114,51,0,0,13,29,9
8600000US10930,10930, 10930,5616,241,918,1708,1361,1388,5269,194,856,1693,1244,1282,156,46,0,4,49,57,89,1,17,11,27,33,102,0,45,0,41,16,0,0,0,0,0,0
8600000US10931,10931, 10931,672,79,183,215,116,79,634,71,177,208,102,76,31,8,6,7,9,1,2,0,0,0,2,0,5,0,0,0,3,2,0,0,0,0,0,0
8600000US10932,10932, 10932,72,0,35,0,17,20,72,0,35,0,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10933,10933, 10933,530,29,97,306,88,10,530,29,97,306,88,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10940,10940, 10940,33178,4351,10769,10711,4481,2866,30473,3933,10012,9759,4148,2621,1673,297,464,590,187,135,731,61,191,345,68,66,293,52,102,17,78,44,8,8,0,0,0,0
8600000US10941,10941, 10941,8785,809,2632,3183,1234,927,7970,696,2479,2871,1079,845,538,75,77,271,51,64,201,38,41,31,91,0,63,0,35,10,0,18,13,0,0,0,13,0
8600000US10950,10950, 10950,23548,3518,6613,6735,3994,2688,22092,3398,6212,6247,3702,2533,794,108,292,255,125,14,478,12,85,191,140,50,159,0,24,42,27,66,25,0,0,0,0,25
8600000US10952,10952, 10952,17877,3040,5479,4049,2588,2721,16303,2733,5023,3699,2412,2436,1038,213,333,230,91,171,193,60,28,52,17,36,188,32,72,27,28,29,155,2,23,41,40,49
8600000US10953,10953, 10953,101,0,24,43,0,34,101,0,24,43,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10954,10954, 10954,17150,1700,3247,4192,4968,3043,15504,1503,2983,3754,4483,2781,978,191,158,270,165,194,466,0,56,81,291,38,113,6,16,43,18,30,89,0,34,44,11,0
8600000US10956,10956, 10956,22199,1295,3038,4829,6610,6427,21017,1124,2879,4546,6353,6115,554,76,70,210,74,124,433,65,65,63,125,115,138,14,0,10,58,56,57,16,24,0,0,17
8600000US10958,10958, 10958,2363,304,615,653,470,321,2181,252,588,607,457,277,57,0,15,17,13,12,119,52,6,29,0,32,0,0,0,0,0,0,6,0,6,0,0,0
8600000US10960,10960, 10960,11158,957,1802,2264,3159,2976,10063,850,1682,2027,2793,2711,514,62,76,109,117,150,184,0,24,43,65,52,316,0,20,63,184,49,81,45,0,22,0,14
8600000US10962,10962, 10962,4230,409,928,885,1140,868,3966,391,891,770,1103,811,155,1,20,89,5,40,92,17,17,26,32,0,9,0,0,0,0,9,8,0,0,0,0,8
8600000US10963,10963, 10963,3308,376,1384,1107,272,169,2848,352,1162,928,241,165,152,23,76,40,13,0,175,1,74,78,18,4,133,0,72,61,0,0,0,0,0,0,0,0
8600000US10964,10964, 10964,1023,57,210,263,225,268,901,40,185,252,211,213,35,0,9,11,0,15,40,0,0,0,0,40,17,17,0,0,0,0,30,0,16,0,14,0
8600000US10965,10965, 10965,10117,987,1700,3068,2363,1999,9689,910,1643,2995,2259,1882,348,77,30,51,93,97,80,0,27,22,11,20,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10968,10968, 10968,1845,101,251,205,624,664,1545,68,241,205,498,533,192,17,10,0,54,111,44,16,0,0,8,20,64,0,0,0,64,0,0,0,0,0,0,0
8600000US10969,10969, 10969,895,52,387,257,127,72,855,42,378,257,116,62,30,0,9,0,11,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
8600000US10970,10970, 10970,6995,702,1453,1919,1679,1242,6004,546,1370,1675,1374,1039,560,140,78,221,45,76,306,1,5,5,235,60,104,0,0,18,19,67,21,15,0,0,6,0
8600000US10973,10973, 10973,1475,58,427,538,262,190,1389,23,392,538,246,190,77,26,35,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0
8600000US10974,10974, 10974,2150,132,480,717,495,326,2006,118,458,626,483,321,93,0,18,67,8,0,31,14,4,4,4,5,5,0,0,5,0,0,15,0,0,15,0,0
8600000US10975,10975, 10975,210,0,56,95,49,10,191,0,56,84,41,10,0,0,0,0,0,0,19,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10976,10976, 10976,1676,205,380,324,342,425,1493,196,310,282,317,388,113,0,37,33,14,29,35,9,9,9,0,8,22,0,11,0,11,0,13,0,13,0,0,0
8600000US10977,10977, 10977,34769,8496,9953,8342,4846,3132,32008,7676,9025,7706,4627,2974,1825,601,629,435,81,79,305,40,176,46,17,26,263,28,65,63,69,38,368,151,58,92,52,15
8600000US10979,10979, 10979,192,0,32,160,0,0,192,0,32,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10980,10980, 10980,9506,632,2806,2859,1679,1530,8921,577,2680,2603,1632,1429,399,55,109,195,21,19,131,0,0,53,15,63,47,0,17,0,11,19,8,0,0,8,0,0
8600000US10983,10983, 10983,3902,321,721,827,1190,843,3769,321,699,794,1180,775,80,0,12,25,0,43,23,0,0,8,0,15,30,0,10,0,10,10,0,0,0,0,0,0
8600000US10984,10984, 10984,2277,168,456,703,667,283,2167,168,415,692,636,256,44,0,7,11,14,12,66,0,34,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10985,10985, 10985,176,12,68,76,10,10,157,12,68,67,0,10,19,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10986,10986, 10986,1204,62,225,274,364,279,1160,51,212,254,364,279,33,0,13,20,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10987,10987, 10987,2401,89,462,528,767,555,2220,73,430,501,727,489,58,4,30,0,3,21,76,0,2,15,14,45,40,12,0,12,16,0,7,0,0,0,7,0
8600000US10988,10988, 10988,520,47,217,101,104,51,504,47,209,93,104,51,16,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US10989,10989, 10989,7396,580,1538,1723,1953,1602,6915,485,1484,1618,1842,1486,271,87,25,70,50,39,112,8,29,35,28,12,90,0,0,0,33,57,8,0,0,0,0,8
8600000US10990,10990, 10990,13853,735,3112,3987,3465,2554,12573,620,2967,3633,3043,2310,897,115,126,223,266,167,189,0,5,29,105,50,103,0,14,23,51,15,91,0,0,79,0,12
8600000US10992,10992, 10992,5834,330,1454,1878,1438,734,5585,306,1391,1758,1402,728,115,15,36,44,20,0,58,0,18,19,15,6,76,9,9,57,1,0,0,0,0,0,0,0
8600000US10993,10993, 10993,3299,739,945,1218,250,147,2881,697,901,948,215,120,376,38,42,267,12,17,38,2,2,3,23,8,2,2,0,0,0,0,2,0,0,0,0,2
8600000US10994,10994, 10994,5344,290,1030,1323,1373,1328,5010,236,973,1257,1323,1221,172,54,23,66,0,29,34,0,0,0,34,0,112,0,18,0,16,78,16,0,16,0,0,0
8600000US10996,10996, 10996,1614,0,97,385,403,729,1063,0,57,203,275,528,66,0,5,0,29,32,50,0,16,34,0,0,396,0,19,144,95,138,39,0,0,4,4,31
8600000US10998,10998, 10998,1946,120,657,520,338,311,1849,109,643,511,338,248,36,11,0,0,0,25,2,0,0,2,0,0,59,0,14,7,0,38,0,0,0,0,0,0
8600000US11001,11001, 11001,19803,1787,4371,4673,5081,3891,18623,1644,4226,4417,4713,3623,505,16,112,136,181,60,394,9,15,70,148,152,98,5,18,50,7,18,183,113,0,0,32,38
8600000US11003,11003, 11003,31385,3817,8716,9788,5910,3154,30028,3665,8395,9284,5649,3035,605,52,168,218,106,61,539,47,132,220,91,49,55,13,0,39,3,0,158,40,21,27,61,9
8600000US11004,11004, 11004,11331,947,3243,2598,2679,1864,10773,856,2999,2507,2640,1771,405,62,203,82,30,28,97,18,41,9,9,20,26,0,0,0,0,26,30,11,0,0,0,19
8600000US11005,11005, 11005,1762,27,464,546,381,344,1663,16,427,510,376,334,66,11,14,36,0,5,28,0,23,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0
8600000US11010,11010, 11010,17370,1643,5153,4768,3856,1950,16671,1544,5032,4539,3627,1929,300,30,57,109,99,5,279,69,41,88,65,16,61,0,23,0,38,0,59,0,0,32,27,0
8600000US11020,11020, 11020,4077,309,752,662,1342,1012,3854,304,702,642,1256,950,81,0,34,0,22,25,102,0,16,11,38,37,0,0,0,0,0,0,40,5,0,9,26,0
8600000US11021,11021, 11021,13531,788,1797,1990,4164,4792,12199,730,1639,1825,3737,4268,659,7,100,60,177,315,405,17,42,62,164,120,77,0,0,18,9,50,191,34,16,25,77,39
8600000US11023,11023, 11023,6293,617,947,1080,1911,1738,6004,605,924,1022,1822,1631,183,12,13,46,46,66,91,0,10,12,43,26,15,0,0,0,0,15,0,0,0,0,0,0
8600000US11024,11024, 11024,4606,434,850,953,1311,1058,4266,434,738,894,1241,959,150,0,26,0,35,89,102,0,41,40,21,0,39,0,10,19,0,10,49,0,35,0,14,0
8600000US11030,11030, 11030,12556,463,1485,1629,4316,4663,11683,436,1365,1541,3982,4359,364,7,33,42,146,136,275,17,44,25,110,79,127,3,39,21,34,30,107,0,4,0,44,59
8600000US11040,11040, 11040,29810,2608,6779,6027,8074,6322,28198,2442,6557,5767,7443,5989,536,41,102,88,258,47,864,104,91,147,292,230,52,0,12,10,8,22,160,21,17,15,73,34
8600000US11042,11042, 11042,535,153,210,63,56,53,364,90,147,54,38,35,63,9,45,0,9,0,108,54,18,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11050,11050, 11050,21076,1445,2867,3584,7007,6173,19284,1327,2480,3331,6422,5724,877,56,224,167,258,172,560,27,105,14,220,194,124,10,0,11,74,29,231,25,58,61,33,54
8600000US11096,11096, 11096,5563,1361,1843,1536,507,316,5084,1254,1722,1402,462,244,265,64,99,82,11,9,214,43,22,52,34,63,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11101,11101, 11101,21400,3050,5062,3566,5743,3979,17786,2728,4653,3062,4290,3053,1295,174,142,141,583,255,1372,104,216,175,464,413,484,5,16,56,223,184,463,39,35,132,183,74
8600000US11102,11102, 11102,25541,4295,5003,4372,8186,3685,21856,3864,4540,3841,6627,2984,1595,256,232,222,636,249,1036,106,138,174,441,177,729,55,36,126,328,184,325,14,57,9,154,91
8600000US11103,11103, 11103,29871,3976,6259,5043,9269,5324,25942,3768,5770,4582,7629,4193,1737,117,263,280,764,313,1126,74,93,51,475,433,865,0,118,85,376,286,201,17,15,45,25,99
8600000US11104,11104, 11104,20437,2755,4371,3925,6167,3219,18421,2647,4235,3677,5188,2674,838,32,96,110,391,209,532,14,9,59,270,180,297,0,0,35,160,102,349,62,31,44,158,54
8600000US11105,11105, 11105,29073,3860,5780,5186,9306,4941,25325,3584,5495,4628,7608,4010,1886,243,135,276,832,400,1005,5,52,144,496,308,536,0,18,129,253,136,321,28,80,9,117,87
8600000US11106,11106, 11106,31482,4650,5957,5873,9943,5059,27521,4388,5513,5302,8168,4150,1689,92,247,299,717,334,1137,73,163,64,586,251,601,49,16,83,239,214,534,48,18,125,233,110
8600000US11109,11109, 11109,4469,14,187,454,1872,1942,3031,0,113,351,1363,1204,288,0,0,15,131,142,800,14,74,34,259,419,238,0,0,54,81,103,112,0,0,0,38,74
8600000US11201,11201, 11201,46655,2964,4738,5078,16300,17575,38372,2606,4184,4435,12900,14247,2695,172,149,156,1204,1014,3255,180,208,235,1322,1310,1644,6,87,151,637,763,689,0,110,101,237,241
8600000US11203,11203, 11203,52717,7219,18932,14680,7955,3931,50058,6719,18112,13818,7659,3750,1949,360,622,666,173,128,320,70,72,119,42,17,241,54,27,53,71,36,149,16,99,24,10,0
8600000US11204,11204, 11204,51602,13978,15159,9158,9137,4170,47614,12717,14264,8552,8336,3745,3158,1079,755,438,566,320,208,36,76,26,33,37,216,31,19,38,95,33,406,115,45,104,107,35
8600000US11205,11205, 11205,27034,4967,5409,4770,7008,4880,23686,4617,5041,4138,5837,4053,1862,164,254,290,602,552,850,157,91,183,290,129,427,1,17,134,178,97,209,28,6,25,101,49
8600000US11206,11206, 11206,53460,14873,13941,10398,10647,3601,47860,14260,13008,9376,8311,2905,3193,355,695,540,1258,345,1307,162,133,300,522,190,597,7,51,65,355,119,503,89,54,117,201,42
8600000US11207,11207, 11207,59945,13824,21720,15299,6401,2701,55672,12675,20619,14334,5779,2265,2844,808,718,675,437,206,845,158,232,205,89,161,366,107,130,53,48,28,218,76,21,32,48,41
8600000US11208,11208, 11208,61276,12723,28207,11747,6378,2221,57546,11908,26551,11127,5935,2025,2109,424,917,366,298,104,768,185,315,165,63,40,461,56,294,64,7,40,392,150,130,25,75,12
8600000US11209,11209, 11209,51111,6137,9606,10289,14202,10877,45941,5627,8857,9440,12404,9613,2845,367,479,509,833,657,1092,55,128,185,420,304,761,30,64,138,371,158,472,58,78,17,174,145
