GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner-occupied housing units:,Margin of Error; Owner-occupied housing units:,Estimate; Owner-occupied housing units: - Less than high school graduate,Margin of Error; Owner-occupied housing units: - Less than high school graduate,Estimate; Owner-occupied housing units: - High school graduate (including equivalency),Margin of Error; Owner-occupied housing units: - High school graduate (including equivalency),Estimate; Owner-occupied housing units: - Some college or associate's degree,Margin of Error; Owner-occupied housing units: - Some college or associate's degree,Estimate; Owner-occupied housing units: - Bachelor's degree or higher,Margin of Error; Owner-occupied housing units: - Bachelor's degree or higher,Estimate; Renter-occupied housing units:,Margin of Error; Renter-occupied housing units:,Estimate; Renter-occupied housing units: - Less than high school graduate,Margin of Error; Renter-occupied housing units: - Less than high school graduate,Estimate; Renter-occupied housing units: - High school graduate (including equivalency),Margin of Error; Renter-occupied housing units: - High school graduate (including equivalency),Estimate; Renter-occupied housing units: - Some college or associate's degree,Margin of Error; Renter-occupied housing units: - Some college or associate's degree,Estimate; Renter-occupied housing units: - Bachelor's degree or higher,Margin of Error; Renter-occupied housing units: - Bachelor's degree or higher
8600000US13807,13807,ZCTA5 13807,514,75,402,72,37,34,108,38,145,56,112,39,112,40,26,20,36,27,30,17,20,16
8600000US13808,13808,ZCTA5 13808,570,55,450,49,28,19,173,45,101,32,148,40,120,40,2,3,57,35,40,23,21,17
8600000US13809,13809,ZCTA5 13809,703,104,557,108,61,53,211,70,215,77,70,55,146,72,24,29,29,30,48,38,45,57
8600000US13810,13810,ZCTA5 13810,497,66,412,65,21,16,167,48,99,36,125,51,85,31,0,11,30,28,38,27,17,16
8600000US13811,13811,ZCTA5 13811,1712,134,1412,137,74,42,580,127,408,96,350,96,300,122,13,11,109,70,125,74,53,67
8600000US13812,13812,ZCTA5 13812,962,100,817,99,94,40,352,77,248,63,123,44,145,52,6,9,37,27,58,21,44,37
8600000US13813,13813,ZCTA5 13813,183,82,183,82,17,24,78,59,41,38,47,43,0,11,0,11,0,11,0,11,0,11
8600000US13815,13815,ZCTA5 13815,5420,217,3502,211,388,105,1044,148,1183,166,887,128,1918,202,422,166,631,124,544,129,321,87
8600000US13820,13820,ZCTA5 13820,7508,285,4629,241,259,128,1067,180,1325,183,1978,232,2879,242,209,103,660,145,1232,204,778,143
8600000US13825,13825,ZCTA5 13825,1406,136,1160,130,78,45,404,112,316,114,362,84,246,71,35,30,86,47,78,45,47,38
8600000US13826,13826,ZCTA5 13826,13,20,13,20,0,11,0,11,13,20,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13827,13827,ZCTA5 13827,5021,311,3544,300,224,91,1028,194,1140,218,1152,203,1477,241,244,135,559,179,330,122,344,118
8600000US13830,13830,ZCTA5 13830,2174,123,1741,115,98,54,768,109,517,93,358,75,433,109,58,45,216,77,106,47,53,31
8600000US13832,13832,ZCTA5 13832,231,44,212,45,34,20,71,30,87,32,20,15,19,13,0,11,8,7,11,12,0,11
8600000US13833,13833,ZCTA5 13833,1717,172,1511,160,298,140,404,112,628,126,181,75,206,75,25,23,151,66,21,18,9,15
8600000US13834,13834,ZCTA5 13834,64,42,16,17,0,11,8,11,0,11,8,12,48,44,0,11,0,11,21,20,27,40
8600000US13835,13835,ZCTA5 13835,520,60,418,60,45,22,181,41,109,38,83,27,102,33,3,5,55,28,44,19,0,11
8600000US13838,13838,ZCTA5 13838,1861,173,1033,149,142,98,431,142,216,77,244,83,828,175,123,79,439,132,200,93,66,68
8600000US13839,13839,ZCTA5 13839,479,93,446,89,50,37,233,71,97,50,66,41,33,27,0,11,29,26,0,11,4,6
8600000US13841,13841,ZCTA5 13841,224,49,167,40,19,11,66,31,52,31,30,21,57,30,0,11,32,26,25,22,0,11
8600000US13842,13842,ZCTA5 13842,161,43,152,41,9,9,47,25,52,26,44,18,9,14,0,11,0,11,9,14,0,11
8600000US13843,13843,ZCTA5 13843,861,97,762,92,60,31,235,56,299,70,168,39,99,54,26,32,39,31,23,19,11,17
8600000US13844,13844,ZCTA5 13844,300,54,245,49,30,19,117,33,77,26,21,16,55,30,13,17,25,18,9,11,8,12
8600000US13845,13845,ZCTA5 13845,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13846,13846,ZCTA5 13846,145,53,138,53,0,11,41,21,21,18,76,51,7,9,0,11,0,11,7,9,0,11
8600000US13847,13847,ZCTA5 13847,22,21,16,19,0,11,0,11,12,18,4,5,6,9,0,11,0,11,6,9,0,11
8600000US13849,13849,ZCTA5 13849,1764,150,1494,170,239,103,455,108,487,119,313,98,270,96,33,21,120,64,100,61,17,16
8600000US13850,13850,ZCTA5 13850,8716,298,6752,290,131,74,1288,211,1996,233,3337,265,1964,237,53,38,293,114,800,199,818,176
8600000US13856,13856,ZCTA5 13856,2577,214,1818,261,191,82,737,162,448,159,442,200,759,192,160,117,415,148,94,73,90,71
8600000US13859,13859,ZCTA5 13859,114,42,95,44,0,11,84,40,11,17,0,11,19,25,0,11,0,11,9,18,10,17
8600000US13860,13860,ZCTA5 13860,26,23,16,18,0,11,10,15,6,9,0,11,10,15,0,11,0,11,0,11,10,15
8600000US13861,13861,ZCTA5 13861,116,39,102,48,24,25,12,11,23,29,43,29,14,23,0,11,0,11,0,11,14,23
8600000US13862,13862,ZCTA5 13862,1694,80,1366,77,98,39,575,97,388,66,305,77,328,61,61,32,132,45,86,37,49,25
8600000US13863,13863,ZCTA5 13863,220,47,172,42,14,11,104,36,47,17,7,6,48,26,4,5,25,21,17,15,2,3
8600000US13864,13864,ZCTA5 13864,485,111,280,85,0,11,164,65,66,52,50,45,205,89,83,74,51,45,47,45,24,34
8600000US13865,13865,ZCTA5 13865,2275,209,2065,201,132,61,679,127,769,165,485,121,210,70,51,34,100,51,35,27,24,21
8600000US13901,13901,ZCTA5 13901,8252,279,4832,231,234,73,1287,168,1660,185,1651,180,3420,275,577,124,1123,178,1273,238,447,103
8600000US13902,13902,ZCTA5 13902,8,12,8,12,0,16,0,16,0,16,8,12,0,16,0,16,0,16,0,16,0,16
8600000US13903,13903,ZCTA5 13903,7726,263,5101,245,264,90,1214,184,1799,201,1824,195,2625,285,510,141,882,206,693,163,540,145
8600000US13904,13904,ZCTA5 13904,3763,224,2578,231,119,46,959,162,791,155,709,157,1185,167,175,86,328,100,558,153,124,60
8600000US13905,13905,ZCTA5 13905,11398,377,5687,305,355,101,1331,230,1801,246,2200,283,5711,339,870,210,1449,280,1925,314,1467,245
8600000US14001,14001,ZCTA5 14001,4070,184,3116,230,272,126,1089,227,888,171,867,191,954,213,47,24,262,87,451,174,194,86
8600000US14004,14004,ZCTA5 14004,4114,212,3516,221,122,63,1105,185,1220,187,1069,159,598,113,65,54,236,70,183,63,114,66
8600000US14005,14005,ZCTA5 14005,710,66,590,68,27,24,227,50,254,54,82,34,120,37,2,3,53,30,45,22,20,14
8600000US14006,14006,ZCTA5 14006,4279,204,3554,214,201,79,1273,184,1216,145,864,161,725,144,68,46,243,81,360,115,54,38
8600000US14008,14008,ZCTA5 14008,522,116,410,95,39,30,231,77,118,61,22,17,112,65,0,11,58,45,54,46,0,11
8600000US14009,14009,ZCTA5 14009,2325,131,1814,126,147,56,754,128,666,130,247,72,511,93,107,52,185,59,167,64,52,31
8600000US14011,14011,ZCTA5 14011,2575,162,1982,150,128,57,728,122,705,100,421,94,593,118,87,48,277,80,173,70,56,30
8600000US14012,14012,ZCTA5 14012,905,90,712,87,62,31,285,68,252,66,113,41,193,47,13,15,77,34,89,44,14,11
8600000US14013,14013,ZCTA5 14013,731,87,641,77,41,21,275,61,232,54,93,29,90,33,33,22,22,13,25,17,10,9
8600000US14020,14020,ZCTA5 14020,9607,264,5968,244,269,75,1784,207,2229,278,1686,213,3639,249,610,168,1160,185,1233,193,636,158
8600000US14024,14024,ZCTA5 14024,657,64,594,65,50,26,235,45,233,46,76,29,63,29,14,9,19,18,13,12,17,17
8600000US14025,14025,ZCTA5 14025,1358,166,1058,152,36,34,299,121,409,134,314,107,300,135,29,35,73,60,131,74,67,87
8600000US14026,14026,ZCTA5 14026,350,96,235,74,0,11,95,50,90,66,50,35,115,105,0,11,86,100,29,32,0,11
8600000US14028,14028,ZCTA5 14028,646,124,579,120,16,18,168,65,212,83,183,104,67,52,0,11,9,15,40,45,18,20
8600000US14030,14030,ZCTA5 14030,652,83,548,84,46,31,245,73,202,57,55,26,104,45,15,23,45,28,30,30,14,22
8600000US14031,14031,ZCTA5 14031,3954,215,3182,225,57,34,623,137,826,179,1676,248,772,149,14,23,206,97,271,103,281,138
8600000US14032,14032,ZCTA5 14032,2969,204,2674,182,67,36,412,121,695,152,1500,168,295,116,0,16,99,62,146,122,50,35
8600000US14033,14033,ZCTA5 14033,872,136,717,126,44,70,119,55,164,85,390,105,155,78,28,45,35,40,57,51,35,47
8600000US14034,14034,ZCTA5 14034,764,94,704,90,33,21,255,60,267,68,149,57,60,41,5,8,40,32,15,18,0,11
8600000US14035,14035,ZCTA5 14035,33,29,17,15,0,11,5,8,6,9,6,9,16,26,0,11,0,11,16,26,0,11
8600000US14036,14036,ZCTA5 14036,2078,164,1732,177,125,87,686,151,533,114,388,111,346,92,39,31,133,73,86,53,88,42
8600000US14037,14037,ZCTA5 14037,418,76,348,66,0,11,166,59,156,47,26,25,70,50,21,25,0,11,14,21,35,41
8600000US14039,14039,ZCTA5 14039,43,12,31,10,0,11,17,9,11,9,3,4,12,9,3,4,3,5,6,7,0,11
8600000US14040,14040,ZCTA5 14040,839,103,703,93,45,30,327,85,261,62,70,35,136,65,8,11,31,25,55,37,42,54
8600000US14041,14041,ZCTA5 14041,60,25,41,18,11,11,13,10,13,15,4,5,19,20,0,11,16,20,0,11,3,4
8600000US14042,14042,ZCTA5 14042,1586,141,1144,124,155,61,473,98,336,70,180,60,442,106,93,54,177,70,143,71,29,23
8600000US14043,14043,ZCTA5 14043,11034,306,7618,364,446,99,2527,249,2594,275,2051,249,3416,269,184,87,1381,234,1169,190,682,168
8600000US14047,14047,ZCTA5 14047,2577,170,2197,181,129,101,724,149,804,168,540,125,380,149,0,16,182,131,120,89,78,65
8600000US14048,14048,ZCTA5 14048,6158,264,3915,237,448,121,1303,194,1328,205,836,129,2243,233,396,123,995,202,612,119,240,111
8600000US14051,14051,ZCTA5 14051,7563,251,6465,255,119,72,767,152,1188,214,4391,284,1098,169,74,55,217,100,255,127,552,129
8600000US14052,14052,ZCTA5 14052,6664,326,5544,336,175,96,1142,194,1538,205,2689,286,1120,184,92,88,280,108,319,118,429,146
8600000US14054,14054,ZCTA5 14054,562,59,435,50,11,18,178,40,163,40,83,21,127,42,12,14,52,40,29,19,34,24
8600000US14055,14055,ZCTA5 14055,568,91,471,90,23,27,181,66,153,55,114,41,97,50,10,14,51,37,27,27,9,13
8600000US14057,14057,ZCTA5 14057,3245,159,2756,175,83,44,832,141,868,137,973,141,489,116,66,50,294,118,84,54,45,32
8600000US14058,14058,ZCTA5 14058,746,69,619,69,50,32,190,44,248,48,131,32,127,52,21,19,50,26,26,18,30,31
8600000US14059,14059,ZCTA5 14059,4104,222,3521,250,109,58,877,211,1186,266,1349,209,583,176,16,25,226,109,71,52,270,139
8600000US14060,14060,ZCTA5 14060,154,28,146,28,44,22,53,18,43,20,6,7,8,8,0,11,8,8,0,11,0,11
8600000US14061,14061,ZCTA5 14061,137,33,105,30,5,8,30,14,59,25,11,11,32,20,10,10,8,8,14,14,0,11
8600000US14062,14062,ZCTA5 14062,1290,114,1087,117,130,54,461,78,321,59,175,60,203,52,38,20,65,31,91,40,9,12
8600000US14063,14063,ZCTA5 14063,5092,305,3534,244,58,33,878,145,1066,185,1532,238,1558,229,88,60,496,149,571,141,403,130
8600000US14065,14065,ZCTA5 14065,708,64,626,57,70,32,320,50,160,50,76,30,82,35,16,19,33,18,6,7,27,25
8600000US14066,14066,ZCTA5 14066,490,61,409,51,35,21,181,43,143,40,50,19,81,30,13,16,33,21,33,20,2,3
8600000US14067,14067,ZCTA5 14067,2073,183,1578,166,174,96,537,124,559,141,308,86,495,154,7,11,221,127,237,130,30,35
8600000US14068,14068,ZCTA5 14068,2774,191,2086,168,35,37,258,100,511,121,1282,168,688,114,125,69,178,72,251,101,134,56
8600000US14069,14069,ZCTA5 14069,362,67,309,57,40,32,79,40,54,33,136,45,53,45,0,11,47,48,6,10,0,11
8600000US14070,14070,ZCTA5 14070,2177,118,1508,106,112,50,581,87,510,75,305,61,669,100,137,73,229,72,228,76,75,31
8600000US14072,14072,ZCTA5 14072,8044,228,6537,249,248,125,1093,220,2010,258,3186,308,1507,213,13,21,472,143,493,146,529,170
8600000US14075,14075,ZCTA5 14075,17906,430,13685,439,584,146,3225,340,4236,332,5640,412,4221,328,258,120,1319,205,1577,266,1067,214
8600000US14080,14080,ZCTA5 14080,1685,121,1410,124,69,39,522,107,514,107,305,74,275,88,30,24,112,68,59,54,74,58
8600000US14081,14081,ZCTA5 14081,1336,138,935,115,76,36,318,83,354,73,187,62,401,99,19,17,194,72,91,46,97,68
8600000US14082,14082,ZCTA5 14082,216,45,190,46,10,11,91,38,51,29,38,21,26,22,12,18,0,11,14,13,0,11
8600000US14085,14085,ZCTA5 14085,2561,187,2490,183,65,68,679,157,771,157,975,181,71,60,0,16,0,16,57,51,14,22
8600000US14086,14086,ZCTA5 14086,12914,371,10848,363,405,117,2691,331,3036,303,4716,335,2066,247,93,62,887,226,715,177,371,118
8600000US14091,14091,ZCTA5 14091,411,68,349,64,43,25,130,54,92,47,84,34,62,34,8,12,15,15,31,29,8,14
8600000US14092,14092,ZCTA5 14092,4862,210,3988,212,126,67,815,172,1306,203,1741,209,874,128,26,20,239,119,320,109,289,98
8600000US14094,14094,ZCTA5 14094,20233,480,14667,526,845,175,4564,424,4900,387,4358,381,5566,379,993,205,1611,249,2249,256,713,183
8600000US14098,14098,ZCTA5 14098,1164,105,943,83,101,38,307,54,384,67,151,41,221,75,65,54,98,49,49,33,9,10
8600000US14101,14101,ZCTA5 14101,661,86,562,74,41,24,262,60,175,43,84,34,99,51,0,11,59,36,40,33,0,11
8600000US14102,14102,ZCTA5 14102,467,113,409,104,60,72,144,83,70,54,135,59,58,70,0,11,44,68,14,23,0,11
8600000US14103,14103,ZCTA5 14103,4524,193,3218,223,229,69,1156,140,1204,198,629,131,1306,196,198,105,449,130,490,150,169,85
8600000US14105,14105,ZCTA5 14105,1754,139,1379,138,45,33,532,117,528,99,274,83,375,69,45,29,156,41,120,38,54,40
8600000US14108,14108,ZCTA5 14108,2295,134,2019,164,153,66,812,183,577,150,477,140,276,119,93,78,54,51,91,92,38,34
8600000US14109,14109,ZCTA5 14109,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14111,14111,ZCTA5 14111,1316,121,1087,109,54,37,450,101,278,64,305,67,229,65,36,34,85,39,64,31,44,25
8600000US14112,14112,ZCTA5 14112,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14113,14113,ZCTA5 14113,289,52,227,49,6,8,103,36,69,25,49,37,62,34,2,4,18,19,36,31,6,8
8600000US14120,14120,ZCTA5 14120,18727,441,13687,404,603,138,3698,331,4843,362,4543,305,5040,368,528,157,1903,297,1766,261,843,216
8600000US14125,14125,ZCTA5 14125,1384,85,1104,116,120,48,466,84,351,67,167,54,280,75,89,65,92,43,80,33,19,9
8600000US14126,14126,ZCTA5 14126,255,92,196,75,19,32,58,54,88,56,31,28,59,54,0,11,59,54,0,11,0,11
8600000US14127,14127,ZCTA5 14127,11999,354,9239,368,162,84,1744,264,2401,265,4932,338,2760,312,111,72,769,231,985,227,895,173
8600000US14129,14129,ZCTA5 14129,597,60,459,55,13,14,179,47,212,49,55,25,138,43,20,19,62,31,30,16,26,21
8600000US14130,14130,ZCTA5 14130,64,23,54,23,3,4,23,14,14,13,14,15,10,8,4,5,0,11,3,4,3,5
8600000US14131,14131,ZCTA5 14131,2057,171,1843,159,232,68,703,148,528,108,380,101,214,89,17,18,10,16,136,65,51,62
8600000US14132,14132,ZCTA5 14132,2446,244,2000,228,126,82,661,163,664,177,549,149,446,171,16,19,91,65,305,158,34,31
8600000US14134,14134,ZCTA5 14134,45,27,38,25,12,18,10,10,5,8,11,14,7,9,0,11,0,11,7,9,0,11
8600000US14135,14135,ZCTA5 14135,49,30,27,23,13,20,5,8,9,9,0,11,22,26,0,11,16,25,0,11,6,9
8600000US14136,14136,ZCTA5 14136,2098,131,1679,145,128,50,450,88,661,108,440,81,419,98,40,40,203,65,113,62,63,38
8600000US14138,14138,ZCTA5 14138,773,68,636,65,90,41,282,53,189,40,75,21,137,38,26,18,55,29,44,25,12,11
8600000US14139,14139,ZCTA5 14139,997,146,863,117,19,22,281,109,226,84,337,94,134,102,0,11,48,56,18,21,68,84
8600000US14141,14141,ZCTA5 14141,3148,194,2301,169,147,82,753,154,737,143,664,113,847,123,27,25,456,111,303,94,61,35
8600000US14143,14143,ZCTA5 14143,500,77,406,65,61,42,165,56,88,35,92,31,94,49,13,21,39,32,27,26,15,17
8600000US14145,14145,ZCTA5 14145,661,85,532,63,28,17,237,42,160,56,107,37,129,60,26,25,61,44,42,37,0,11
8600000US14150,14150,ZCTA5 14150,18762,407,13371,419,801,185,3646,320,4583,360,4341,372,5391,392,409,130,1643,280,1978,256,1361,236
8600000US14167,14167,ZCTA5 14167,702,77,587,75,18,13,286,58,199,53,84,30,115,44,12,12,51,30,47,34,5,7
8600000US14168,14168,ZCTA5 14168,13,13,5,6,0,11,5,6,0,11,0,11,8,13,0,11,0,11,0,11,8,13
8600000US14169,14169,ZCTA5 14169,67,36,44,37,6,9,7,12,23,35,8,12,23,35,0,11,0,11,23,35,0,11
8600000US14170,14170,ZCTA5 14170,1032,165,857,165,0,11,233,98,367,147,257,73,175,86,10,16,82,61,83,71,0,11
8600000US14171,14171,ZCTA5 14171,878,94,729,87,46,22,353,73,186,51,144,45,149,69,17,26,59,45,59,40,14,18
8600000US14172,14172,ZCTA5 14172,1237,133,1019,126,62,49,373,113,295,67,289,65,218,62,10,10,58,28,119,54,31,25
8600000US14173,14173,ZCTA5 14173,164,84,86,70,27,40,29,32,0,11,30,47,78,60,8,13,42,47,0,11,28,42
8600000US14174,14174,ZCTA5 14174,2270,174,1870,137,97,58,491,93,601,97,681,100,400,126,24,23,185,108,105,49,86,44
8600000US14201,14201,ZCTA5 14201,5614,278,1383,239,73,53,231,83,297,122,782,164,4231,320,1025,215,989,193,1214,259,1003,204
8600000US14202,14202,ZCTA5 14202,1655,151,456,94,0,11,28,24,82,51,346,71,1199,150,141,58,207,80,362,86,489,132
8600000US14203,14203,ZCTA5 14203,1021,119,5,7,5,7,0,11,0,11,0,11,1016,119,138,58,216,90,245,85,417,84
8600000US14204,14204,ZCTA5 14204,4125,241,1438,159,251,80,317,100,639,113,231,69,2687,228,656,139,918,188,928,179,185,74
8600000US14206,14206,ZCTA5 14206,8763,278,5513,267,680,121,2070,210,1735,203,1028,173,3250,255,576,150,1293,203,1087,203,294,105
8600000US14207,14207,ZCTA5 14207,9507,299,3071,307,378,92,1043,173,977,163,673,152,6436,391,1411,283,2115,292,2177,248,733,187
8600000US14208,14208,ZCTA5 14208,4362,306,1827,217,274,109,423,110,662,145,468,144,2535,318,380,161,713,178,1156,253,286,123
8600000US14209,14209,ZCTA5 14209,3836,249,1132,184,73,40,150,85,381,133,528,128,2704,226,365,144,527,149,863,196,949,143
8600000US14210,14210,ZCTA5 14210,6181,255,2940,266,390,104,1012,184,971,158,567,158,3241,297,728,205,970,244,1233,221,310,138
8600000US14211,14211,ZCTA5 14211,9068,377,3409,325,426,111,904,171,1399,223,680,139,5659,394,1398,225,1884,296,2000,263,377,110
8600000US14212,14212,ZCTA5 14212,4569,248,2069,204,382,110,661,169,729,135,297,101,2500,284,729,166,605,164,985,215,181,94
8600000US14213,14213,ZCTA5 14213,9087,408,3151,277,433,135,671,180,872,183,1175,180,5936,400,1861,300,1578,274,1401,233,1096,205
8600000US14214,14214,ZCTA5 14214,7824,431,3466,319,164,69,454,154,846,157,2002,248,4358,391,426,128,916,249,1640,321,1376,240
8600000US14215,14215,ZCTA5 14215,16585,437,7714,401,939,172,1791,258,3009,326,1975,251,8871,455,1251,269,2496,317,4391,427,733,185
8600000US14216,14216,ZCTA5 14216,10488,346,5191,334,389,138,710,146,1072,196,3020,276,5297,380,550,181,994,220,1845,310,1908,289
8600000US14217,14217,ZCTA5 14217,10752,262,7003,303,263,83,1380,208,2518,280,2842,254,3749,313,423,117,906,197,1430,266,990,210
8600000US14218,14218,ZCTA5 14218,7888,287,4152,237,551,109,1461,181,1364,177,776,143,3736,287,793,193,1436,245,1180,222,327,124
8600000US14219,14219,ZCTA5 14219,5300,215,3353,240,228,92,1200,164,1163,227,762,145,1947,217,173,92,809,193,661,157,304,112
8600000US14220,14220,ZCTA5 14220,9878,277,6427,309,574,161,1771,211,2092,255,1990,236,3451,338,339,138,1124,229,1350,216,638,169
8600000US14221,14221,ZCTA5 14221,22869,487,17074,499,458,137,2145,271,4030,390,10441,499,5795,367,215,92,1422,297,1200,232,2958,292
8600000US14222,14222,ZCTA5 14222,6734,369,2248,240,66,40,89,47,368,130,1725,213,4486,351,366,174,473,126,1084,255,2563,306
8600000US14223,14223,ZCTA5 14223,10091,248,8342,322,299,108,2082,263,2209,303,3752,352,1749,260,212,141,395,141,596,204,546,187
8600000US14224,14224,ZCTA5 14224,17638,351,13687,415,711,163,3824,348,4670,400,4482,388,3951,354,313,113,1278,204,1454,265,906,179
8600000US14225,14225,ZCTA5 14225,15299,332,10652,372,670,148,3696,302,3581,307,2705,261,4647,341,383,150,1666,249,1632,246,966,179
8600000US14226,14226,ZCTA5 14226,12466,309,9075,372,252,137,1183,192,2141,291,5499,346,3391,339,174,97,611,204,1067,279,1539,238
8600000US14227,14227,ZCTA5 14227,10597,366,7019,348,533,111,2553,326,2484,246,1449,231,3578,350,408,162,1218,223,1030,233,922,187
8600000US14228,14228,ZCTA5 14228,9249,293,4857,299,127,63,840,165,1091,191,2799,268,4392,351,299,141,846,187,1717,275,1530,240
8600000US14261,14261,ZCTA5 14261,8,8,0,16,0,16,0,16,0,16,0,16,8,8,0,16,0,16,8,8,0,16
8600000US14301,14301,ZCTA5 14301,5468,280,2298,214,286,89,945,127,731,135,336,87,3170,341,642,161,1044,197,1063,248,421,142
8600000US14302,14302,ZCTA5 14302,17,19,0,11,0,11,0,11,0,11,0,11,17,19,0,11,17,19,0,11,0,11
8600000US14303,14303,ZCTA5 14303,2526,213,1065,161,122,55,479,117,356,99,108,53,1461,194,204,88,590,148,476,133,191,76
8600000US14304,14304,ZCTA5 14304,12824,404,9528,426,619,148,3448,366,3335,297,2126,269,3296,302,404,117,1353,230,1081,236,458,134
8600000US14305,14305,ZCTA5 14305,6826,238,4017,228,322,81,1476,174,1082,141,1137,165,2809,230,460,119,1032,159,1011,209,306,85
